index,chunk_index,file_offset,payload_offset,payload_size,opcode,opcode_name,version
0,0,30,34,6,0x0A,init_video_mode,0
1,0,40,44,8,0x05,init_video_buffers,2
2,0,52,56,766,0x0C,set_palette,0
3,0,822,826,4,0x15,documented_unknown_15,0
4,0,830,834,0,0x01,end_of_chunk,0
5,1,838,842,10,0x03,init_audio_buffers,1
6,1,852,856,0,0x01,end_of_chunk,0
7,2,860,864,2932,0x08,audio_frame,0
8,2,3796,3800,6,0x09,silence_frame,0
9,2,3806,3810,0,0x01,end_of_chunk,0
10,3,3814,3818,2952,0x08,audio_frame,0
11,3,6770,6774,6,0x09,silence_frame,0
12,3,6780,6784,0,0x01,end_of_chunk,0
13,4,6788,6792,2952,0x08,audio_frame,0
14,4,9744,9748,6,0x09,silence_frame,0
15,4,9754,9758,0,0x01,end_of_chunk,0
16,5,9762,9766,2952,0x08,audio_frame,0
17,5,12718,12722,6,0x09,silence_frame,0
18,5,12728,12732,0,0x01,end_of_chunk,0
19,6,12736,12740,2952,0x08,audio_frame,0
20,6,15692,15696,6,0x09,silence_frame,0
21,6,15702,15706,0,0x01,end_of_chunk,0
22,7,15710,15714,2952,0x08,audio_frame,0
23,7,18666,18670,6,0x09,silence_frame,0
24,7,18676,18680,0,0x01,end_of_chunk,0
25,8,18684,18688,2952,0x08,audio_frame,0
26,8,21640,21644,6,0x09,silence_frame,0
27,8,21650,21654,0,0x01,end_of_chunk,0
28,9,21658,21662,2952,0x08,audio_frame,0
29,9,24614,24618,6,0x09,silence_frame,0
30,9,24624,24628,0,0x01,end_of_chunk,0
31,10,24632,24636,2952,0x08,audio_frame,0
32,10,27588,27592,6,0x09,silence_frame,0
33,10,27598,27602,0,0x01,end_of_chunk,0
34,11,27606,27610,2952,0x08,audio_frame,0
35,11,30562,30566,6,0x09,silence_frame,0
36,11,30572,30576,0,0x01,end_of_chunk,0
37,12,30580,30584,2952,0x08,audio_frame,0
38,12,33536,33540,6,0x09,silence_frame,0
39,12,33546,33550,0,0x01,end_of_chunk,0
40,13,33554,33558,2952,0x08,audio_frame,0
41,13,36510,36514,6,0x09,silence_frame,0
42,13,36520,36524,0,0x01,end_of_chunk,0
43,14,36528,36532,2952,0x08,audio_frame,0
44,14,39484,39488,6,0x09,silence_frame,0
45,14,39494,39498,0,0x01,end_of_chunk,0
46,15,39502,39506,2952,0x08,audio_frame,0
47,15,42458,42462,6,0x09,silence_frame,0
48,15,42468,42472,0,0x01,end_of_chunk,0
49,16,42476,42480,6,0x02,create_timer,0
50,16,42486,42490,1080,0x0F,set_decoding_map,0
51,16,43570,43574,2952,0x08,audio_frame,0
52,16,46526,46530,6,0x09,silence_frame,0
53,16,46536,46540,44388,0x11,video_data_11,3
54,16,90928,90932,132,0x13,documented_unknown_13,0
55,16,91064,91068,0,0x04,start_stop_audio,0
56,16,91068,91072,6,0x07,send_buffer,1
57,16,91078,91082,0,0x01,end_of_chunk,0
58,17,91086,91090,1080,0x0F,set_decoding_map,0
59,17,92170,92174,2932,0x08,audio_frame,0
60,17,95106,95110,6,0x09,silence_frame,0
61,17,95116,95120,14044,0x11,video_data_11,3
62,17,109164,109168,132,0x13,documented_unknown_13,0
63,17,109300,109304,0,0x04,start_stop_audio,0
64,17,109304,109308,6,0x07,send_buffer,1
65,17,109314,109318,0,0x01,end_of_chunk,0
66,18,109322,109326,1080,0x0F,set_decoding_map,0
67,18,110406,110410,2952,0x08,audio_frame,0
68,18,113362,113366,6,0x09,silence_frame,0
69,18,113372,113376,14030,0x11,video_data_11,3
70,18,127406,127410,132,0x13,documented_unknown_13,0
71,18,127542,127546,0,0x04,start_stop_audio,0
72,18,127546,127550,6,0x07,send_buffer,1
73,18,127556,127560,0,0x01,end_of_chunk,0
74,19,127564,127568,1080,0x0F,set_decoding_map,0
75,19,128648,128652,2952,0x08,audio_frame,0
76,19,131604,131608,6,0x09,silence_frame,0
77,19,131614,131618,14044,0x11,video_data_11,3
78,19,145662,145666,132,0x13,documented_unknown_13,0
79,19,145798,145802,0,0x04,start_stop_audio,0
80,19,145802,145806,6,0x07,send_buffer,1
81,19,145812,145816,0,0x01,end_of_chunk,0
82,20,145820,145824,1080,0x0F,set_decoding_map,0
83,20,146904,146908,2952,0x08,audio_frame,0
84,20,149860,149864,6,0x09,silence_frame,0
85,20,149870,149874,14024,0x11,video_data_11,3
86,20,163898,163902,132,0x13,documented_unknown_13,0
87,20,164034,164038,0,0x04,start_stop_audio,0
88,20,164038,164042,6,0x07,send_buffer,1
89,20,164048,164052,0,0x01,end_of_chunk,0
90,21,164056,164060,1080,0x0F,set_decoding_map,0
91,21,165140,165144,2952,0x08,audio_frame,0
92,21,168096,168100,6,0x09,silence_frame,0
93,21,168106,168110,14078,0x11,video_data_11,3
94,21,182188,182192,132,0x13,documented_unknown_13,0
95,21,182324,182328,0,0x04,start_stop_audio,0
96,21,182328,182332,6,0x07,send_buffer,1
97,21,182338,182342,0,0x01,end_of_chunk,0
98,22,182346,182350,1080,0x0F,set_decoding_map,0
99,22,183430,183434,2952,0x08,audio_frame,0
100,22,186386,186390,6,0x09,silence_frame,0
101,22,186396,186400,14054,0x11,video_data_11,3
102,22,200454,200458,132,0x13,documented_unknown_13,0
103,22,200590,200594,0,0x04,start_stop_audio,0
104,22,200594,200598,6,0x07,send_buffer,1
105,22,200604,200608,0,0x01,end_of_chunk,0
106,23,200612,200616,1080,0x0F,set_decoding_map,0
107,23,201696,201700,2952,0x08,audio_frame,0
108,23,204652,204656,6,0x09,silence_frame,0
109,23,204662,204666,14076,0x11,video_data_11,3
110,23,218742,218746,132,0x13,documented_unknown_13,0
111,23,218878,218882,0,0x04,start_stop_audio,0
112,23,218882,218886,6,0x07,send_buffer,1
113,23,218892,218896,0,0x01,end_of_chunk,0
114,24,218900,218904,1080,0x0F,set_decoding_map,0
115,24,219984,219988,2952,0x08,audio_frame,0
116,24,222940,222944,6,0x09,silence_frame,0
117,24,222950,222954,14038,0x11,video_data_11,3
118,24,236992,236996,132,0x13,documented_unknown_13,0
119,24,237128,237132,0,0x04,start_stop_audio,0
120,24,237132,237136,6,0x07,send_buffer,1
121,24,237142,237146,0,0x01,end_of_chunk,0
122,25,237150,237154,1080,0x0F,set_decoding_map,0
123,25,238234,238238,2952,0x08,audio_frame,0
124,25,241190,241194,6,0x09,silence_frame,0
125,25,241200,241204,14026,0x11,video_data_11,3
126,25,255230,255234,132,0x13,documented_unknown_13,0
127,25,255366,255370,0,0x04,start_stop_audio,0
128,25,255370,255374,6,0x07,send_buffer,1
129,25,255380,255384,0,0x01,end_of_chunk,0
130,26,255388,255392,1080,0x0F,set_decoding_map,0
131,26,256472,256476,2952,0x08,audio_frame,0
132,26,259428,259432,6,0x09,silence_frame,0
133,26,259438,259442,14032,0x11,video_data_11,3
134,26,273474,273478,132,0x13,documented_unknown_13,0
135,26,273610,273614,0,0x04,start_stop_audio,0
136,26,273614,273618,6,0x07,send_buffer,1
137,26,273624,273628,0,0x01,end_of_chunk,0
138,27,273632,273636,1080,0x0F,set_decoding_map,0
139,27,274716,274720,2952,0x08,audio_frame,0
140,27,277672,277676,6,0x09,silence_frame,0
141,27,277682,277686,14022,0x11,video_data_11,3
142,27,291708,291712,132,0x13,documented_unknown_13,0
143,27,291844,291848,0,0x04,start_stop_audio,0
144,27,291848,291852,6,0x07,send_buffer,1
145,27,291858,291862,0,0x01,end_of_chunk,0
146,28,291866,291870,1080,0x0F,set_decoding_map,0
147,28,292950,292954,2952,0x08,audio_frame,0
148,28,295906,295910,6,0x09,silence_frame,0
149,28,295916,295920,14040,0x11,video_data_11,3
150,28,309960,309964,132,0x13,documented_unknown_13,0
151,28,310096,310100,0,0x04,start_stop_audio,0
152,28,310100,310104,6,0x07,send_buffer,1
153,28,310110,310114,0,0x01,end_of_chunk,0
154,29,310118,310122,1080,0x0F,set_decoding_map,0
155,29,311202,311206,2952,0x08,audio_frame,0
156,29,314158,314162,6,0x09,silence_frame,0
157,29,314168,314172,14084,0x11,video_data_11,3
158,29,328256,328260,132,0x13,documented_unknown_13,0
159,29,328392,328396,0,0x04,start_stop_audio,0
160,29,328396,328400,6,0x07,send_buffer,1
161,29,328406,328410,0,0x01,end_of_chunk,0
162,30,328414,328418,1080,0x0F,set_decoding_map,0
163,30,329498,329502,2952,0x08,audio_frame,0
164,30,332454,332458,6,0x09,silence_frame,0
165,30,332464,332468,14058,0x11,video_data_11,3
166,30,346526,346530,132,0x13,documented_unknown_13,0
167,30,346662,346666,0,0x04,start_stop_audio,0
168,30,346666,346670,6,0x07,send_buffer,1
169,30,346676,346680,0,0x01,end_of_chunk,0
170,31,346684,346688,1080,0x0F,set_decoding_map,0
171,31,347768,347772,2952,0x08,audio_frame,0
172,31,350724,350728,6,0x09,silence_frame,0
173,31,350734,350738,14082,0x11,video_data_11,3
