path,inventory_quantity,file_offset,elevation_group,object_id,tile,tile_x,tile_y,rotation,pid,pid_hex,prototype_type,prototype_subtype,prototype_filename,script_id,script_filename,inventory_length
0,,87716,0,25,6120,120,30,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
1,,87804,0,26,6121,121,30,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
2,,87892,0,27,6122,122,30,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
3,,87980,0,28,6318,118,31,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
4,,88068,0,29,6319,119,31,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
5,,88156,0,30,6322,122,31,0,50332246,0x03000256,wall,,00000598.pro,-1,,0
6,,88244,0,31,6323,123,31,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
7,,88332,0,32,6324,124,31,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
8,,88420,0,33,6516,116,32,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
9,,88508,0,34,6517,117,32,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
10,,88596,0,35,6522,122,32,0,50332249,0x03000259,wall,,00000601.pro,-1,,0
11,,88684,0,36,6524,124,32,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
12,,88772,0,37,6714,114,33,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
13,,88860,0,38,6715,115,33,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
14,,88948,0,39,6722,122,33,0,50332243,0x03000253,wall,,00000595.pro,-1,,0
15,,89036,0,40,6725,125,33,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
16,,89124,0,41,6912,112,34,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
17,,89212,0,42,6913,113,34,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
18,,89300,0,43,6922,122,34,0,50332246,0x03000256,wall,,00000598.pro,-1,,0
19,,89388,0,44,6925,125,34,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
20,,89476,0,45,6926,126,34,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
21,,89564,0,46,7110,110,35,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
22,,89652,0,47,7111,111,35,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
23,,89740,0,48,7120,120,35,0,33554499,0x02000043,scenery,generic,00000068.pro,-1,,0
24,,89828,0,49,7122,122,35,0,50332249,0x03000259,wall,,00000601.pro,-1,,0
25,,89916,0,50,7126,126,35,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
26,,90004,0,51,7308,108,36,0,50332249,0x03000259,wall,,00000601.pro,-1,,0
27,,90092,0,52,7309,109,36,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
28,,90180,0,53,7318,118,36,0,33554499,0x02000043,scenery,generic,00000068.pro,-1,,0
