procedure_index,procedure_name,instruction_offset,call,message_list_id,message_number,message_expression,intelligence,target_procedure_index,target_procedure_name,reaction,link_status,msg_text,msg_audio
5,look_at_p_proc,2788,message_lookup,379,101,101,,,,,linked,你看到:沮丧的避难所居民。,
5,look_at_p_proc,2812,message_lookup,379,100,100,,,,,linked,你看到：避难所居民。,
8,talk_p_proc,3104,message_lookup,185,166,166,,,,,different-message-list,,
8,talk_p_proc,3160,message_lookup,669,,"random(100, 105)",,,,,dynamic-number,,
8,talk_p_proc,3208,message_lookup,379,139,139,,,,,linked,你毁了这避难所里所有人的未来，叛徒！现在你满意了吧！,
10,Rebel01,3668,message_lookup,379,105,105,,,,,linked,谢谢你救了我们。,
10,Rebel01,3722,message_lookup,379,106,106,,,,,linked,开始我还不太确定你能做到，可我现在信任你了。,
10,Rebel01,3776,message_lookup,379,107,107,,,,,linked,谢谢你！谢谢你！,
10,Rebel01,3856,message_lookup,379,108,108,,,,,linked,你是个英雄！我的小鲍比说长大了要象你一样。我不知道该不该高兴。,
10,Rebel01,3886,message_lookup,379,109,109,,,,,linked,你是个大英雄！我的小鲍比说长大了要象你一样。我不知道该不该高兴。,
10,Rebel01,3966,message_lookup,379,110,110,,,,,linked,你是个壮家伙！,
10,Rebel01,3996,message_lookup,379,111,111,,,,,linked,你是个好女孩！,
11,Rebel02,4106,message_lookup,379,,"random(112, 115)",,,,,dynamic-number,,
12,Rebel03,4172,reply,379,116,116,,,,,linked,你好，搜寻进行的如何？,
12,Rebel03,4204,intelligence_option,379,117,117,4,13,Rebel04,0,linked,很顺利。,
12,Rebel03,4236,intelligence_option,379,118,118,4,14,Rebel05,0,linked,不是很好。,
12,Rebel03,4270,intelligence_option,379,119,119,-3,17,Rebel08,0,linked,啊。,
13,Rebel04,4310,reply,379,120,120,,,,,linked,是吗，那太好了。坚持下去。,
13,Rebel04,4342,intelligence_option,379,121,121,4,19,RebelEnd,0,linked,没问题。,
14,Rebel05,4406,reply,379,122,122,,,,,linked,我们知道已经没希望了。我不认为咱们能及时拿到新的芯片。我们当中的一部分应该及早迁移到外面去，现在还不晚。,
14,Rebel05,4438,intelligence_option,379,123,123,4,15,Rebel06,0,linked,我不认为那是个好主意。,
14,Rebel05,4470,intelligence_option,379,124,124,4,16,Rebel07,0,linked,恩……那可能是最好的了。,
14,Rebel05,4492,reply,379,125,125,,,,,linked,请尽快吧。,
14,Rebel05,4524,intelligence_option,379,126,126,4,19,RebelEnd,0,linked,别担心，我会找到芯片的。,
15,Rebel06,4564,reply,379,127,127,,,,,linked,或许你该来参加一下我们会议。特蕾莎有些不错的提议。每天晚上五点我们会在她二层的房间里碰面。,
15,Rebel06,4596,intelligence_option,379,128,128,4,19,RebelEnd,0,linked,我会考虑的。,
15,Rebel06,4628,intelligence_option,379,129,129,4,19,RebelEnd,0,linked,不了，谢谢。我还有事要做。,
16,Rebel07,4668,reply,379,130,130,,,,,linked,这就是特蕾莎的想法。她都考虑妥当了。我们开始计划离开避难所了。,
16,Rebel07,4700,intelligence_option,379,131,131,4,19,RebelEnd,0,linked,好运了。,
16,Rebel07,4732,intelligence_option,379,132,132,4,15,Rebel06,0,linked,我觉得你们不该现在就离开避难所。,
17,Rebel08,4772,reply,379,133,133,,,,,linked,为什么所长选了你？恐怕你连自己的鞋带都找不到，更别说什么净水芯片了。,
17,Rebel08,4806,intelligence_option,379,134,134,-3,19,RebelEnd,0,linked,啊。,
18,Rebel09,4846,reply,379,135,135,,,,,linked,你不是有任务要做吗？快去找净水芯片。,
18,Rebel09,4878,intelligence_option,379,136,136,4,20,RebelCombat,0,linked,别对我指手画脚，你一无是处。,
18,Rebel09,4910,intelligence_option,379,137,137,4,19,RebelEnd,0,linked,好！某些人。,
18,Rebel09,4944,intelligence_option,379,138,138,-3,19,RebelEnd,0,linked,哦啊！,
34,Goodbyes,7366,message_lookup,634,,"random(100, 105)",,,,,dynamic-number,,
