procedure_index,procedure_name,instruction_offset,call,message_list_id,message_number,message_expression,intelligence,target_procedure_index,target_procedure_name,reaction,link_status,msg_text,msg_audio
4,look_at_p_proc,1418,message_lookup,270,100,100,,,,,linked,你看见医学博士索罗。,
4,look_at_p_proc,1442,message_lookup,270,101,101,,,,,linked,你看见护士玛妮。,
4,look_at_p_proc,1496,message_lookup,270,102,102,,,,,linked,你看见一个医生。,
4,look_at_p_proc,1520,message_lookup,270,103,103,,,,,linked,你看见一个护士。,
6,Marney00,1700,reply,270,104,104,,,,,linked,欢迎光临。今天我能为你做些什么？,
6,Marney00,1734,intelligence_option,270,105,105,-3,7,Marney01,50,linked,哈。,
6,Marney00,1766,intelligence_option,270,125,125,4,14,MarneyEnd,50,linked,现在没什么事儿了。多谢。,
6,Marney00,1822,intelligence_option,270,106,106,4,7,Marney01,50,linked,我受伤了。你能帮我看看吗？,
6,Marney00,1872,intelligence_option,270,107,107,5,12,Marney06,50,linked,你能教我医术吗？,
7,Marney01,1912,reply,270,108,108,,,,,linked,是的，我看你是受伤了。这可能要花些时间。要不我试试帮你治疗一下？,
7,Marney01,1946,intelligence_option,270,109,109,-3,8,Marney02,50,linked,呃哼。,
7,Marney01,1980,intelligence_option,270,110,110,-3,11,Marney05,50,linked,呃嗯。,
7,Marney01,2012,intelligence_option,270,111,111,4,8,Marney02,50,linked,好的，请。,
7,Marney01,2044,intelligence_option,270,112,112,4,11,Marney05,50,linked,不，谢谢你。,
8,Marney02,2182,message,270,113,113,,,,50,linked,好了，你的身体没问题，你可以走了，多保重。,
8,Marney02,2232,intelligence_option,270,114,114,4,9,Marney03,50,linked,你对那很在行。你能教我创伤急救吗？,
8,Marney02,2264,intelligence_option,270,115,115,4,14,MarneyEnd,50,linked,好。谢谢你。,
9,Marney03,2304,reply,270,116,116,,,,,linked,我可以大略给你指点些，但也要好几个小时。你有时间吗？,
9,Marney03,2336,intelligence_option,270,117,117,4,10,Marney04,50,linked,好的。,
9,Marney03,2368,intelligence_option,270,118,118,4,11,Marney05,50,linked,抱歉，我实在太忙了。,
10,Marney04,2470,message,270,119,119,,,,50,linked,你是个非常优秀的学生。核战后的世纪最重要的是什么？人才！如果我们能有你这样的人才多好啊！再见。,
11,Marney05,2516,message,270,120,120,,,,50,linked,如你所愿。祝你好运。,
12,Marney06,2556,reply,270,121,121,,,,,linked,我的确能教你点，但是不会很多。要花一些时间。你愿意吗？,
12,Marney06,2588,intelligence_option,270,122,122,5,13,Marney07,50,linked,好的。,
12,Marney06,2620,intelligence_option,270,123,123,5,11,Marney05,50,linked,对不起，我没时间空闲。,
13,Marney07,2722,message,270,124,124,,,,50,linked,你是个优秀的学生。祝你好运。,
