procedure_index,procedure_name,instruction_offset,call,message_list_id,message_number,message_expression,intelligence,target_procedure_index,target_procedure_name,reaction,link_status,msg_text,msg_audio
2,look_at_p_proc,1438,message_lookup,924,101,101,,,,,linked,你看见克里斯廷，迈克尔的妻子。,
2,look_at_p_proc,1462,message_lookup,924,100,100,,,,,linked,你看见一个非常漂亮的年轻女子。,
3,description_p_proc,1530,message_lookup,924,101,101,,,,,linked,你看见克里斯廷，迈克尔的妻子。,
3,description_p_proc,1554,message_lookup,924,100,100,,,,,linked,你看见一个非常漂亮的年轻女子。,
4,talk_p_proc,1630,message_lookup,669,,"random(100, 105)",,,,,dynamic-number,,
4,talk_p_proc,1686,message_lookup,924,116,116,,,,,linked,我还能帮你些什么？,
9,BYChris01,2414,reply,924,,fetch_global(1),,,,,dynamic-number,,
9,BYChris01,2446,intelligence_option,924,103,103,4,10,BYChris02,50,linked,你是谁？,
9,BYChris01,2502,intelligence_option,924,104,104,4,11,BYChris03,50,linked,这里谁主管？,
9,BYChris01,2534,intelligence_option,924,105,105,4,12,BYChris04,50,linked,你能告诉我一些有关这个地区的情况吗？,
9,BYChris01,2566,intelligence_option,924,111,111,7,13,BYChris05,50,linked,有什么别的事情我应该知道吗？,
9,BYChris01,2598,intelligence_option,924,106,106,4,16,BYChrisEnd,50,linked,不，谢谢。,
9,BYChris01,2632,intelligence_option,924,107,107,-3,15,BYChris07,50,linked,你是我的妈咪？,
13,BYChris05,2878,reply,924,112,112,,,,,linked,克暗置呃西椰鸭子,
13,BYChris05,2904,option,924,113,113,,14,BYChris06,50,linked,五呃集约德不四鸭子,
14,BYChris06,2944,reply,924,114,114,,,,,linked,俄偶四得特啊么嗯四得                                                        客安特阿么嗯德戏要翅膀,
14,BYChris06,2984,option,924,115,115,,9,BYChris01,50,linked,和敖博啊斯维呢亦 特啊么恩四鸭子,
15,BYChris07,3030,message,924,117,117,,,,50,linked,不，我不是你的妈咪。现在走开，自己玩吧。,
28,Goodbyes,4678,message_lookup,634,,"random(100, 105)",,,,,dynamic-number,,
