procedure_index,procedure_name,instruction_offset,call,message_list_id,message_number,message_expression,intelligence,target_procedure_index,target_procedure_name,reaction,link_status,msg_text,msg_audio
2,look_at_p_proc,1336,message_lookup,925,101,101,,,,,linked,你看见格雷格。,
2,look_at_p_proc,1360,message_lookup,925,100,100,,,,,linked,你看见一个男人，他迅速朝你瞥了一眼，紧接着又转移了视线。,
3,description_p_proc,1428,message_lookup,925,101,101,,,,,linked,你看见格雷格。,
3,description_p_proc,1452,message_lookup,925,100,100,,,,,linked,你看见一个男人，他迅速朝你瞥了一眼，紧接着又转移了视线。,
4,talk_p_proc,1528,message_lookup,669,,"random(100, 105)",,,,,dynamic-number,,
4,talk_p_proc,1612,message_lookup,925,,"random(115, 119)",,,,,dynamic-number,,
5,critter_p_proc,1896,message_lookup,925,,"random(115, 119)",,,,,dynamic-number,,
9,BYGreg03,2506,reply,925,,fetch_global(2),,,,,dynamic-number,,
9,BYGreg03,2556,option,925,105,105,,10,BYGreg04,50,linked,你是谁？,
9,BYGreg03,2582,option,925,106,106,,11,BYGreg05,50,linked,你为什么这么神经质？,
9,BYGreg03,2608,option,925,107,107,,13,BYGreg07,50,linked,我认为他们需要加强你的药物治疗。,
9,BYGreg03,2634,option,925,108,108,,14,BYGregEnd,50,linked,别介意。,
11,BYGreg05,2752,reply,925,110,110,,,,,linked,神经质，我不是神经质。我只是谨慎。他们都说我是妄想狂，但我只是他们来抓我们的时候碰巧在那而已。,
11,BYGreg05,2778,option,925,111,111,,12,BYGreg06,50,linked,来抓你？谁要来抓你？,
11,BYGreg05,2804,option,925,112,112,,14,BYGregEnd,50,linked,你确实是个妄想狂。我以后再和你谈。,
12,BYGreg06,2844,reply,925,113,113,,,,,linked,嗯，他们是……你知道吧……疾病只是开始。现在他们要来把我们都抓走。但你和其他人一样。你不相信我，你会遭厄运的。记住我的话吧。我会留在这里，而所有人，包括你，会被抓走。被抓走。【格雷格抓住他的头，全身蜷缩起来，边尖叫边乱挣。】,
13,BYGreg07,2898,reply,925,114,114,,,,,linked,药物治疗……喔，那么你是他们的人，想抓我在去用药……你抓不了我了。我不再吃药了，不，我不。那声音，不我不，你别碰我。【格雷格闭上眼睛，疯狂地抓住他的头，和只有他能听见的声音交谈。】,
26,Goodbyes,4560,message_lookup,634,,"random(100, 105)",,,,,dynamic-number,,
