procedure_index,procedure_name,instruction_offset,call,message_list_id,message_number,message_expression,intelligence,target_procedure_index,target_procedure_name,reaction,link_status,msg_text,msg_audio
7,look_at_p_proc,4256,message_lookup,562,100,100,,,,,linked,你看到了丹。,
8,timed_event_p_proc,4746,message_lookup,562,215,215,,,,,linked,我说了，滚！我不是在开玩笑！我他妈要剁了你！,
8,timed_event_p_proc,4832,message_lookup,562,216,216,,,,,linked,你们这些小流氓永远都不懂，是吧！,
10,Dan00,4978,reply,562,102,102,,,,,linked,嘿朋友，欢迎来哈勃城。先做个自我介绍，他们都叫我双头牛丹。我跟商人们打交道，也为他们跑跑腿。通常情况下，鄙人服务的开价是非常，非常低廉的。您有什么需要么？,
10,Dan00,5010,intelligence_option,562,106,106,5,21,Dan11,50,linked,我想加入商队。,
10,Dan00,5042,intelligence_option,562,107,107,4,11,Dan01,50,linked,呃，你到底能提供哪些服务啊？,
10,Dan00,5098,intelligence_option,562,108,108,4,24,Dan14,50,linked,你干嘛老冲着那个可怜的小毛孩大喊大叫？！,
10,Dan00,5146,intelligence_option,562,109,109,-3,12,Dan02,50,linked,呃。,
11,Dan01,5186,reply,562,110,110,,,,,linked,这样说吧，这些地方大多数的商队的马车啊，双头牛什么的，都是归我来照管的。要是他们想为他们的商队里添点什么东西的话，也会和我打交道。可是，妈的，三巨头他们不带我玩。,
11,Dan01,5218,intelligence_option,562,111,111,4,13,Dan03,50,linked,三巨头是谁？,
11,Dan01,5250,intelligence_option,562,112,112,4,15,Dan05,50,linked,看来你是个重要的人嘛。,
11,Dan01,5282,intelligence_option,562,113,113,5,21,Dan11,50,linked,真的？太棒了？我也要加入商队。,
11,Dan01,5314,intelligence_option,562,114,114,4,45,DanEnd,50,linked,嗯，我得走了，拜拜。,
12,Dan02,5360,message,562,115,115,,,,51,linked,什么？赶快给我滚出去吧，你这个瘾君子！我可不想在你这个低能儿身上浪费时间。,
13,Dan03,5426,reply,562,118,118,,,,,linked,该死，小子，你是不是一直生活在个什么洞里面啊？三巨头就是这个世界，嗯，也许不是全世界，但是绝对是你能想象到的最大的那么一大块地方上最大的三个商队。,
13,Dan03,5448,reply,562,119,119,,,,,linked,该死，亲爱的，你是不是一直生活在个什么洞里面啊？三巨头就是这个世界，嗯，也许不是全世界，但是绝对是你能想象到的最大的那么一大块地方上最大的三个商队。,
13,Dan03,5480,intelligence_option,562,120,120,4,14,Dan04,51,linked,你才该死，你这个双头牛怪物。,
13,Dan03,5512,intelligence_option,562,121,121,5,21,Dan11,50,linked,哦，是他们啊。我还以为你在说别的什么东西呐。我怎么才能加入一支商队？,
13,Dan03,5544,intelligence_option,562,122,122,4,45,DanEnd,50,linked,好的，谢谢。拜拜。,
14,Dan04,5584,reply,562,123,123,,,,,linked,双头牛怪物？你不是在侮辱我吧？告诉你吧，陌生人，我会比你要见到的人更懂礼貌。我可以不那么在意，可是，在这个城市里，到处都是些杀手恶汉，他们要是看你不爽，二话不说就会把你的喉咙给割咯。,
14,Dan04,5616,intelligence_option,562,124,124,4,16,Dan06,51,linked,混蛋，你这个丑八怪杂种！,
14,Dan04,5648,intelligence_option,562,125,125,4,45,DanEnd,50,linked,我好怕哦。回见。,
15,Dan05,5688,reply,562,126,126,,,,,linked,特别，不。幸运，是的。除非你想自触霉头，你就得对你见到的人表现得礼貌一点。我可以不那么在意，可是，在这个城市里，到处都是些杀手恶汉，他们要是看你不爽，二话不说就会把你的喉咙给割了。,
15,Dan05,5720,intelligence_option,562,127,127,4,16,Dan06,51,linked,放屁！你个王八肏的！,
15,Dan05,5752,intelligence_option,562,128,128,4,45,DanEnd,50,linked,要是你这样说的话……,
16,Dan06,5806,reply,562,129,129,,,,,linked,我至少没有像变种人那样的猪头脸。你妈一定是头双头牛，你爸是只耗子，所以才生出你这个鸟样儿。妈的，你比我丑多了！,
16,Dan06,5838,intelligence_option,562,130,130,4,17,Dan07,51,linked,没人可以这样说我的妈妈！受死吧！,
16,Dan06,5870,intelligence_option,562,131,131,4,19,Dan09,50,linked,嗯，不错。看来我有地方去了，还能找人打一架。走啦，丹。,
17,Dan07,5910,reply,562,132,132,,,,,linked,好好好，说话总要有个分寸，但每个人都会探探底线。你在开玩笑是吧，你不会对可怜的老丹动手的吧。,
17,Dan07,5942,intelligence_option,562,133,133,4,20,Dan10,51,linked,分寸？动手？你想哦。我对你动的可不止是手！你马上就要成为一具死尸了。,
17,Dan07,5974,intelligence_option,562,134,134,4,18,Dan08,50,linked,哈！我跟你开玩笑的，这你都信啊？,
18,Dan08,6014,reply,562,135,135,,,,,linked,是啊，有那么一点。你不是那么坏嘛，小子。但是记住管好你的嘴巴，我可不想看到这么一张好嘴巴给人废了。,
18,Dan08,6046,intelligence_option,562,136,136,4,19,Dan09,50,linked,当然了，随你说。走啦，丹。,
18,Dan08,6078,intelligence_option,562,137,137,4,21,Dan11,50,linked,那么，我怎么才能加入一支商队？,
