procedure_index,procedure_name,instruction_offset,call,message_list_id,message_number,message_expression,intelligence,target_procedure_index,target_procedure_name,reaction,link_status,msg_text,msg_audio
4,description_p_proc,2526,message_lookup,168,101,101,,,,,linked,她在哭。,
6,look_at_p_proc,2934,message_lookup,168,100,100,,,,,linked,你看见辛迪。,
8,pickup_p_proc,3148,message_lookup,168,122,122,,,,,linked,你是偷水贼？怎么可能？,
9,talk_p_proc,3272,message_lookup,168,125,125,,,,,linked,你怎么能背叛我们呢？这里所有人都会渴死的！你不在乎，是不是？,
9,talk_p_proc,3342,message_lookup,168,123,123,,,,,linked,谢谢你救了我们。,
9,talk_p_proc,3398,message_lookup,168,124,124,,,,,linked,你抓了偷水的人，做的好。那还是赶紧去找净水芯片吧。,
10,Cindy01,3522,message_lookup,168,102,102,,,,,linked,你好，,
10,Cindy01,3550,message_lookup,168,103,103,,,,,linked,。你找到净水芯片了？,
10,Cindy01,3554,reply,,,<unresolved>,,,,,dynamic-number,,
10,Cindy01,3586,intelligence_option,168,104,104,4,12,Cindy03,50,linked,还没。我运气不好。,
10,Cindy01,3618,intelligence_option,168,105,105,4,13,Cindy04,50,linked,没找到。我会找到的，你们怎么样了？,
10,Cindy01,3652,intelligence_option,168,106,106,-3,11,Cindy02,50,linked,喔！,
11,Cindy02,3706,reply,168,107,107,,,,,linked,哦……你没听明白，我想本来我们的机会就不大了。刚才我哭了，让你见笑了。,
11,Cindy02,3740,intelligence_option,168,108,108,-3,17,CindyEnd,50,linked,吼吼！,
12,Cindy03,3794,message,168,,"random(109, 111)",,,,50,dynamic-number,,
13,Cindy04,3884,reply,168,126,126,,,,,linked,我吓死了。我不知道以后还会发生什么。拜托，不要辜负我们。,
13,Cindy04,3916,intelligence_option,168,127,127,4,17,CindyEnd,49,linked,别担心，我会尽力，你们不会有事的。,
13,Cindy04,3948,intelligence_option,168,128,128,4,17,CindyEnd,51,linked,对，随你说。,
13,Cindy04,3970,reply,168,113,113,,,,,linked,最近的事情我好怕。有人在偷水，所有人现在都急得要死。,
13,Cindy04,4002,intelligence_option,168,114,114,4,14,Cindy05,50,linked,谁会做这样的事？,
13,Cindy04,4034,intelligence_option,168,115,115,4,15,Cindy06,50,linked,发生什么了？,
14,Cindy05,4074,reply,168,116,116,,,,,linked,有人互相指责，还有人大打出手，但没人知道谁是元凶。,
14,Cindy05,4106,intelligence_option,168,117,117,4,17,CindyEnd,50,linked,好，多谢。,
15,Cindy06,4146,reply,168,118,118,,,,,linked,有人报告说他们的水被偷了，上面的人说不能多发水，他们只能问朋友要水喝。这件事情后，所有人都疑神疑鬼的，把自己的水看得死死的。后来有一天，还有人把配给水站的守卫打晕了偷水！,
15,Cindy06,4178,intelligence_option,168,119,119,4,16,Cindy07,50,linked,太可怕了！我能做什么？,
16,Cindy07,4232,reply,168,120,120,,,,,linked,你也许能帮我们找出这个人。,
16,Cindy07,4264,intelligence_option,168,121,121,4,17,CindyEnd,50,linked,我去看看。,
16,Cindy07,4296,intelligence_option,168,112,112,4,14,Cindy05,50,linked,谁跟这件事有关？,
32,Goodbyes,6942,message_lookup,634,,"random(100, 105)",,,,,dynamic-number,,
