procedure_index,procedure_name,instruction_offset,call,message_list_id,message_number,message_expression,intelligence,target_procedure_index,target_procedure_name,reaction,link_status,msg_text,msg_audio
3,critter_p_proc,2858,message_lookup,817,151,151,,,,,linked,商队已经走了。,
3,critter_p_proc,2922,message_lookup,817,151,151,,,,,linked,商队已经走了。,
7,look_at_p_proc,3732,message_lookup,817,100,100,,,,,linked,你看到一名商队领队。,
10,CarvLead00,4670,message_lookup,817,101,101,,,,,linked,给你，这是你的,
10,CarvLead00,4686,message_lookup,817,,fetch(0),,,,,dynamic-number,,
10,CarvLead00,4702,message_lookup,817,102,102,,,,,linked,个瓶盖【他从一个旧袋子里拿了瓶盖递给你】，只要你帮我们回哈勃城，你还会得到,
10,CarvLead00,4720,message_lookup,817,,fetch(0),,,,,dynamic-number,,
10,CarvLead00,4736,message_lookup,817,103,103,,,,,linked,个瓶盖。我们在这里歇一会，别走太远，我们随时动身，可不等你。,
10,CarvLead00,4740,reply,817,,"add(add(add(add(message_str(817, 101), message_str(817, fetch(0))), message_str(817, 102)), message_str(817, fetch(0))), message_str(817, 103))",,,,,dynamic-number,,
10,CarvLead00,4774,intelligence_option,817,104,104,-3,11,CarvLead01,50,linked,啊……好。,
10,CarvLead00,4806,intelligence_option,817,105,105,4,13,CarvLead03,50,linked,商队要等多久才启程？,
10,CarvLead00,4856,intelligence_option,817,106,106,4,14,CarvLead04,50,linked,你能告诉我迦克镇的事情吗？,
10,CarvLead00,4914,intelligence_option,817,107,107,4,15,CarvLead05,50,linked,你能告诉晒晒骨场的事情吗？,
10,CarvLead00,4972,intelligence_option,817,108,108,4,16,CarvLead06,50,linked,你能告诉我钢铁兄弟会的事情吗？,
11,CarvLead01,5012,reply,817,109,109,,,,,linked,不知道你记住没有，我们两小时以内出发，或者你在那之前准备好就行。,
11,CarvLead01,5046,intelligence_option,817,110,110,-3,20,CarvLead11,50,linked,哦……,
11,CarvLead01,5080,intelligence_option,817,111,111,-3,12,CarvLead02,50,linked,呼？,
11,CarvLead01,5114,intelligence_option,817,112,112,-3,21,CarvLead12,50,linked,走。好的，走。,
12,CarvLead02,5160,message,817,113,113,,,,50,linked,要命啊，我们现在都要雇傻子了。,
13,CarvLead03,5200,reply,817,114,114,,,,,linked,我们通常在到达这里两小时后回程，我们来这里也不是一次了，没什么没看过的，你如果想早点走，和我们说一声就马上动身。,
13,CarvLead03,5232,intelligence_option,817,115,115,4,20,CarvLead11,50,linked,我想走之前再转转。待会见。,
13,CarvLead03,5264,intelligence_option,817,116,116,4,21,CarvLead12,50,linked,好，我们回哈勃城吧，这里也没什么看的了。,
13,CarvLead03,5314,intelligence_option,817,117,117,4,14,CarvLead04,50,linked,你能告诉我迦克城的事情吗？,
13,CarvLead03,5372,intelligence_option,817,118,118,4,15,CarvLead05,50,linked,你能告诉我晒骨场的事情吗？,
13,CarvLead03,5430,intelligence_option,817,119,119,4,16,CarvLead06,50,linked,你能告诉我钢铁兄弟会的事情吗？,
14,CarvLead04,5470,reply,817,120,120,,,,,linked,基本和哈勃城很像，真的很像。问题也差不多：黑帮，流氓，小偷，哪里都缺不了这些人，不过呢，我喜欢这种城市。【大笑】,
14,CarvLead04,5502,intelligence_option,817,121,121,4,13,CarvLead03,50,linked,商队要等多久才启程？,
14,CarvLead04,5534,intelligence_option,817,122,122,4,20,CarvLead11,50,linked,我想走之前再转转。待会见。,
15,CarvLead05,5574,reply,817,123,123,,,,,linked,这里是晒骨场的内城区。晒骨场基本由黑帮控制，很不友好。你要小心点。内城区由管理者们控制，他们希望通过黑帮战争一统全城，所以对外来人特别怀疑，如果你还没见过他们，你最好去打个招呼再去逛街。,
15,CarvLead05,5606,intelligence_option,817,125,125,4,13,CarvLead03,50,linked,商队要等多久才启程？,
15,CarvLead05,5638,intelligence_option,817,126,126,4,20,CarvLead11,50,linked,我想走之前再转转。待会见。,
16,CarvLead06,5678,reply,817,127,127,,,,,linked,我所知道的也不多。兄弟会对他们的事情讳莫如深。很多人说他们坏话，但从我的观察来看，也许有点狂热，但都不坏。,
16,CarvLead06,5710,intelligence_option,817,128,128,4,13,CarvLead03,50,linked,商队要等多久才启程？,
16,CarvLead06,5742,intelligence_option,817,129,129,4,20,CarvLead11,50,linked,我想走之前再转转。待会见。,
17,CarvLead07,5846,reply,817,130,130,,,,,linked,准备好出发了？,
