procedure_index,procedure_name,instruction_offset,call,message_list_id,message_number,message_expression,intelligence,target_procedure_index,target_procedure_name,reaction,link_status,msg_text,msg_audio
1,start,1002,message_lookup,341,100,100,,,,,linked,你看见憔悴的鲍勃。,
3,bob0,1956,reply,341,101,101,,,,,linked,别杀我！我发誓会给你钱的！,
3,bob0,1990,intelligence_option,341,102,102,-3,4,bob1,50,linked,嘟呼。,
3,bob0,2022,intelligence_option,341,103,103,4,5,bob2,50,linked,那就赶紧给我！,
3,bob0,2054,intelligence_option,341,104,104,4,6,bob3,50,linked,我可能走错房间了。,
3,bob0,2086,intelligence_option,341,105,105,5,6,bob3,50,linked,你说什么？,
4,bob1,2132,message,341,106,106,,,,50,linked,啊！你就是“笨蛋”弗蕾德，肮脏血腥的杀手！不要杀我！,
5,bob2,2178,message,341,107,107,,,,50,linked,拿走，拿走，这是我的全部家当了。,
6,bob3,2218,reply,341,108,108,,,,,linked,你是说，你不是来杀我的？,
6,bob3,2250,intelligence_option,341,109,109,4,7,bob4,50,linked,我不是的，算你运气好。,
6,bob3,2282,intelligence_option,341,110,110,6,8,bob5,50,linked,不是，谁要挟你？,
7,bob4,2356,message_lookup,341,111,111,,,,,linked,谢谢，你进来的时候手里拿着,
7,bob4,2384,message_lookup,341,112,112,,,,,linked,我有点紧张。,
7,bob4,2394,message,,,<unresolved>,,,,,dynamic-number,,
7,bob4,2422,message_lookup,341,113,113,,,,,linked,谢谢，我只是看到你进来的时候手里拿着,
7,bob4,2450,message_lookup,341,114,114,,,,,linked,时有点紧张。,
7,bob4,2460,message,,,<unresolved>,,,,,dynamic-number,,
8,bob5,2500,reply,341,115,115,,,,,linked,靠，我以为你是赌场里来催债的。的确，我欠他们很多钱。,
8,bob5,2532,intelligence_option,341,116,116,6,9,bob6,50,linked,你怎么会欠他们那么多呢？,
8,bob5,2564,intelligence_option,341,117,117,6,10,bob7,50,linked,你欠赌场里的谁那么多钱？,
8,bob5,2596,intelligence_option,341,118,118,6,11,bob8,50,linked,你欠多少？,
8,bob5,2628,intelligence_option,341,119,119,6,20,bobend,50,linked,嗯，多谢。,
9,bob6,2668,reply,341,120,120,,,,,linked,他们出老千。我玩过轮盘和纸牌，我的水平不低的。我肯定，那些机器有问题，我输光了。,
9,bob6,2700,intelligence_option,341,121,121,6,10,bob7,50,linked,你欠赌场里的谁那么多钱？,
9,bob6,2732,intelligence_option,341,122,122,6,11,bob8,50,linked,你欠多少？,
9,bob6,2764,intelligence_option,341,123,123,6,20,bobend,50,linked,嗯，多谢。,
10,bob7,2804,reply,341,124,124,,,,,linked,两个流氓。他们自称是赌场老板的手下，但是我从来没见过老板。有一个家伙叫艾佐，还有一个总是一付老是了不起的样子。两个骗子。,
10,bob7,2836,intelligence_option,341,125,125,6,9,bob6,50,linked,你怎么会欠他们那么多？,
10,bob7,2868,intelligence_option,341,126,126,6,11,bob8,50,linked,你欠了多少？,
10,bob7,2900,intelligence_option,341,127,127,6,20,bobend,50,linked,嗯，多谢。,
11,bob8,2940,reply,341,128,128,,,,,linked,不多，两千块吧。我也就玩了四五个小时。也许还要长点。他们给了我一些筹码，我这里的钱还不起。我要去哈勃城拿钱，但是我要是走的话会被他们揍死的。,
11,bob8,2972,intelligence_option,341,129,129,6,9,bob6,50,linked,你怎么会欠他们那么多？,
11,bob8,3004,intelligence_option,341,130,130,6,10,bob7,50,linked,你欠赌场里的谁那么多钱？,
11,bob8,3036,intelligence_option,341,131,131,6,20,bobend,50,linked,嗯，多谢。,
12,bob9,3078,message_lookup,341,132,132,,,,,linked,又是你，你的手气比我好吧。,
13,bob10,3126,reply,341,133,133,,,,,linked,嘿，你在我这里干什么？你是赌场来的？,
13,bob10,3160,intelligence_option,341,134,134,-3,4,bob1,50,linked,那！,
13,bob10,3192,intelligence_option,341,135,135,4,5,bob2,50,linked,是的，我是赌场来的。,
13,bob10,3224,intelligence_option,341,136,136,4,14,bob11,50,linked,不是，我就随便看看。,
13,bob10,3256,intelligence_option,341,137,137,5,8,bob5,50,linked,赌场怎么了？,
14,bob11,3296,reply,341,138,138,,,,,linked,呼呼，我还以为你是赌场来的，你吓死我了。,
14,bob11,3328,intelligence_option,341,139,139,4,20,bobend,50,linked,好好，我走。,
14,bob11,3360,intelligence_option,341,140,140,6,15,bob12,50,linked,怎么？,
15,bob12,3400,reply,341,141,141,,,,,linked,我在那里惹了麻烦，我欠他们很多钱。,
15,bob12,3432,intelligence_option,341,142,142,6,9,bob6,50,linked,你怎么会欠他们那么多？,
15,bob12,3464,intelligence_option,341,143,143,6,10,bob7,50,linked,你欠赌场里的谁那么多钱？,
15,bob12,3496,intelligence_option,341,144,144,6,11,bob8,50,linked,你欠多少钱？,
