procedure_index,procedure_name,instruction_offset,call,message_list_id,message_number,message_expression,intelligence,target_procedure_index,target_procedure_name,reaction,link_status,msg_text,msg_audio
1,start,3370,message_lookup,0,100,100,,,,,no-msg,,
6,surf00,4382,message_lookup,0,101,101,,,,,no-msg,,
7,surf01,4444,message_lookup,0,102,102,,,,,no-msg,,
7,surf01,4486,message_lookup,0,103,103,,,,,no-msg,,
7,surf01,4534,message_lookup,0,104,104,,,,,no-msg,,
7,surf01,4582,message_lookup,0,105,105,,,,,no-msg,,
7,surf01,4630,message_lookup,0,106,106,,,,,no-msg,,
7,surf01,4730,message_lookup,0,107,107,,,,,no-msg,,
7,surf01,4782,message_lookup,0,108,108,,,,,no-msg,,
8,surf02,4850,message_lookup,0,109,109,,,,,no-msg,,
8,surf02,4892,message_lookup,0,110,110,,,,,no-msg,,
8,surf02,4940,message_lookup,0,111,111,,,,,no-msg,,
8,surf02,4988,message_lookup,0,112,112,,,,,no-msg,,
8,surf02,5036,message_lookup,0,113,113,,,,,no-msg,,
8,surf02,5136,message_lookup,0,114,114,,,,,no-msg,,
9,surf03,5190,message_lookup,0,115,115,,,,,no-msg,,
9,surf03,5232,message_lookup,0,116,116,,,,,no-msg,,
9,surf03,5280,message_lookup,0,117,117,,,,,no-msg,,
9,surf03,5328,message_lookup,0,118,118,,,,,no-msg,,
9,surf03,5376,message_lookup,0,119,119,,,,,no-msg,,
9,surf03,5476,message_lookup,0,120,120,,,,,no-msg,,
12,surf04,5582,message_lookup,0,121,121,,,,,no-msg,,
13,surf05,5654,message_lookup,0,122,122,,,,,no-msg,,
13,surf05,5684,message_lookup,0,123,123,,,,,no-msg,,
13,surf05,5726,message_lookup,0,124,124,,,,,no-msg,,
13,surf05,5774,message_lookup,0,125,125,,,,,no-msg,,
13,surf05,5822,message_lookup,0,126,126,,,,,no-msg,,
13,surf05,5870,message_lookup,0,127,127,,,,,no-msg,,
13,surf05,5918,message_lookup,0,128,128,,,,,no-msg,,
13,surf05,6018,message_lookup,0,129,129,,,,,no-msg,,
17,surf06,6150,message_lookup,0,130,130,,,,,no-msg,,
18,surf07,6236,message_lookup,0,131,131,,,,,no-msg,,
18,surf07,6266,message_lookup,0,132,132,,,,,no-msg,,
18,surf07,6308,message_lookup,0,133,133,,,,,no-msg,,
18,surf07,6356,message_lookup,0,134,134,,,,,no-msg,,
18,surf07,6404,message_lookup,0,135,135,,,,,no-msg,,
18,surf07,6452,message_lookup,0,136,136,,,,,no-msg,,
18,surf07,6500,message_lookup,0,137,137,,,,,no-msg,,
18,surf07,6600,message_lookup,0,138,138,,,,,no-msg,,
18,surf07,6648,message_lookup,0,139,139,,,,,no-msg,,
18,surf07,6696,message_lookup,0,140,140,,,,,no-msg,,
18,surf07,6744,message_lookup,0,141,141,,,,,no-msg,,
18,surf07,6844,message_lookup,0,142,142,,,,,no-msg,,
