procedure_index,procedure_name,instruction_offset,call,message_list_id,message_number,message_expression,intelligence,target_procedure_index,target_procedure_name,reaction,link_status,msg_text,msg_audio
5,talk_p_proc,2498,message_lookup,598,156,156,,,,,linked,抱歉，我们纯水商队不会再和你合作了。,
7,look_at_p_proc,3174,message_lookup,598,100,100,,,,,linked,你看到一名商队头目,
9,MasterMerch00,3302,message_lookup,598,101,101,,,,,linked,把这个小偷抓起来！,
10,MasterMerch01,3374,reply,598,102,102,,,,,linked,……我才不在意他们说什么。我需要新的部件……哦，抱歉，有什么可帮忙的吗？,
10,MasterMerch01,3406,intelligence_option,598,103,103,4,11,MasterMerch02,50,linked,我需要份工作。,
10,MasterMerch01,3498,intelligence_option,598,104,104,4,13,MasterMerch04,50,linked,你这里有净水芯片吗？,
10,MasterMerch01,3530,intelligence_option,598,105,105,4,30,MasterMerchEnd,50,linked,没事，再见。,
10,MasterMerch01,3564,intelligence_option,598,106,106,-3,12,MasterMerch03,50,linked,嘘嘘。,
11,MasterMerch02,3618,reply,598,107,107,,,,,linked,当然，很好。你被雇佣了。等等。你能做些什么？哦，护卫吗？太棒了，我们正需要你这种人。还有别的事吗？,
11,MasterMerch02,3650,intelligence_option,598,108,108,4,30,MasterMerchEnd,50,linked,没了。,
11,MasterMerch02,3742,intelligence_option,598,109,109,4,13,MasterMerch04,50,linked,是的，你这里有净水芯片吗？,
11,MasterMerch02,3776,intelligence_option,598,110,110,-3,12,MasterMerch03,50,linked,喔？,
12,MasterMerch03,3822,message,598,111,111,,,,50,linked,抱歉，我没时间闲扯！,
13,MasterMerch04,3900,reply,598,112,112,,,,,linked,净水芯片……嗯。哦，你是说那些过去避难所里的净化控制芯片。不过我很确定在这里找不到你想要的东西。没有适用的设备那芯片就毫无价值。只有在避难所和大墓地能找到。你为什么对这个感兴趣？,
13,MasterMerch04,3932,intelligence_option,598,113,113,4,22,MasterMerch13,50,linked,大墓地？他们干嘛需要这东西？,
13,MasterMerch04,3964,intelligence_option,598,114,114,4,14,MasterMerch05,50,linked,因为我们避难所里的芯片坏掉了，急需一个替换。,
13,MasterMerch04,3996,intelligence_option,598,115,115,4,15,MasterMerch06,50,linked,只是有点好奇。,
13,MasterMerch04,4028,intelligence_option,598,116,116,4,16,MasterMerch07,50,linked,我说不好。,
14,MasterMerch05,4082,reply,598,117,117,,,,,linked,真的吗？也许你听说过，这片土地的净水供给都是我们在负责。只要你出得起价钱，我们也会照看避难所的。,
14,MasterMerch05,4114,intelligence_option,598,118,118,4,23,MasterMerch14,50,linked,多少钱？,
14,MasterMerch05,4146,intelligence_option,598,119,119,4,17,MasterMerch08,50,linked,我不确定是否该相信你。,
14,MasterMerch05,4178,intelligence_option,598,120,120,4,16,MasterMerch07,50,linked,别客气。,
15,MasterMerch06,4224,message,598,121,121,,,,50,linked,好吧，既然你这么说。,
16,MasterMerch07,4270,message,598,122,122,,,,50,linked,那么对不起了，我也没什么可帮你的。,
17,MasterMerch08,4310,reply,598,123,123,,,,,linked,信不过我？！？我在这行里的声誉远远超乎你的想象。你认为我们是什么？恐怖分子吗？,
17,MasterMerch08,4342,intelligence_option,598,124,124,4,23,MasterMerch14,50,linked,好的好的。咱们还是说说价钱吧。,
17,MasterMerch08,4374,intelligence_option,598,125,125,4,18,MasterMerch09,50,linked,很抱歉，我并不是那个意思。但我还是不能冒这个险。,
18,MasterMerch09,4420,message,598,126,126,,,,50,linked,好吧，如果你改变了想法就来找我。我可是很有兴趣的。,
19,MasterMerch10,4460,reply,598,127,127,,,,,linked,再一次问候你。,
19,MasterMerch10,4552,intelligence_option,598,128,128,4,13,MasterMerch04,50,linked,我需要一块净水芯片。,
19,MasterMerch10,4652,intelligence_option,598,129,129,4,21,MasterMerch12,50,linked,我仍在找净水芯片。,
19,MasterMerch10,4684,intelligence_option,598,130,130,4,20,MasterMerch11,50,linked,我需要一份工作。,
19,MasterMerch10,4716,intelligence_option,598,131,131,4,30,MasterMerchEnd,50,linked,再见。,
19,MasterMerch10,4750,intelligence_option,598,106,106,-3,12,MasterMerch03,50,linked,嘘嘘。,
20,MasterMerch11,4810,message,598,132,132,,,,50,linked,当然，很好。你被雇佣了。等等。你能做些什么？哦，护卫吗？太棒了，我们正需要你这种人。,
21,MasterMerch12,4850,reply,598,133,133,,,,,linked,我们以前去过那里。价格上没问题的话我们就可以出发了。,
21,MasterMerch12,4882,intelligence_option,598,134,134,4,22,MasterMerch13,50,linked,刚才你提到大墓地可能有一块净水芯片，他们为什么需要那个？,
21,MasterMerch12,4914,intelligence_option,598,135,135,4,23,MasterMerch14,50,linked,要多少钱？,
21,MasterMerch12,4946,intelligence_option,598,136,136,4,30,MasterMerchEnd,50,linked,不，还没有。,
22,MasterMerch13,4986,reply,598,137,137,,,,,linked,哦，那是我猜的。我们曾找他们谈过生意，但他们不需要。这年头除非有自己的净水系统，否则没人会拒绝纯净的水。所以我想他们一定有，不然早成人干了。那么说回来你需要我们的服务吗？,
22,MasterMerch13,5018,intelligence_option,598,138,138,4,23,MasterMerch14,50,linked,好的，多少钱？,
22,MasterMerch13,5050,intelligence_option,598,139,139,4,16,MasterMerch07,50,linked,不客气。,
23,MasterMerch14,5090,reply,598,140,140,,,,,linked,你也知道这段路很长而且也不太平。2000个瓶盖并不太贵，并且我相信你们的避难所里也会有我需要的东西。不管怎么说，凭我这里目前的储量让你们的避难所多维持100多天还是没问题的。,
24,MasterMerch15,5210,intelligence_option,598,141,141,4,25,MasterMerch16,50,linked,成交。,
24,MasterMerch15,5266,intelligence_option,598,142,142,4,26,MasterMerch17,50,linked,避难所会支付给你大部分费用的。我先给你1000个瓶盖好吗？,
24,MasterMerch15,5322,intelligence_option,598,143,143,4,27,MasterMerch18,50,linked,这段路确实不大好走，不过避难所有着丰富的储备可以满足你的需求。那么500个瓶盖怎么样？,
24,MasterMerch15,5354,intelligence_option,598,144,144,4,30,MasterMerchEnd,50,linked,我现在钱不够，一旦够数我马上回来。,
25,MasterMerch16,5422,message_lookup,598,145,145,,,,,linked,看起来你的钱不够，等有钱再来吧。记住，你需要,
25,MasterMerch16,5446,message_lookup,598,146,146,,,,,linked,个瓶盖。,
25,MasterMerch16,5456,message,598,,"add(add(message_str(598, 145), local_var(5)), message_str(598, 146))",,,,50,dynamic-number,,
25,MasterMerch16,5502,reply,598,147,147,,,,,linked,好的，我们今天就动身。不过你得明白，穿越荒漠的商队是非常显眼的。因此，将会有很多出于各种目的的人尾随而至。你最好考虑清楚。,
25,MasterMerch16,5534,intelligence_option,598,148,148,4,30,MasterMerchEnd,50,linked,我想那还是别去了。,
25,MasterMerch16,5566,intelligence_option,598,149,149,4,29,MasterMerch20,50,linked,当然，避难所需要净水。,
26,MasterMerch17,5668,message,598,150,150,,,,50,linked,这听起来相当公平。在这儿避难所的科技应该能买个好价钱。,
26,MasterMerch17,5714,reply,598,151,151,,,,,linked,很抱歉我这里不讲价。,
27,MasterMerch18,5840,message,598,152,152,,,,50,linked,这听起来相当公平。在这儿避难所的科技应该能买个好价钱。,
