procedure_index,procedure_name,instruction_offset,call,message_list_id,message_number,message_expression,intelligence,target_procedure_index,target_procedure_name,reaction,link_status,msg_text,msg_audio
2,look_at_p_proc,1436,message_lookup,923,101,101,,,,,linked,你看见迈克尔。,
2,look_at_p_proc,1460,message_lookup,923,100,100,,,,,linked,你看见一个热情的年轻人。,
3,description_p_proc,1528,message_lookup,923,101,101,,,,,linked,你看见迈克尔。,
3,description_p_proc,1552,message_lookup,923,100,100,,,,,linked,你看见一个热情的年轻人。,
4,talk_p_proc,1628,message_lookup,669,,"random(100, 105)",,,,,dynamic-number,,
4,talk_p_proc,1684,message_lookup,923,116,116,,,,,linked,你好。祝你旅途顺利。,
9,BYMike02,2538,reply,923,,fetch_global(1),,,,,dynamic-number,,
9,BYMike02,2588,option,923,105,105,,11,BYMike04,50,linked,你是谁？,
9,BYMike02,2614,option,923,104,104,,10,BYMike03,50,linked,你能告诉我一点有关晒骨场的事吗？,
9,BYMike02,2640,option,923,106,106,,12,BYMike05,50,linked,你们为什么住在这里？,
9,BYMike02,2666,option,923,107,107,,16,BYMikeEnd,50,linked,没什么，谢谢。,
13,BYMike06,2912,reply,923,111,111,,,,,linked,谢谢你帮我们在内城区消灭了管理者 。这是我们能拿得出来帮你的一点东西。,
13,BYMike06,2938,option,923,112,112,,15,BYMike08,50,linked,这不是问题。谢谢你的补给。,
13,BYMike06,2964,option,923,113,113,,14,BYMike07,50,linked,不客气，这些东西你们留着自己用吧。,
14,BYMike07,3010,message,923,115,115,,,,50,linked,【迈克尔递给你一些治疗针和一些钱。】,
15,BYMike08,3110,message,923,115,115,,,,50,linked,【迈克尔递给你一些治疗针和一些钱。】,
28,Goodbyes,4846,message_lookup,634,,"random(100, 105)",,,,,dynamic-number,,
