procedure_index,procedure_name,instruction_offset,call,message_list_id,message_number,message_expression,intelligence,target_procedure_index,target_procedure_name,reaction,link_status,msg_text,msg_audio
3,look_at_p_proc,4240,message_lookup,104,100,100,,,,,linked,你看到莫彼得医生。,
7,talk_p_proc,4844,message_lookup,104,232,232,,,,,linked,医生外出了。,
7,talk_p_proc,4894,message_lookup,669,101,101,,,,,different-message-list,,
10,Morbid00,6270,reply,104,101,101,,,,,linked,我是医生莫彼得，需要我帮忙吗？,
10,Morbid00,6302,intelligence_option,104,102,102,4,14,Morbid03,50,linked,是的，我需要一些帮助。,
10,Morbid00,6334,intelligence_option,104,103,103,5,14,Morbid03,50,linked,我想检查身体。,
10,Morbid00,6366,intelligence_option,104,104,104,4,13,Morbid02,50,linked,不，今天不要。,
10,Morbid00,6400,intelligence_option,104,105,105,-3,11,Morbid00a,51,linked,恩。,
10,Morbid00,6434,intelligence_option,104,106,106,-3,14,Morbid03,50,linked,呀。,
10,Morbid00,6508,intelligence_option,104,233,233,4,41,Morbid27,51,linked,我知道关于你和蜥蜴鲍伯的事，你这恶心的屠夫。,
12,Morbid01,6628,message,104,107,107,,,,50,linked,好了，很不错。有问题再回来。,
13,Morbid02,6668,reply,104,108,108,,,,,linked,很好，如果今天不要，也许以后会的。,
13,Morbid02,6700,intelligence_option,104,109,109,4,65,MorbidEnd,50,linked,希望不会，再见。,
13,Morbid02,6732,intelligence_option,104,110,110,4,71,DownReact,51,linked,检查身体是必须的，不见得现在就要查，但是谁也说不好什么时候就出问题。,
14,Morbid03,6778,message,104,111,111,,,,0,linked,恩，看看吧。,
15,Morbid04,6932,reply,104,112,112,,,,,linked,您看上去太健康啦，太完美啦！请付检查费10元。,
15,Morbid04,6964,intelligence_option,104,113,113,4,16,Morbid04a,51,linked,这叫什么检查？要我十个瓶盖？你也太黑了。,
15,Morbid04,6996,intelligence_option,104,114,114,4,20,Morbid07,50,linked,就这样吧，拿走你的钱。,
17,Morbid05,7134,reply,104,115,115,,,,,linked,我一点都不黑啊。尤其是当你受到外伤的时候，如果还不付钱，我就不得不用其他的形式来弥补我内心失衡，那样你会更痛苦的。,
17,Morbid05,7166,intelligence_option,104,116,116,4,20,Morbid07,50,linked,好吧，我给你钱。,
17,Morbid05,7198,intelligence_option,104,117,117,4,18,Morbid05a,51,linked,就不给！我这就走，你来咬我啊！,
19,Morbid06,7356,message,104,118,118,,,,50,linked,真是好言难劝该死的鬼！库戈尔，弗莱施。带我们的“患者”去诊室。,
20,Morbid07,7468,message,104,119,119,,,,50,linked,非常感谢你的支持！欢迎再来。,
21,Morbid08,7528,message,104,120,120,,,,50,linked,你这该死穷鬼。不过我有一个非常特别的方法处理我的债务人。弗莱施，库戈尔，把我们新找到的收入来源带到诊室处理。,
22,Morbid09,7580,message,104,121,121,,,,50,linked,好，你的检查结果：,
22,Morbid09,7594,message_lookup,104,122,122,,,,,linked,你是,
22,Morbid09,7654,message_lookup,104,178,178,,,,,linked,　非常健康，,
22,Morbid09,7732,message_lookup,104,179,179,,,,,linked,　受轻伤，,
22,Morbid09,7810,message_lookup,104,180,180,,,,,linked,　中度创伤，,
22,Morbid09,7888,message_lookup,104,181,181,,,,,linked,　严重受伤，,
22,Morbid09,7928,message_lookup,104,182,182,,,,,linked,　接近死亡，,
22,Morbid09,7968,message_lookup,104,,"random(183, 186)",,,,,dynamic-number,,
22,Morbid09,8020,message_lookup,104,,"random(187, 190)",,,,,dynamic-number,,
22,Morbid09,8118,message_lookup,104,191,191,,,,,linked,　你受到少量辐射。,
22,Morbid09,8182,message_lookup,104,192,192,,,,,linked,　你受到大量辐射。,
22,Morbid09,8246,message_lookup,104,193,193,,,,,linked,　你的身体已经吸收了超量辐射。,
22,Morbid09,8286,message_lookup,104,194,194,,,,,linked,  我从未在我的辐射检测器上见到如此可怕的数据。我认为你活不过二到三个星期了。,
22,Morbid09,8360,message_lookup,104,195,195,,,,,linked,  我已经尽力了。,
22,Morbid09,8636,message,104,,fetch_global(9),,,,50,dynamic-number,,
23,Morbid09a,8706,message_lookup,104,123,123,,,,,linked,费用一共是,
23,Morbid09a,8730,message_lookup,104,124,124,,,,,linked,个瓶盖，在治疗以前必须先付款。没有例外。你会支付吗？,
23,Morbid09a,8734,reply,104,,"add(add(message_str(104, 123), fetch_global(7)), message_str(104, 124))",,,,,dynamic-number,,
23,Morbid09a,8766,intelligence_option,104,125,125,4,26,Morbid12,50,linked,是的，我会付钱的。,
