normalized_path,candidate_count,content_identical,suggested_effective_source,decision_basis,candidates_json
art/intrface/about.frm,2,False,,manual_review_required,"[{""internal_path"":""ART/INTRFACE/ABOUT.FRM"",""resource_id"":""sha256:e49b319e3c97e52d30feb252f2b9624e82fba5d4cae16d6e0c59c80ae3ff6f67"",""sha256"":""98576C6FFE3D5E5A48142C3B0C0E57AC6BC1CCBDF9E39D46D4AE8228DE722092"",""size"":121034,""source_kind"":""dat1"",""source_name"":""MASTER.DAT""},{""internal_path"":""art/intrface/ABOUT.FRM"",""resource_id"":""sha256:4178c188283c56f0e0c27707f78df541d25ce5b9b778d45592c68bfcdf797af6"",""sha256"":""81C8643C71F3329B0AEDDFA8871E3169A24665B7CF1C78544764EE7585672CAD"",""size"":121034,""source_kind"":""loose"",""source_name"":""DATA""}]"
art/intrface/autodwn.frm,2,False,,manual_review_required,"[{""internal_path"":""ART/INTRFACE/AUTODWN.FRM"",""resource_id"":""sha256:a373cc73f3b4bee8fde99b9af10b93b107a78dbedbb2f225b64e437f3a99d845"",""sha256"":""32EE33826683BA01EAFF3A19B754AA527B4B9F2226AB59B0F2B40C6A6A8A379A"",""size"":3182,""source_kind"":""dat1"",""source_name"":""MASTER.DAT""},{""internal_path"":""art/intrface/AUTODWN.FRM"",""resource_id"":""sha256:de955f7634b3d0817aeae2f2232c7b9d56f7941703003c7a0c519d6c177b3b08"",""sha256"":""345B21315629C25DABD22CD9EB7CBD370A9A08372C511EF47FDA01BBA260EEE9"",""size"":3182,""source_kind"":""loose"",""source_name"":""DATA""}]"
art/intrface/automap.frm,2,False,,manual_review_required,"[{""internal_path"":""ART/INTRFACE/AUTOMAP.FRM"",""resource_id"":""sha256:7b258acf17d007a839956c03bea84a2c99504642b063f0c844ebe04095f59b49"",""sha256"":""7E15D1721B08B0638BFED0DF813161118F4A0977F9B9ED146806AA2557111514"",""size"":249194,""source_kind"":""dat1"",""source_name"":""MASTER.DAT""},{""internal_path"":""art/intrface/AUTOMAP.FRM"",""resource_id"":""sha256:2ca711b228faa50f85b433640bd57d98d5d7f280440bcc00d657515dd0a3dd89"",""sha256"":""A4A6FF5DE168AF4D235B860F2365F1ACC917DE7955F089CD4B27984FF00484FA"",""size"":249194,""source_kind"":""loose"",""source_name"":""DATA""}]"
art/intrface/autoup.frm,2,False,,manual_review_required,"[{""internal_path"":""ART/INTRFACE/AUTOUP.FRM"",""resource_id"":""sha256:e05b38cd02c1c618d7f6dc29257f302d7b5b638da233629e825c9a8b4360dd36"",""sha256"":""F79BF4D12C56CEBF929F3C66D2B69C5AC9A36B3BBEF2FDA1155F7ACC11FDB747"",""size"":3182,""source_kind"":""dat1"",""source_name"":""MASTER.DAT""},{""internal_path"":""art/intrface/AUTOUP.FRM"",""resource_id"":""sha256:7cd00fd0a34dc32ab018745fb2e5060a3d78cba44221ab4bb78455b0aefd22a7"",""sha256"":""AEAADBE83363029100309ACF5C95B4F3C159B44B1D5DED7E0FE10A4BE2CE087F"",""size"":3182,""source_kind"":""loose"",""source_name"":""DATA""}]"
art/intrface/barter.frm,2,False,,manual_review_required,"[{""internal_path"":""ART/INTRFACE/BARTER.FRM"",""resource_id"":""sha256:6d93ec1f1b77cdb58c5f9f0cef2291be92bb87f6877c48623a6d19ef21506409"",""sha256"":""22B82012DA543BF486740A12A2877C2BBB72A9D280C3FB5573DC2C2C27CD406A"",""size"":122314,""source_kind"":""dat1"",""source_name"":""MASTER.DAT""},{""internal_path"":""art/intrface/BARTER.FRM"",""resource_id"":""sha256:fd4fbb3db296efc72b03d8f9750f7f6e850205adbc55685c88f68553a572a97b"",""sha256"":""E420CE6CB63C8208B910CE67575D65FE86D9B0E4A1D5A69A21DE8A18D8A08144"",""size"":122314,""source_kind"":""loose"",""source_name"":""DATA""}]"
art/intrface/burst.frm,2,False,,manual_review_required,"[{""internal_path"":""ART/INTRFACE/BURST.FRM"",""resource_id"":""sha256:f39b3f35e4c03af4a5ea8b75c3cd1ccb9e245269e53a09d1c5d797adbc3a5a57"",""sha256"":""8EB2D0253A13CD7B4DAABF550072D99F2E1B77F013F36B10AEBD27DEE3913C28"",""size"":613,""source_kind"":""dat1"",""source_name"":""MASTER.DAT""},{""internal_path"":""art/intrface/BURST.FRM"",""resource_id"":""sha256:ad578609a645af59f68423676e752b602bee6f425c8b30e12b88382a6ba1f0a1"",""sha256"":""8F6E9BAA0F646BEC0F126F56143CD20C67AA5E340E9DC1B201D31ABACECF8C9C"",""size"":644,""source_kind"":""loose"",""source_name"":""DATA""}]"
art/intrface/called.frm,2,False,,manual_review_required,"[{""internal_path"":""ART/INTRFACE/CALLED.FRM"",""resource_id"":""sha256:b23b31b5de721c7e1175a552338586424d5456618fe3592e1930c364155087b0"",""sha256"":""0EEECC2E9640C84C5F834B05CCE2B0FA39C536EE654F57D10A398F64941BB094"",""size"":131090,""source_kind"":""dat1"",""source_name"":""MASTER.DAT""},{""internal_path"":""art/intrface/CALLED.FRM"",""resource_id"":""sha256:d43c17e184c9a81921a6f23037cc9eb24ae4c6bd6cf481ffb15b135b51e90022"",""sha256"":""1DC069A0EEC779A4D2EEF9F332677762BC9AE070BED809837B0C420E2FD6022A"",""size"":131090,""source_kind"":""loose"",""source_name"":""DATA""}]"
art/intrface/di_done1.frm,2,False,,manual_review_required,"[{""internal_path"":""ART/INTRFACE/DI_DONE1.FRM"",""resource_id"":""sha256:ca60c05c20d4ac3aa39468523772e9077ee979d648050e64eec53f6c8ae2cd94"",""sha256"":""FDCF4EF0D4007B3DEBF7AA096750C83DDBC2D8429EB026A5EF1F42B7F6A09E74"",""size"":3846,""source_kind"":""dat1"",""source_name"":""MASTER.DAT""},{""internal_path"":""art/intrface/DI_DONE1.FRM"",""resource_id"":""sha256:5cad379a0667571397c3bbcc57941669048f7173c1ebdc8eae5799dd9b587c1f"",""sha256"":""88FD9DD1A610CC4B9AA3CABB0F16E1B3FF3F3193E4BFA8DF63C57406249172BF"",""size"":3846,""source_kind"":""loose"",""source_name"":""DATA""}]"
art/intrface/di_done2.frm,2,False,,manual_review_required,"[{""internal_path"":""ART/INTRFACE/DI_DONE2.FRM"",""resource_id"":""sha256:34be6f63a68ea59b91ef8978121030a75f1072a19d44d9a39cedc7161153e31d"",""sha256"":""FF6219EF599395A3FB9217B6804F06BD52F9E9CBE5EDB2F6131D65EE8B6E1DB5"",""size"":3846,""source_kind"":""dat1"",""source_name"":""MASTER.DAT""},{""internal_path"":""art/intrface/DI_DONE2.FRM"",""resource_id"":""sha256:1dd1e29b9506e5aceddf6a7dff2113d848ba33ad14534de54e3f68f5ef99fdbc"",""sha256"":""75C042A7058DBF5DB60B228A350D46D2765A993804F749D63C8BA6A991BE7AED"",""size"":3846,""source_kind"":""loose"",""source_name"":""DATA""}]"
art/intrface/di_talk.frm,2,False,,manual_review_required,"[{""internal_path"":""ART/INTRFACE/DI_TALK.FRM"",""resource_id"":""sha256:416fcddb053a4fcc7264f96b2cff51db470d5fd9e7f58019375286bc170a9ae3"",""sha256"":""2414BB0AB92EDE573E37D31303EC639C47567D852B4DB6FA5F62543FDF7316BC"",""size"":121674,""source_kind"":""dat1"",""source_name"":""MASTER.DAT""},{""internal_path"":""art/intrface/DI_TALK.FRM"",""resource_id"":""sha256:a9e6ff01359363b2097d12003b97c52394c53206c5f6afed21864a4b1ec9614f"",""sha256"":""E046A9500FFC48EB0676B6E120075088D54FED77C5097284588F484DF82C0C73"",""size"":121674,""source_kind"":""loose"",""source_name"":""DATA""}]"
art/intrface/endanim.frm,2,False,,manual_review_required,"[{""internal_path"":""ART/INTRFACE/ENDANIM.FRM"",""resource_id"":""sha256:94edb07a6b9b1268e1316869296edd2bc41e647bf7bc4b51018afe60ec43ca66"",""sha256"":""C8D15D5D23D65867225D7C24E5B6506954E6AD94357549C389C0AA9D114E56B9"",""size"":16652,""source_kind"":""dat1"",""source_name"":""MASTER.DAT""},{""internal_path"":""art/intrface/ENDANIM.FRM"",""resource_id"":""sha256:4c34bca8d744531e8634ae3dd59845e0256cd6dc468e3855543edd9c4102dab7"",""sha256"":""AFC77D376536C313FDFF1F3F47AD9FB35027DA661A67F702D7A6F59818C51B79"",""size"":16652,""source_kind"":""loose"",""source_name"":""DATA""}]"
art/intrface/endcmbtd.frm,2,False,,manual_review_required,"[{""internal_path"":""ART/INTRFACE/ENDCMBTD.FRM"",""resource_id"":""sha256:e2835a65dbc8d7d16b2fb58bbc74843eb32b46199522adbcd46872806f16ce4d"",""sha256"":""00FF52D5112B3A3FE941F5F9154E01BE9EE017D053C08CE236C38C646D320124"",""size"":910,""source_kind"":""dat1"",""source_name"":""MASTER.DAT""},{""internal_path"":""art/intrface/ENDCMBTD.FRM"",""resource_id"":""sha256:1393d01611b3569fa283fc72e914c4d4b417abd93598817c62c5a32c34af8e62"",""sha256"":""96FF00D85D8F4B626289390BDEED708905D58443D4728D577139BFE694C6BD11"",""size"":910,""source_kind"":""loose"",""source_name"":""DATA""}]"
art/intrface/endcmbtu.frm,2,False,,manual_review_required,"[{""internal_path"":""ART/INTRFACE/ENDCMBTU.FRM"",""resource_id"":""sha256:d54e12b71ebcc32a896a5b6295bcc1fcfa7daaf412c5450273dbf256edf12fd8"",""sha256"":""3105D15DE39E1B92265CB47CB24101A778157713C6600980ACBF44EBECC7033F"",""size"":910,""source_kind"":""dat1"",""source_name"":""MASTER.DAT""},{""internal_path"":""art/intrface/ENDCMBTU.FRM"",""resource_id"":""sha256:3564e65d59358a9440d96d5f3a8cda6208ad55fcf35ab24f2031fc85a2fcabfa"",""sha256"":""4E8ADC8E8DC2F4896197D0D20F1688405BEF87BAE2AA6B00C40D76E16C3D1EBC"",""size"":910,""source_kind"":""loose"",""source_name"":""DATA""}]"
art/intrface/endturnd.frm,2,False,,manual_review_required,"[{""internal_path"":""ART/INTRFACE/ENDTURND.FRM"",""resource_id"":""sha256:21daf50337098258b5bb640e15dcebcfbf41e96306b68a6afa5d3cc409d2ad30"",""sha256"":""3AD8D178155D652EB9D6CFFF86287B92CBB9B96883B34BC58DC794258A808C6C"",""size"":910,""source_kind"":""dat1"",""source_name"":""MASTER.DAT""},{""internal_path"":""art/intrface/ENDTURND.FRM"",""resource_id"":""sha256:5cca92a1db7c7402b4973c03ac920b825dcc884857f8b561656fed6bf922aeac"",""sha256"":""6B499607C7D0B6003CC377717B93C2D1B53C508BCA10D4269E4B12727B55B6FC"",""size"":910,""source_kind"":""loose"",""source_name"":""DATA""}]"
art/intrface/endturnu.frm,2,False,,manual_review_required,"[{""internal_path"":""ART/INTRFACE/ENDTURNU.FRM"",""resource_id"":""sha256:b6dc80e7c0fc26cef9b55c30d8ae0fd5aef6c9b35fedc9a59495ccd98a89a267"",""sha256"":""937868595A2D71142365A7CED76644EC4261381EF72430948512140C5F4D28CD"",""size"":910,""source_kind"":""dat1"",""source_name"":""MASTER.DAT""},{""internal_path"":""art/intrface/ENDTURNU.FRM"",""resource_id"":""sha256:9c1ce7be515325efe816748048eb79cc81a298560e3ba8fdd3e34dedf1aff24d"",""sha256"":""6EEC904845748B1300706AFFAB21732AB24E78F36485BDDB6B57D3A4FFF6CC67"",""size"":910,""source_kind"":""loose"",""source_name"":""DATA""}]"
art/intrface/helpscrn.frm,2,False,,manual_review_required,"[{""internal_path"":""ART/INTRFACE/HELPSCRN.FRM"",""resource_id"":""sha256:7b5774a6f7d3b78d02bd15a5f228e2d2e60abfdf106f27cb5b2a4d514487df6e"",""sha256"":""48A9A530F31AB2414995C3810D63CA2DD63F30B31C93C02C3890CF6E5EC84522"",""size"":307274,""source_kind"":""dat1"",""source_name"":""MASTER.DAT""},{""internal_path"":""art/intrface/HELPSCRN.FRM"",""resource_id"":""sha256:7547990a4a9dab538c7217db9f36a99d26515ce9e4bc599b8aa92ac9f826d161"",""sha256"":""8841BD4BE098ECCAD00BA3781F2F41F98DB14803C3F75E224E13410267CEBFF7"",""size"":307274,""source_kind"":""loose"",""source_name"":""DATA""}]"
art/intrface/invbox.frm,2,False,,manual_review_required,"[{""internal_path"":""ART/INTRFACE/INVBOX.FRM"",""resource_id"":""sha256:337de49c2a82c8705c0dd78f126658c4c8ed96d19ce6ce76b89f0ffb1ab7e9ac"",""sha256"":""AE347B83F24D00FBF5806F80A9084855D6AE275F31388CFABEE90B700903A657"",""size"":188197,""source_kind"":""dat1"",""source_name"":""MASTER.DAT""},{""internal_path"":""art/intrface/INVBOX.FRM"",""resource_id"":""sha256:cf9b0bab535e1440e37385fa3e5be4e9c00fe1815fef83fdd571ba0f882ee78d"",""sha256"":""6A82F06271E19E02FF1B661C9E4031ACE0D264AFD0474051CDADA33F781403CB"",""size"":188197,""source_kind"":""loose"",""source_name"":""DATA""}]"
art/intrface/loot.frm,2,False,,manual_review_required,"[{""internal_path"":""ART/INTRFACE/LOOT.FRM"",""resource_id"":""sha256:906c478a1edf918e4d2e2d6ad53cd5eaa6f8ce7452e1b756d93fc4c69bf9e1f7"",""sha256"":""BA1CB510C120F633A85E8CD1CFD0117A1C156238FDD52B1FED2630D90D35CFD8"",""size"":201986,""source_kind"":""dat1"",""source_name"":""MASTER.DAT""},{""internal_path"":""art/intrface/LOOT.FRM"",""resource_id"":""sha256:e5c6f16eaff45a370adc1a1f5b6c339752338270e6ac209159c864fe3eb9eecd"",""sha256"":""77C49F693CF8606A53BB4655CD8FD0256CDBB50DEFB4CDFD34BCCD944419AC9A"",""size"":201986,""source_kind"":""loose"",""source_name"":""DATA""}]"
art/intrface/lsgbox.frm,2,True,,manual_review_required,"[{""internal_path"":""ART/INTRFACE/LSGBOX.FRM"",""resource_id"":""sha256:8a05364532db8c1143d815d66a63a0ffd0240c84f38143b3234c0c4da306a234"",""sha256"":""2CBDFF88C4194194EDE028C3A4C01382BF938B35AC2D97421AB8A09D967D942D"",""size"":24724,""source_kind"":""dat1"",""source_name"":""MASTER.DAT""},{""internal_path"":""art/intrface/LSGBOX.frm"",""resource_id"":""sha256:bfb5e4da4d12698a0e7f68bb1115a118895b4163cfeaeb9e05d3d7fb317aa5c8"",""sha256"":""2CBDFF88C4194194EDE028C3A4C01382BF938B35AC2D97421AB8A09D967D942D"",""size"":24724,""source_kind"":""loose"",""source_name"":""DATA""}]"
art/intrface/mainmenu.frm,2,False,,manual_review_required,"[{""internal_path"":""ART/INTRFACE/MAINMENU.FRM"",""resource_id"":""sha256:9ff125c986ac19c850067278dafb5460d47f74476f9edb8d7da039a02d4b0fa3"",""sha256"":""5D86C5E838547356825C8F22B0C11AF6D2DE543E407F2BC89966A3F3325D73B5"",""size"":307274,""source_kind"":""dat1"",""source_name"":""MASTER.DAT""},{""internal_path"":""art/intrface/MAINMENU.FRM"",""resource_id"":""sha256:315babc8690593c53c78a6b23c5c8d4fd1ce258f7d293a23c0dd58ded0115bcf"",""sha256"":""43C83C0E2AE6609FFAD88DDDD28FFC7074EDCB5D8882231FFCA981C1ACDB6BE9"",""size"":307274,""source_kind"":""loose"",""source_name"":""DATA""}]"
art/intrface/months.frm,2,False,,manual_review_required,"[{""internal_path"":""ART/INTRFACE/MONTHS.FRM"",""resource_id"":""sha256:1fe9798595ecea2459f2113106cdb2aa66279a381f72f6e23ffe59b18a33095d"",""sha256"":""5745A335F0C11C4E8A786774F51939F976406006E5687AB99BFBC08B07C03191"",""size"":5265,""source_kind"":""dat1"",""source_name"":""MASTER.DAT""},{""internal_path"":""art/intrface/MONTHS.FRM"",""resource_id"":""sha256:5d035badf46bbd6ecbdf78a3d33d9dc3b20b46d0d9c90ef99257a00b818aa47f"",""sha256"":""8457BD970D0E2B122E3BE3A971AC788799B9C1850A4231A601626C495B889E72"",""size"":5265,""source_kind"":""loose"",""source_name"":""DATA""}]"
art/intrface/movemult.frm,2,False,,manual_review_required,"[{""internal_path"":""ART/INTRFACE/MOVEMULT.FRM"",""resource_id"":""sha256:d231117fb2cf438683d63b93c78186ef6fa23569bc7487d371d9b6eeeeef1a18"",""sha256"":""B8C0948D7C2CE05D78B46D0934B7457DC18E194EA9594F8FE4052814580C320E"",""size"":42032,""source_kind"":""dat1"",""source_name"":""MASTER.DAT""},{""internal_path"":""art/intrface/MOVEMULT.FRM"",""resource_id"":""sha256:6754978e411fc764ff783b51a653e1b5f7261de963176a6576f5b892f72edff0"",""sha256"":""F64704A0B2DF88D8F6D91691D49C609B9AD4B582EA91CF80241753801C94A50C"",""size"":42032,""source_kind"":""loose"",""source_name"":""DATA""}]"
art/intrface/pickchar.frm,2,False,,manual_review_required,"[{""internal_path"":""ART/INTRFACE/PICKCHAR.FRM"",""resource_id"":""sha256:bd9635b72ec3b85d239a5881fbc6f413ef5b964a7103f4052324ae7805918bfd"",""sha256"":""D6C10612A915C4D55F0E72C961341339FFA0D56BC03D87E2E156379946CD80DD"",""size"":307274,""source_kind"":""dat1"",""source_name"":""MASTER.DAT""},{""internal_path"":""art/intrface/PICKCHAR.FRM"",""resource_id"":""sha256:51c2c7b82ffd5d53d217a4cf442e3bdff8e5cfe5570e5ad48e5d45531839a557"",""sha256"":""00B25BEE2F16AA1F17C6C091E63CE2066FD522F171C7BF85C394A9BA42E66205"",""size"":307274,""source_kind"":""loose"",""source_name"":""DATA""}]"
art/intrface/pip.frm,2,False,,manual_review_required,"[{""internal_path"":""ART/INTRFACE/PIP.FRM"",""resource_id"":""sha256:e60201b30e2c960c8b427ff32822681d4b3feae7dceda3636e200b22f6485920"",""sha256"":""332BA72B181F854D529B38E7E76FD9414AD9E9CB317DBB859176B2C3CDFCA006"",""size"":307274,""source_kind"":""dat1"",""source_name"":""MASTER.DAT""},{""internal_path"":""art/intrface/PIP.FRM"",""resource_id"":""sha256:367e22bc8da368d0f9cf48ecb77e1415156b01e2a8363c62b4edb60258447b3e"",""sha256"":""4785441681556BEA821D4A28BE18F940F6B888E98C1209A34EFD7204FD1D86AF"",""size"":307274,""source_kind"":""loose"",""source_name"":""DATA""}]"
art/intrface/pip2.frm,2,False,,manual_review_required,"[{""internal_path"":""ART/INTRFACE/PIP2.FRM"",""resource_id"":""sha256:b16657381406b1fc87bb339128835735c8abbfd7481eb2b64d12439948e476b5"",""sha256"":""B3E06034B6A23C6467E88F483012E15223654B0D49D30965C1DCA9A903CDEE7C"",""size"":33670,""source_kind"":""dat1"",""source_name"":""MASTER.DAT""},{""internal_path"":""art/intrface/PIP2.frm"",""resource_id"":""sha256:820b27df9be9fbedf3813ea6c370b9e663b2c2f802b9bfbae2fe17f11815f986"",""sha256"":""A8C0166F137E822278B6636B646F7F4E4E1167EA4160CA9137BD903A787BC1D1"",""size"":33670,""source_kind"":""loose"",""source_name"":""DATA""}]"
art/intrface/punch.frm,2,False,,manual_review_required,"[{""internal_path"":""ART/INTRFACE/PUNCH.FRM"",""resource_id"":""sha256:6142cf07d85b74fd3a32ffc38e186300ee12a6dc5c35831a6c8b1290bdc2323f"",""sha256"":""A90F644EDF1D7DF3E8120E5F9A5611E8A08A977AA93C33B2B23DF7A5053B12BD"",""size"":668,""source_kind"":""dat1"",""source_name"":""MASTER.DAT""},{""internal_path"":""art/intrface/PUNCH.FRM"",""resource_id"":""sha256:d625485b14392183937f4275d519ffde1099737cbfb38673e82d6d627dea2608"",""sha256"":""8C08D8E8B5E0D40E32A810F0FD4C699F4D001ACE9BBDB91793E7075F1357A3AB"",""size"":644,""source_kind"":""loose"",""source_name"":""DATA""}]"
art/intrface/reload.frm,2,False,,manual_review_required,"[{""internal_path"":""ART/INTRFACE/RELOAD.FRM"",""resource_id"":""sha256:614c607fe60cd9501cb3d0d9aa41b6080022bbe01ddd2e8352137db502365656"",""sha256"":""21606AA132AD25E8A142E1729037FB238F603B4D9FB7B47E2D149C9A5C606FD4"",""size"":657,""source_kind"":""dat1"",""source_name"":""MASTER.DAT""},{""internal_path"":""art/intrface/RELOAD.FRM"",""resource_id"":""sha256:5877dc82a2ed9ccf8a7a3f94e53da47065ad658e6e5578e32c36626a9207e565"",""sha256"":""A0F1E67A7ED384165971FC3E19A9B76F18EEA74B9FCBF426865F95F6B6F4B49F"",""size"":644,""source_kind"":""loose"",""source_name"":""DATA""}]"
