path,inventory_quantity,file_offset,elevation_group,object_id,tile,tile_x,tile_y,rotation,pid,pid_hex,prototype_type,prototype_subtype,prototype_filename,script_id,script_filename,inventory_length
0,,82344,0,2413,8898,98,44,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
1,,82432,0,2411,9096,96,45,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
2,,82520,0,2415,9097,97,45,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
3,,82608,0,2519,9099,99,45,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
4,,82696,0,2407,9294,94,46,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
5,,82784,0,2409,9295,95,46,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
6,,82872,0,2517,9299,99,46,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
7,,82960,0,2515,9300,100,46,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
8,,83048,0,2403,9492,92,47,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
9,,83136,0,2405,9493,93,47,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
10,,83224,0,2513,9500,100,47,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
11,,83312,0,2399,9690,90,48,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
12,,83400,0,2401,9691,91,48,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
13,,83488,0,2511,9701,101,48,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
14,,83576,0,2395,9888,88,49,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
15,,83664,0,2397,9889,89,49,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
16,,83752,0,2509,9901,101,49,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
17,,83840,0,2507,9902,102,49,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
18,,83928,0,2391,10086,86,50,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
19,,84016,0,2393,10087,87,50,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
20,,84104,0,25,10094,94,50,0,50332270,0x0300026E,wall,,00000622.pro,-1,,0
21,,84192,0,2505,10102,102,50,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
22,,84280,0,2387,10284,84,51,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
23,,84368,0,2389,10285,85,51,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
24,,84456,0,26,10294,94,51,0,50332282,0x0300027A,wall,,00000634.pro,-1,,0
25,,84544,0,2503,10303,103,51,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
26,,84632,0,2383,10482,82,52,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
27,,84720,0,2385,10483,83,52,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
28,,84808,0,27,10494,94,52,0,50332243,0x03000253,wall,,00000595.pro,-1,,0
29,,84896,0,28,10499,99,52,0,33554534,0x02000066,scenery,generic,00000103.pro,-1,,0
30,,84984,0,2501,10503,103,52,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
31,,85072,0,2499,10504,104,52,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
32,,85160,0,2379,10680,80,53,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
33,,85248,0,2381,10681,81,53,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
34,,85336,0,29,10692,92,53,0,50332272,0x03000270,wall,,00000624.pro,-1,,0
35,,85424,0,30,10693,93,53,0,50332174,0x0300020E,wall,,00000526.pro,-1,,0
36,,85512,0,31,10694,94,53,0,50332256,0x03000260,wall,,00000608.pro,-1,,0
37,,85600,0,32,10695,95,53,0,50332173,0x0300020D,wall,,00000525.pro,-1,,0
38,,85688,0,33,10696,96,53,0,50332167,0x03000207,wall,,00000519.pro,-1,,0
39,,85776,0,34,10696,96,53,0,33555291,0x0200035B,scenery,generic,00000860.pro,-1,,0
40,,85864,0,35,10697,97,53,0,50332173,0x0300020D,wall,,00000525.pro,-1,,0
41,,85952,0,36,10698,98,53,0,50332271,0x0300026F,wall,,00000623.pro,-1,,0
42,,86040,0,2497,10704,104,53,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
43,,86128,0,2375,10878,78,54,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
44,,86216,0,2377,10879,79,54,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
45,,86304,0,37,10893,93,54,0,50332270,0x0300026E,wall,,00000622.pro,-1,,0
46,,86392,0,38,10895,95,54,0,50332270,0x0300026E,wall,,00000622.pro,-1,,0
47,,86480,0,39,10897,97,54,0,50332270,0x0300026E,wall,,00000622.pro,-1,,0
48,,86568,0,40,10898,98,54,0,33554499,0x02000043,scenery,generic,00000068.pro,-1,,0
49,,86656,0,2495,10905,105,54,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
50,,86744,0,41,11074,74,55,0,33554727,0x02000127,scenery,generic,00000296.pro,-1,,0
51,,86832,0,2371,11076,76,55,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
52,,86920,0,2373,11077,77,55,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
53,,87008,0,42,11094,94,55,0,33554726,0x02000126,scenery,generic,00000295.pro,-1,,0
54,,87096,0,43,11096,96,55,0,33554499,0x02000043,scenery,generic,00000068.pro,-1,,0
55,,87184,0,44,11097,97,55,0,33554654,0x020000DE,scenery,generic,00000223.pro,-1,,0
56,,87272,0,45,11098,98,55,0,33554499,0x02000043,scenery,generic,00000068.pro,-1,,0
57,,87360,0,2493,11105,105,55,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
58,,87448,0,2491,11106,106,55,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
59,,87536,0,2365,11274,74,56,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
60,,87624,0,2367,11275,75,56,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
61,,87712,0,46,11297,97,56,0,33554499,0x02000043,scenery,generic,00000068.pro,-1,,0
62,,87800,0,2489,11306,106,56,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
63,,87888,0,2361,11472,72,57,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
64,,87976,0,2363,11473,73,57,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
65,,88064,0,2487,11507,107,57,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
66,,88152,0,2323,11670,70,58,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
67,,88240,0,2359,11671,71,58,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
68,,88328,0,47,11694,94,58,0,33554573,0x0200008D,scenery,generic,00000142.pro,-1,,0
69,,88416,0,48,11696,96,58,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
70,,88504,0,2485,11707,107,58,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
71,,88592,0,2483,11708,108,58,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
72,,88680,0,2319,11868,68,59,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
73,,88768,0,2321,11869,69,59,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
74,,88856,0,49,11885,85,59,0,33554537,0x02000069,scenery,generic,00000106.pro,-1,,0
75,,88944,0,50,11894,94,59,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
76,,89032,0,51,11895,95,59,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
77,,89120,0,52,11896,96,59,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
78,,89208,0,2481,11908,108,59,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
79,,89296,0,2315,12066,66,60,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
80,,89384,0,2317,12067,67,60,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
81,,89472,0,55,12085,85,60,0,33554558,0x0200007E,scenery,generic,00000127.pro,-1,,0
82,,89560,0,56,12085,85,60,0,33554534,0x02000066,scenery,generic,00000103.pro,-1,,0
83,,89648,0,57,12092,92,60,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
84,,89736,0,58,12093,93,60,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
85,,89824,0,59,12094,94,60,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
86,,89912,0,60,12095,95,60,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
87,,90000,0,62,12097,97,60,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
88,,90088,0,2479,12109,109,60,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
89,,90176,0,2311,12264,64,61,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
90,,90264,0,2313,12265,65,61,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
91,,90352,0,67,12290,90,61,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
92,,90440,0,68,12291,91,61,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
93,,90528,0,69,12292,92,61,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
94,,90616,0,70,12293,93,61,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
95,,90704,0,74,12297,97,61,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
96,,90792,0,76,12298,98,61,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
97,,90880,0,2477,12309,109,61,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
98,,90968,0,2475,12310,110,61,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
99,,91056,0,2307,12462,62,62,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
100,,91144,0,2309,12463,63,62,0,33554776,0x02000158,scenery,generic,00000345.pro,-1,,0
