index,chunk_index,file_offset,payload_offset,payload_size,opcode,opcode_name,version
0,0,30,34,6,0x0A,init_video_mode,0
1,0,40,44,8,0x05,init_video_buffers,2
2,0,52,56,766,0x0C,set_palette,0
3,0,822,826,4,0x15,documented_unknown_15,0
4,0,830,834,0,0x01,end_of_chunk,0
5,1,838,842,6,0x02,create_timer,0
6,1,848,852,1080,0x0F,set_decoding_map,0
7,1,1932,1936,44422,0x11,video_data_11,3
8,1,46358,46362,132,0x13,documented_unknown_13,0
9,1,46494,46498,0,0x04,start_stop_audio,0
10,1,46498,46502,6,0x07,send_buffer,1
11,1,46508,46512,0,0x01,end_of_chunk,0
12,2,46516,46520,1080,0x0F,set_decoding_map,0
13,2,47600,47604,14022,0x11,video_data_11,3
14,2,61626,61630,132,0x13,documented_unknown_13,0
15,2,61762,61766,0,0x04,start_stop_audio,0
16,2,61766,61770,6,0x07,send_buffer,1
17,2,61776,61780,0,0x01,end_of_chunk,0
18,3,61784,61788,1080,0x0F,set_decoding_map,0
19,3,62868,62872,14050,0x11,video_data_11,3
20,3,76922,76926,132,0x13,documented_unknown_13,0
21,3,77058,77062,0,0x04,start_stop_audio,0
22,3,77062,77066,6,0x07,send_buffer,1
23,3,77072,77076,0,0x01,end_of_chunk,0
24,4,77080,77084,1080,0x0F,set_decoding_map,0
25,4,78164,78168,14030,0x11,video_data_11,3
26,4,92198,92202,132,0x13,documented_unknown_13,0
27,4,92334,92338,0,0x04,start_stop_audio,0
28,4,92338,92342,6,0x07,send_buffer,1
29,4,92348,92352,0,0x01,end_of_chunk,0
30,5,92356,92360,1080,0x0F,set_decoding_map,0
31,5,93440,93444,14084,0x11,video_data_11,3
32,5,107528,107532,132,0x13,documented_unknown_13,0
33,5,107664,107668,0,0x04,start_stop_audio,0
34,5,107668,107672,6,0x07,send_buffer,1
35,5,107678,107682,0,0x01,end_of_chunk,0
36,6,107686,107690,1080,0x0F,set_decoding_map,0
37,6,108770,108774,14046,0x11,video_data_11,3
38,6,122820,122824,132,0x13,documented_unknown_13,0
39,6,122956,122960,0,0x04,start_stop_audio,0
40,6,122960,122964,6,0x07,send_buffer,1
41,6,122970,122974,0,0x01,end_of_chunk,0
42,7,122978,122982,1080,0x0F,set_decoding_map,0
43,7,124062,124066,14038,0x11,video_data_11,3
44,7,138104,138108,132,0x13,documented_unknown_13,0
45,7,138240,138244,0,0x04,start_stop_audio,0
46,7,138244,138248,6,0x07,send_buffer,1
47,7,138254,138258,0,0x01,end_of_chunk,0
48,8,138262,138266,1080,0x0F,set_decoding_map,0
49,8,139346,139350,14024,0x11,video_data_11,3
50,8,153374,153378,132,0x13,documented_unknown_13,0
51,8,153510,153514,0,0x04,start_stop_audio,0
52,8,153514,153518,6,0x07,send_buffer,1
53,8,153524,153528,0,0x01,end_of_chunk,0
54,9,153532,153536,1080,0x0F,set_decoding_map,0
55,9,154616,154620,9038,0x11,video_data_11,3
56,9,163658,163662,132,0x13,documented_unknown_13,0
57,9,163794,163798,0,0x04,start_stop_audio,0
58,9,163798,163802,6,0x07,send_buffer,1
59,9,163808,163812,0,0x01,end_of_chunk,0
60,10,163816,163820,1080,0x0F,set_decoding_map,0
61,10,164900,164904,14,0x11,video_data_11,3
62,10,164918,164922,132,0x13,documented_unknown_13,0
63,10,165054,165058,0,0x04,start_stop_audio,0
64,10,165058,165062,6,0x07,send_buffer,1
65,10,165068,165072,0,0x01,end_of_chunk,0
66,11,165076,165080,1080,0x0F,set_decoding_map,0
67,11,166160,166164,14,0x11,video_data_11,3
68,11,166178,166182,132,0x13,documented_unknown_13,0
69,11,166314,166318,0,0x04,start_stop_audio,0
70,11,166318,166322,6,0x07,send_buffer,1
71,11,166328,166332,0,0x01,end_of_chunk,0
72,12,166336,166340,1080,0x0F,set_decoding_map,0
73,12,167420,167424,14,0x11,video_data_11,3
74,12,167438,167442,132,0x13,documented_unknown_13,0
75,12,167574,167578,0,0x04,start_stop_audio,0
76,12,167578,167582,6,0x07,send_buffer,1
77,12,167588,167592,0,0x01,end_of_chunk,0
78,13,167596,167600,1080,0x0F,set_decoding_map,0
79,13,168680,168684,14,0x11,video_data_11,3
80,13,168698,168702,132,0x13,documented_unknown_13,0
81,13,168834,168838,0,0x04,start_stop_audio,0
82,13,168838,168842,6,0x07,send_buffer,1
83,13,168848,168852,0,0x01,end_of_chunk,0
84,14,168856,168860,1080,0x0F,set_decoding_map,0
85,14,169940,169944,14,0x11,video_data_11,3
86,14,169958,169962,132,0x13,documented_unknown_13,0
87,14,170094,170098,0,0x04,start_stop_audio,0
88,14,170098,170102,6,0x07,send_buffer,1
89,14,170108,170112,0,0x01,end_of_chunk,0
90,15,170116,170120,1080,0x0F,set_decoding_map,0
91,15,171200,171204,14,0x11,video_data_11,3
92,15,171218,171222,132,0x13,documented_unknown_13,0
93,15,171354,171358,0,0x04,start_stop_audio,0
94,15,171358,171362,6,0x07,send_buffer,1
95,15,171368,171372,0,0x01,end_of_chunk,0
96,16,171376,171380,1080,0x0F,set_decoding_map,0
97,16,172460,172464,14070,0x11,video_data_11,3
98,16,186534,186538,132,0x13,documented_unknown_13,0
99,16,186670,186674,0,0x04,start_stop_audio,0
100,16,186674,186678,6,0x07,send_buffer,1
101,16,186684,186688,0,0x01,end_of_chunk,0
102,17,186692,186696,1080,0x0F,set_decoding_map,0
103,17,187776,187780,14022,0x11,video_data_11,3
104,17,201802,201806,132,0x13,documented_unknown_13,0
105,17,201938,201942,0,0x04,start_stop_audio,0
106,17,201942,201946,6,0x07,send_buffer,1
107,17,201952,201956,0,0x01,end_of_chunk,0
108,18,201960,201964,1080,0x0F,set_decoding_map,0
109,18,203044,203048,14024,0x11,video_data_11,3
110,18,217072,217076,132,0x13,documented_unknown_13,0
111,18,217208,217212,0,0x04,start_stop_audio,0
112,18,217212,217216,6,0x07,send_buffer,1
113,18,217222,217226,0,0x01,end_of_chunk,0
114,19,217230,217234,1080,0x0F,set_decoding_map,0
115,19,218314,218318,14022,0x11,video_data_11,3
116,19,232340,232344,132,0x13,documented_unknown_13,0
117,19,232476,232480,0,0x04,start_stop_audio,0
118,19,232480,232484,6,0x07,send_buffer,1
119,19,232490,232494,0,0x01,end_of_chunk,0
120,20,232498,232502,1080,0x0F,set_decoding_map,0
121,20,233582,233586,14036,0x11,video_data_11,3
122,20,247622,247626,132,0x13,documented_unknown_13,0
123,20,247758,247762,0,0x04,start_stop_audio,0
124,20,247762,247766,6,0x07,send_buffer,1
125,20,247772,247776,0,0x01,end_of_chunk,0
126,21,247780,247784,1080,0x0F,set_decoding_map,0
127,21,248864,248868,14052,0x11,video_data_11,3
128,21,262920,262924,132,0x13,documented_unknown_13,0
129,21,263056,263060,0,0x04,start_stop_audio,0
130,21,263060,263064,6,0x07,send_buffer,1
131,21,263070,263074,0,0x01,end_of_chunk,0
132,22,263078,263082,1080,0x0F,set_decoding_map,0
133,22,264162,264166,14022,0x11,video_data_11,3
134,22,278188,278192,132,0x13,documented_unknown_13,0
135,22,278324,278328,0,0x04,start_stop_audio,0
136,22,278328,278332,6,0x07,send_buffer,1
137,22,278338,278342,0,0x01,end_of_chunk,0
138,23,278346,278350,1080,0x0F,set_decoding_map,0
139,23,279430,279434,14044,0x11,video_data_11,3
140,23,293478,293482,132,0x13,documented_unknown_13,0
141,23,293614,293618,0,0x04,start_stop_audio,0
142,23,293618,293622,6,0x07,send_buffer,1
143,23,293628,293632,0,0x01,end_of_chunk,0
144,24,293636,293640,1080,0x0F,set_decoding_map,0
145,24,294720,294724,14050,0x11,video_data_11,3
146,24,308774,308778,132,0x13,documented_unknown_13,0
147,24,308910,308914,0,0x04,start_stop_audio,0
148,24,308914,308918,6,0x07,send_buffer,1
149,24,308924,308928,0,0x01,end_of_chunk,0
150,25,308932,308936,1080,0x0F,set_decoding_map,0
151,25,310016,310020,14036,0x11,video_data_11,3
152,25,324056,324060,132,0x13,documented_unknown_13,0
153,25,324192,324196,0,0x04,start_stop_audio,0
154,25,324196,324200,6,0x07,send_buffer,1
155,25,324206,324210,0,0x01,end_of_chunk,0
156,26,324214,324218,1080,0x0F,set_decoding_map,0
157,26,325298,325302,14022,0x11,video_data_11,3
158,26,339324,339328,132,0x13,documented_unknown_13,0
159,26,339460,339464,0,0x04,start_stop_audio,0
160,26,339464,339468,6,0x07,send_buffer,1
161,26,339474,339478,0,0x01,end_of_chunk,0
162,27,339482,339486,1080,0x0F,set_decoding_map,0
163,27,340566,340570,14028,0x11,video_data_11,3
164,27,354598,354602,132,0x13,documented_unknown_13,0
165,27,354734,354738,0,0x04,start_stop_audio,0
166,27,354738,354742,6,0x07,send_buffer,1
167,27,354748,354752,0,0x01,end_of_chunk,0
168,28,354756,354760,1080,0x0F,set_decoding_map,0
169,28,355840,355844,14048,0x11,video_data_11,3
170,28,369892,369896,132,0x13,documented_unknown_13,0
