index,chunk_index,file_offset,payload_offset,payload_size,opcode,opcode_name,version
0,0,30,34,6,0x0A,init_video_mode,0
1,0,40,44,8,0x05,init_video_buffers,2
2,0,52,56,766,0x0C,set_palette,0
3,0,822,826,4,0x15,documented_unknown_15,0
4,0,830,834,0,0x01,end_of_chunk,0
5,1,838,842,10,0x03,init_audio_buffers,1
6,1,852,856,0,0x01,end_of_chunk,0
7,2,860,864,3156,0x08,audio_frame,0
8,2,4020,4024,6,0x09,silence_frame,0
9,2,4030,4034,0,0x01,end_of_chunk,0
10,3,4038,4042,3158,0x08,audio_frame,0
11,3,7200,7204,6,0x09,silence_frame,0
12,3,7210,7214,0,0x01,end_of_chunk,0
13,4,7218,7222,3158,0x08,audio_frame,0
14,4,10380,10384,6,0x09,silence_frame,0
15,4,10390,10394,0,0x01,end_of_chunk,0
16,5,10398,10402,3158,0x08,audio_frame,0
17,5,13560,13564,6,0x09,silence_frame,0
18,5,13570,13574,0,0x01,end_of_chunk,0
19,6,13578,13582,3158,0x08,audio_frame,0
20,6,16740,16744,6,0x09,silence_frame,0
21,6,16750,16754,0,0x01,end_of_chunk,0
22,7,16758,16762,3158,0x08,audio_frame,0
23,7,19920,19924,6,0x09,silence_frame,0
24,7,19930,19934,0,0x01,end_of_chunk,0
25,8,19938,19942,3158,0x08,audio_frame,0
26,8,23100,23104,6,0x09,silence_frame,0
27,8,23110,23114,0,0x01,end_of_chunk,0
28,9,23118,23122,3158,0x08,audio_frame,0
29,9,26280,26284,6,0x09,silence_frame,0
30,9,26290,26294,0,0x01,end_of_chunk,0
31,10,26298,26302,3158,0x08,audio_frame,0
32,10,29460,29464,6,0x09,silence_frame,0
33,10,29470,29474,0,0x01,end_of_chunk,0
34,11,29478,29482,3158,0x08,audio_frame,0
35,11,32640,32644,6,0x09,silence_frame,0
36,11,32650,32654,0,0x01,end_of_chunk,0
37,12,32658,32662,3158,0x08,audio_frame,0
38,12,35820,35824,6,0x09,silence_frame,0
39,12,35830,35834,0,0x01,end_of_chunk,0
40,13,35838,35842,3158,0x08,audio_frame,0
41,13,39000,39004,6,0x09,silence_frame,0
42,13,39010,39014,0,0x01,end_of_chunk,0
43,14,39018,39022,3158,0x08,audio_frame,0
44,14,42180,42184,6,0x09,silence_frame,0
45,14,42190,42194,0,0x01,end_of_chunk,0
46,15,42198,42202,6,0x02,create_timer,0
47,15,42208,42212,1080,0x0F,set_decoding_map,0
48,15,43292,43296,3158,0x08,audio_frame,0
49,15,46454,46458,6,0x09,silence_frame,0
50,15,46464,46468,44400,0x11,video_data_11,3
51,15,90868,90872,132,0x13,documented_unknown_13,0
52,15,91004,91008,0,0x04,start_stop_audio,0
53,15,91008,91012,6,0x07,send_buffer,1
54,15,91018,91022,0,0x01,end_of_chunk,0
55,16,91026,91030,1080,0x0F,set_decoding_map,0
56,16,92110,92114,3156,0x08,audio_frame,0
57,16,95270,95274,6,0x09,silence_frame,0
58,16,95280,95284,14050,0x11,video_data_11,3
59,16,109334,109338,132,0x13,documented_unknown_13,0
60,16,109470,109474,0,0x04,start_stop_audio,0
61,16,109474,109478,6,0x07,send_buffer,1
62,16,109484,109488,0,0x01,end_of_chunk,0
63,17,109492,109496,1080,0x0F,set_decoding_map,0
64,17,110576,110580,3158,0x08,audio_frame,0
65,17,113738,113742,6,0x09,silence_frame,0
66,17,113748,113752,14036,0x11,video_data_11,3
67,17,127788,127792,132,0x13,documented_unknown_13,0
68,17,127924,127928,0,0x04,start_stop_audio,0
69,17,127928,127932,6,0x07,send_buffer,1
70,17,127938,127942,0,0x01,end_of_chunk,0
71,18,127946,127950,1080,0x0F,set_decoding_map,0
72,18,129030,129034,3158,0x08,audio_frame,0
73,18,132192,132196,6,0x09,silence_frame,0
74,18,132202,132206,14032,0x11,video_data_11,3
75,18,146238,146242,132,0x13,documented_unknown_13,0
76,18,146374,146378,0,0x04,start_stop_audio,0
77,18,146378,146382,6,0x07,send_buffer,1
78,18,146388,146392,0,0x01,end_of_chunk,0
79,19,146396,146400,1080,0x0F,set_decoding_map,0
80,19,147480,147484,3158,0x08,audio_frame,0
81,19,150642,150646,6,0x09,silence_frame,0
82,19,150652,150656,14024,0x11,video_data_11,3
83,19,164680,164684,132,0x13,documented_unknown_13,0
84,19,164816,164820,0,0x04,start_stop_audio,0
85,19,164820,164824,6,0x07,send_buffer,1
86,19,164830,164834,0,0x01,end_of_chunk,0
87,20,164838,164842,1080,0x0F,set_decoding_map,0
88,20,165922,165926,3158,0x08,audio_frame,0
89,20,169084,169088,6,0x09,silence_frame,0
90,20,169094,169098,14070,0x11,video_data_11,3
91,20,183168,183172,132,0x13,documented_unknown_13,0
92,20,183304,183308,0,0x04,start_stop_audio,0
93,20,183308,183312,6,0x07,send_buffer,1
94,20,183318,183322,0,0x01,end_of_chunk,0
95,21,183326,183330,1080,0x0F,set_decoding_map,0
96,21,184410,184414,3158,0x08,audio_frame,0
97,21,187572,187576,6,0x09,silence_frame,0
98,21,187582,187586,14062,0x11,video_data_11,3
99,21,201648,201652,132,0x13,documented_unknown_13,0
100,21,201784,201788,0,0x04,start_stop_audio,0
101,21,201788,201792,6,0x07,send_buffer,1
102,21,201798,201802,0,0x01,end_of_chunk,0
103,22,201806,201810,1080,0x0F,set_decoding_map,0
104,22,202890,202894,3158,0x08,audio_frame,0
105,22,206052,206056,6,0x09,silence_frame,0
106,22,206062,206066,14070,0x11,video_data_11,3
107,22,220136,220140,132,0x13,documented_unknown_13,0
108,22,220272,220276,0,0x04,start_stop_audio,0
109,22,220276,220280,6,0x07,send_buffer,1
110,22,220286,220290,0,0x01,end_of_chunk,0
111,23,220294,220298,1080,0x0F,set_decoding_map,0
112,23,221378,221382,3158,0x08,audio_frame,0
113,23,224540,224544,6,0x09,silence_frame,0
114,23,224550,224554,14042,0x11,video_data_11,3
115,23,238596,238600,132,0x13,documented_unknown_13,0
116,23,238732,238736,0,0x04,start_stop_audio,0
117,23,238736,238740,6,0x07,send_buffer,1
118,23,238746,238750,0,0x01,end_of_chunk,0
119,24,238754,238758,1080,0x0F,set_decoding_map,0
120,24,239838,239842,3158,0x08,audio_frame,0
121,24,243000,243004,6,0x09,silence_frame,0
122,24,243010,243014,14054,0x11,video_data_11,3
123,24,257068,257072,132,0x13,documented_unknown_13,0
124,24,257204,257208,0,0x04,start_stop_audio,0
125,24,257208,257212,6,0x07,send_buffer,1
126,24,257218,257222,0,0x01,end_of_chunk,0
127,25,257226,257230,1080,0x0F,set_decoding_map,0
128,25,258310,258314,3158,0x08,audio_frame,0
129,25,261472,261476,6,0x09,silence_frame,0
130,25,261482,261486,14080,0x11,video_data_11,3
131,25,275566,275570,132,0x13,documented_unknown_13,0
132,25,275702,275706,0,0x04,start_stop_audio,0
133,25,275706,275710,6,0x07,send_buffer,1
134,25,275716,275720,0,0x01,end_of_chunk,0
135,26,275724,275728,1080,0x0F,set_decoding_map,0
136,26,276808,276812,3158,0x08,audio_frame,0
137,26,279970,279974,6,0x09,silence_frame,0
138,26,279980,279984,14034,0x11,video_data_11,3
139,26,294018,294022,132,0x13,documented_unknown_13,0
140,26,294154,294158,0,0x04,start_stop_audio,0
141,26,294158,294162,6,0x07,send_buffer,1
142,26,294168,294172,0,0x01,end_of_chunk,0
143,27,294176,294180,1080,0x0F,set_decoding_map,0
144,27,295260,295264,3158,0x08,audio_frame,0
145,27,298422,298426,6,0x09,silence_frame,0
146,27,298432,298436,14082,0x11,video_data_11,3
147,27,312518,312522,132,0x13,documented_unknown_13,0
148,27,312654,312658,0,0x04,start_stop_audio,0
149,27,312658,312662,6,0x07,send_buffer,1
150,27,312668,312672,0,0x01,end_of_chunk,0
151,28,312676,312680,1080,0x0F,set_decoding_map,0
152,28,313760,313764,3158,0x08,audio_frame,0
153,28,316922,316926,6,0x09,silence_frame,0
154,28,316932,316936,14082,0x11,video_data_11,3
155,28,331018,331022,132,0x13,documented_unknown_13,0
156,28,331154,331158,0,0x04,start_stop_audio,0
157,28,331158,331162,6,0x07,send_buffer,1
158,28,331168,331172,0,0x01,end_of_chunk,0
159,29,331176,331180,1080,0x0F,set_decoding_map,0
160,29,332260,332264,3158,0x08,audio_frame,0
161,29,335422,335426,6,0x09,silence_frame,0
162,29,335432,335436,14040,0x11,video_data_11,3
163,29,349476,349480,132,0x13,documented_unknown_13,0
164,29,349612,349616,0,0x04,start_stop_audio,0
165,29,349616,349620,6,0x07,send_buffer,1
166,29,349626,349630,0,0x01,end_of_chunk,0
167,30,349634,349638,1080,0x0F,set_decoding_map,0
168,30,350718,350722,3156,0x08,audio_frame,0
169,30,353878,353882,6,0x09,silence_frame,0
170,30,353888,353892,14084,0x11,video_data_11,3
171,30,367976,367980,132,0x13,documented_unknown_13,0
172,30,368112,368116,0,0x04,start_stop_audio,0
173,30,368116,368120,6,0x07,send_buffer,1
