path,inventory_quantity,file_offset,elevation_group,object_id,tile,tile_x,tile_y,rotation,pid,pid_hex,prototype_type,prototype_subtype,prototype_filename,script_id,script_filename,inventory_length
0,,43360,0,25,6844,44,34,0,33554534,0x02000066,scenery,generic,00000103.pro,-1,,0
1,,43448,0,26,7044,44,35,0,33554559,0x0200007F,scenery,generic,00000128.pro,-1,,0
2,,43536,0,27,7079,79,35,0,33554559,0x0200007F,scenery,generic,00000128.pro,-1,,0
3,,43624,0,28,7080,80,35,0,33554557,0x0200007D,scenery,generic,00000126.pro,-1,,0
4,,43712,0,29,7245,45,36,0,33554558,0x0200007E,scenery,generic,00000127.pro,-1,,0
5,,43800,0,30,7280,80,36,0,33554537,0x02000069,scenery,generic,00000106.pro,-1,,0
6,,43888,0,31,7323,123,36,0,33554558,0x0200007E,scenery,generic,00000127.pro,-1,,0
7,,43976,0,32,7480,80,37,0,33554536,0x02000068,scenery,generic,00000105.pro,-1,,0
8,,44064,0,33,7666,66,38,0,33554535,0x02000067,scenery,generic,00000104.pro,-1,,0
9,,44152,0,34,7680,80,38,0,33554537,0x02000069,scenery,generic,00000106.pro,-1,,0
10,,44240,0,35,7700,100,38,0,33554535,0x02000067,scenery,generic,00000104.pro,-1,,0
11,,44328,0,36,7866,66,39,0,33554537,0x02000069,scenery,generic,00000106.pro,-1,,0
12,,44416,0,37,8050,50,40,0,33554557,0x0200007D,scenery,generic,00000126.pro,-1,,0
13,,44504,0,38,8050,50,40,0,33554534,0x02000066,scenery,generic,00000103.pro,-1,,0
14,,44592,0,39,8304,104,41,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
15,,44680,0,40,8305,105,41,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
16,,44768,0,41,8306,106,41,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
17,,44856,0,42,8502,102,42,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
18,,44944,0,43,8503,103,42,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
19,,45032,0,44,8504,104,42,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
20,,45120,0,45,8505,105,42,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
21,,45208,0,46,8506,106,42,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
22,,45296,0,47,8700,100,43,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
23,,45384,0,48,8701,101,43,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
24,,45472,0,49,8702,102,43,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
25,,45560,0,50,8703,103,43,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
26,,45648,0,51,8707,107,43,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
27,,45736,0,52,8898,98,44,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
28,,45824,0,53,8899,99,44,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
29,,45912,0,54,8900,100,44,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
30,,46000,0,55,8901,101,44,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
31,,46088,0,56,8907,107,44,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
32,,46176,0,57,8908,108,44,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
33,,46264,0,58,9096,96,45,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
34,,46352,0,59,9097,97,45,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
35,,46440,0,60,9098,98,45,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
36,,46528,0,61,9099,99,45,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
37,,46616,0,62,9108,108,45,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
38,,46704,0,63,9294,94,46,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
39,,46792,0,64,9295,95,46,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
40,,46880,0,65,9296,96,46,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
41,,46968,0,66,9297,97,46,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
42,,47056,0,67,9309,109,46,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
43,,47144,0,68,9492,92,47,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
44,,47232,0,69,9493,93,47,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
45,,47320,0,70,9494,94,47,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
46,,47408,0,71,9495,95,47,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
47,,47496,0,72,9509,109,47,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
48,,47584,0,73,9510,110,47,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
49,,47672,0,74,9690,90,48,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
50,,47760,0,75,9691,91,48,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
51,,47848,0,76,9692,92,48,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
52,,47936,0,77,9693,93,48,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
53,,48024,0,78,9710,110,48,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
54,,48112,0,79,9888,88,49,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
55,,48200,0,80,9889,89,49,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
56,,48288,0,81,9890,90,49,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
57,,48376,0,82,9891,91,49,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
58,,48464,0,83,9911,111,49,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
59,,48552,0,84,10086,86,50,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
60,,48640,0,85,10087,87,50,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
61,,48728,0,86,10088,88,50,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
62,,48816,0,87,10089,89,50,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
63,,48904,0,88,10111,111,50,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
