index,chunk_index,file_offset,payload_offset,payload_size,opcode,opcode_name,version
0,0,30,34,6,0x0A,init_video_mode,0
1,0,40,44,8,0x05,init_video_buffers,2
2,0,52,56,766,0x0C,set_palette,0
3,0,822,826,4,0x15,documented_unknown_15,0
4,0,830,834,0,0x01,end_of_chunk,0
5,1,838,842,10,0x03,init_audio_buffers,1
6,1,852,856,0,0x01,end_of_chunk,0
7,2,860,864,2932,0x08,audio_frame,0
8,2,3796,3800,6,0x09,silence_frame,0
9,2,3806,3810,0,0x01,end_of_chunk,0
10,3,3814,3818,2952,0x08,audio_frame,0
11,3,6770,6774,6,0x09,silence_frame,0
12,3,6780,6784,0,0x01,end_of_chunk,0
13,4,6788,6792,2952,0x08,audio_frame,0
14,4,9744,9748,6,0x09,silence_frame,0
15,4,9754,9758,0,0x01,end_of_chunk,0
16,5,9762,9766,2952,0x08,audio_frame,0
17,5,12718,12722,6,0x09,silence_frame,0
18,5,12728,12732,0,0x01,end_of_chunk,0
19,6,12736,12740,2952,0x08,audio_frame,0
20,6,15692,15696,6,0x09,silence_frame,0
21,6,15702,15706,0,0x01,end_of_chunk,0
22,7,15710,15714,2952,0x08,audio_frame,0
23,7,18666,18670,6,0x09,silence_frame,0
24,7,18676,18680,0,0x01,end_of_chunk,0
25,8,18684,18688,2952,0x08,audio_frame,0
26,8,21640,21644,6,0x09,silence_frame,0
27,8,21650,21654,0,0x01,end_of_chunk,0
28,9,21658,21662,2952,0x08,audio_frame,0
29,9,24614,24618,6,0x09,silence_frame,0
30,9,24624,24628,0,0x01,end_of_chunk,0
31,10,24632,24636,2952,0x08,audio_frame,0
32,10,27588,27592,6,0x09,silence_frame,0
33,10,27598,27602,0,0x01,end_of_chunk,0
34,11,27606,27610,2952,0x08,audio_frame,0
35,11,30562,30566,6,0x09,silence_frame,0
36,11,30572,30576,0,0x01,end_of_chunk,0
37,12,30580,30584,2952,0x08,audio_frame,0
38,12,33536,33540,6,0x09,silence_frame,0
39,12,33546,33550,0,0x01,end_of_chunk,0
40,13,33554,33558,2952,0x08,audio_frame,0
41,13,36510,36514,6,0x09,silence_frame,0
42,13,36520,36524,0,0x01,end_of_chunk,0
43,14,36528,36532,2952,0x08,audio_frame,0
44,14,39484,39488,6,0x09,silence_frame,0
45,14,39494,39498,0,0x01,end_of_chunk,0
46,15,39502,39506,2952,0x08,audio_frame,0
47,15,42458,42462,6,0x09,silence_frame,0
48,15,42468,42472,0,0x01,end_of_chunk,0
49,16,42476,42480,6,0x02,create_timer,0
50,16,42486,42490,1080,0x0F,set_decoding_map,0
51,16,43570,43574,2952,0x08,audio_frame,0
52,16,46526,46530,6,0x09,silence_frame,0
53,16,46536,46540,44434,0x11,video_data_11,3
54,16,90974,90978,132,0x13,documented_unknown_13,0
55,16,91110,91114,0,0x04,start_stop_audio,0
56,16,91114,91118,6,0x07,send_buffer,1
57,16,91124,91128,0,0x01,end_of_chunk,0
58,17,91132,91136,1080,0x0F,set_decoding_map,0
59,17,92216,92220,2932,0x08,audio_frame,0
60,17,95152,95156,6,0x09,silence_frame,0
61,17,95162,95166,14048,0x11,video_data_11,3
62,17,109214,109218,132,0x13,documented_unknown_13,0
63,17,109350,109354,0,0x04,start_stop_audio,0
64,17,109354,109358,6,0x07,send_buffer,1
65,17,109364,109368,0,0x01,end_of_chunk,0
66,18,109372,109376,1080,0x0F,set_decoding_map,0
67,18,110456,110460,2952,0x08,audio_frame,0
68,18,113412,113416,6,0x09,silence_frame,0
69,18,113422,113426,14034,0x11,video_data_11,3
70,18,127460,127464,132,0x13,documented_unknown_13,0
71,18,127596,127600,0,0x04,start_stop_audio,0
72,18,127600,127604,6,0x07,send_buffer,1
73,18,127610,127614,0,0x01,end_of_chunk,0
74,19,127618,127622,1080,0x0F,set_decoding_map,0
75,19,128702,128706,2952,0x08,audio_frame,0
76,19,131658,131662,6,0x09,silence_frame,0
77,19,131668,131672,14040,0x11,video_data_11,3
78,19,145712,145716,132,0x13,documented_unknown_13,0
79,19,145848,145852,0,0x04,start_stop_audio,0
80,19,145852,145856,6,0x07,send_buffer,1
81,19,145862,145866,0,0x01,end_of_chunk,0
82,20,145870,145874,1080,0x0F,set_decoding_map,0
83,20,146954,146958,2952,0x08,audio_frame,0
84,20,149910,149914,6,0x09,silence_frame,0
85,20,149920,149924,14038,0x11,video_data_11,3
86,20,163962,163966,132,0x13,documented_unknown_13,0
87,20,164098,164102,0,0x04,start_stop_audio,0
88,20,164102,164106,6,0x07,send_buffer,1
89,20,164112,164116,0,0x01,end_of_chunk,0
90,21,164120,164124,1080,0x0F,set_decoding_map,0
91,21,165204,165208,2952,0x08,audio_frame,0
92,21,168160,168164,6,0x09,silence_frame,0
93,21,168170,168174,14034,0x11,video_data_11,3
94,21,182208,182212,132,0x13,documented_unknown_13,0
95,21,182344,182348,0,0x04,start_stop_audio,0
96,21,182348,182352,6,0x07,send_buffer,1
97,21,182358,182362,0,0x01,end_of_chunk,0
98,22,182366,182370,1080,0x0F,set_decoding_map,0
99,22,183450,183454,2952,0x08,audio_frame,0
100,22,186406,186410,6,0x09,silence_frame,0
101,22,186416,186420,14026,0x11,video_data_11,3
102,22,200446,200450,132,0x13,documented_unknown_13,0
103,22,200582,200586,0,0x04,start_stop_audio,0
104,22,200586,200590,6,0x07,send_buffer,1
105,22,200596,200600,0,0x01,end_of_chunk,0
106,23,200604,200608,1080,0x0F,set_decoding_map,0
107,23,201688,201692,2952,0x08,audio_frame,0
108,23,204644,204648,6,0x09,silence_frame,0
109,23,204654,204658,14024,0x11,video_data_11,3
110,23,218682,218686,132,0x13,documented_unknown_13,0
111,23,218818,218822,0,0x04,start_stop_audio,0
112,23,218822,218826,6,0x07,send_buffer,1
113,23,218832,218836,0,0x01,end_of_chunk,0
114,24,218840,218844,1080,0x0F,set_decoding_map,0
115,24,219924,219928,2952,0x08,audio_frame,0
116,24,222880,222884,6,0x09,silence_frame,0
117,24,222890,222894,14024,0x11,video_data_11,3
118,24,236918,236922,132,0x13,documented_unknown_13,0
119,24,237054,237058,0,0x04,start_stop_audio,0
120,24,237058,237062,6,0x07,send_buffer,1
121,24,237068,237072,0,0x01,end_of_chunk,0
122,25,237076,237080,1080,0x0F,set_decoding_map,0
123,25,238160,238164,2952,0x08,audio_frame,0
124,25,241116,241120,6,0x09,silence_frame,0
125,25,241126,241130,14058,0x11,video_data_11,3
126,25,255188,255192,132,0x13,documented_unknown_13,0
127,25,255324,255328,0,0x04,start_stop_audio,0
128,25,255328,255332,6,0x07,send_buffer,1
129,25,255338,255342,0,0x01,end_of_chunk,0
130,26,255346,255350,1080,0x0F,set_decoding_map,0
131,26,256430,256434,2952,0x08,audio_frame,0
132,26,259386,259390,6,0x09,silence_frame,0
133,26,259396,259400,14062,0x11,video_data_11,3
134,26,273462,273466,132,0x13,documented_unknown_13,0
135,26,273598,273602,0,0x04,start_stop_audio,0
136,26,273602,273606,6,0x07,send_buffer,1
137,26,273612,273616,0,0x01,end_of_chunk,0
138,27,273620,273624,1080,0x0F,set_decoding_map,0
139,27,274704,274708,2952,0x08,audio_frame,0
140,27,277660,277664,6,0x09,silence_frame,0
141,27,277670,277674,14038,0x11,video_data_11,3
142,27,291712,291716,132,0x13,documented_unknown_13,0
143,27,291848,291852,0,0x04,start_stop_audio,0
144,27,291852,291856,6,0x07,send_buffer,1
145,27,291862,291866,0,0x01,end_of_chunk,0
146,28,291870,291874,1080,0x0F,set_decoding_map,0
147,28,292954,292958,2952,0x08,audio_frame,0
148,28,295910,295914,6,0x09,silence_frame,0
149,28,295920,295924,14060,0x11,video_data_11,3
150,28,309984,309988,132,0x13,documented_unknown_13,0
151,28,310120,310124,0,0x04,start_stop_audio,0
152,28,310124,310128,6,0x07,send_buffer,1
153,28,310134,310138,0,0x01,end_of_chunk,0
154,29,310142,310146,1080,0x0F,set_decoding_map,0
155,29,311226,311230,2952,0x08,audio_frame,0
156,29,314182,314186,6,0x09,silence_frame,0
157,29,314192,314196,14028,0x11,video_data_11,3
158,29,328224,328228,132,0x13,documented_unknown_13,0
159,29,328360,328364,0,0x04,start_stop_audio,0
160,29,328364,328368,6,0x07,send_buffer,1
161,29,328374,328378,0,0x01,end_of_chunk,0
162,30,328382,328386,1080,0x0F,set_decoding_map,0
163,30,329466,329470,2952,0x08,audio_frame,0
164,30,332422,332426,6,0x09,silence_frame,0
165,30,332432,332436,14084,0x11,video_data_11,3
166,30,346520,346524,132,0x13,documented_unknown_13,0
167,30,346656,346660,0,0x04,start_stop_audio,0
168,30,346660,346664,6,0x07,send_buffer,1
169,30,346670,346674,0,0x01,end_of_chunk,0
170,31,346678,346682,1080,0x0F,set_decoding_map,0
171,31,347762,347766,2952,0x08,audio_frame,0
172,31,350718,350722,6,0x09,silence_frame,0
173,31,350728,350732,14044,0x11,video_data_11,3
