path,inventory_quantity,file_offset,elevation_group,object_id,tile,tile_x,tile_y,rotation,pid,pid_hex,prototype_type,prototype_subtype,prototype_filename,script_id,script_filename,inventory_length
0,,40264,0,20,6309,109,31,0,83886096,0x05000010,misc,,00000016.pro,-1,,0
1,,40368,0,22,6506,106,32,0,83886096,0x05000010,misc,,00000016.pro,-1,,0
2,,40472,0,25,6704,104,33,0,50332246,0x03000256,wall,,00000598.pro,-1,,0
3,,40560,0,26,6884,84,34,0,50332155,0x030001FB,wall,,00000507.pro,-1,,0
4,,40648,0,24,6903,103,34,0,83886096,0x05000010,misc,,00000016.pro,-1,,0
5,,40752,0,27,6904,104,34,0,50332249,0x03000259,wall,,00000601.pro,-1,,0
6,,40840,0,28,7084,84,35,0,50332155,0x030001FB,wall,,00000507.pro,-1,,0
7,,40928,0,26,7100,100,35,0,83886096,0x05000010,misc,,00000016.pro,-1,,0
8,,41032,0,29,7104,104,35,0,50332243,0x03000253,wall,,00000595.pro,-1,,0
9,,41120,0,30,7108,108,35,0,50332280,0x03000278,wall,,00000632.pro,-1,,0
10,,41208,0,31,7109,109,35,0,50332236,0x0300024C,wall,,00000588.pro,-1,,0
11,,41296,0,32,7110,110,35,0,50332235,0x0300024B,wall,,00000587.pro,-1,,0
12,,41384,0,33,7111,111,35,0,50332279,0x03000277,wall,,00000631.pro,-1,,0
13,,41472,0,34,7284,84,36,0,50332155,0x030001FB,wall,,00000507.pro,-1,,0
14,,41560,0,35,7304,104,36,0,50332246,0x03000256,wall,,00000598.pro,-1,,0
15,,41648,0,36,7309,109,36,0,50332270,0x0300026E,wall,,00000622.pro,-1,,0
16,,41736,0,37,7311,111,36,0,50332270,0x0300026E,wall,,00000622.pro,-1,,0
17,,41824,0,38,7314,114,36,0,83886099,0x05000013,misc,,00000019.pro,-1,,0
18,,41928,0,18,7315,115,36,0,83886099,0x05000013,misc,,00000019.pro,-1,,0
19,,42032,0,39,7484,84,37,0,50332155,0x030001FB,wall,,00000507.pro,-1,,0
20,,42120,0,28,7497,97,37,0,83886096,0x05000010,misc,,00000016.pro,-1,,0
21,,42224,0,40,7504,104,37,0,50332249,0x03000259,wall,,00000601.pro,-1,,0
22,,42312,0,41,7512,112,37,0,83886099,0x05000013,misc,,00000019.pro,-1,,0
23,,42416,0,42,7513,113,37,0,83886099,0x05000013,misc,,00000019.pro,-1,,0
24,,42520,0,43,7684,84,38,0,50332155,0x030001FB,wall,,00000507.pro,-1,,0
25,,42608,0,30,7694,94,38,0,83886096,0x05000010,misc,,00000016.pro,-1,,0
26,,42712,0,44,7704,104,38,0,50332243,0x03000253,wall,,00000595.pro,-1,,0
27,,42800,0,45,7710,110,38,0,83886099,0x05000013,misc,,00000019.pro,-1,,0
28,,42904,0,46,7711,111,38,0,83886099,0x05000013,misc,,00000019.pro,-1,,0
29,,43008,0,47,7713,113,38,0,83886096,0x05000010,misc,,00000016.pro,-1,,0
30,,43112,0,48,7884,84,39,0,50332155,0x030001FB,wall,,00000507.pro,-1,,0
31,,43200,0,49,7904,104,39,0,50332246,0x03000256,wall,,00000598.pro,-1,,0
32,,43288,0,50,7908,108,39,0,83886099,0x05000013,misc,,00000019.pro,-1,,0
33,,43392,0,51,7909,109,39,0,83886099,0x05000013,misc,,00000019.pro,-1,,0
34,,43496,0,52,7913,113,39,0,83886096,0x05000010,misc,,00000016.pro,-1,,0
35,,43600,0,53,7914,114,39,0,83886096,0x05000010,misc,,00000016.pro,-1,,0
36,,43704,0,54,8084,84,40,0,50332155,0x030001FB,wall,,00000507.pro,-1,,0
37,,43792,0,32,8091,91,40,0,83886096,0x05000010,misc,,00000016.pro,-1,,0
38,,43896,0,55,8104,104,40,0,50332249,0x03000259,wall,,00000601.pro,-1,,0
39,,43984,0,56,8106,106,40,0,83886099,0x05000013,misc,,00000019.pro,-1,,0
40,,44088,0,57,8107,107,40,0,83886099,0x05000013,misc,,00000019.pro,-1,,0
41,,44192,0,58,8114,114,40,0,83886096,0x05000010,misc,,00000016.pro,-1,,0
42,,44296,0,59,8267,67,41,0,50332150,0x030001F6,wall,,00000502.pro,-1,,0
43,,44384,0,60,8268,68,41,0,50332147,0x030001F3,wall,,00000499.pro,-1,,0
44,,44472,0,61,8269,69,41,0,50332150,0x030001F6,wall,,00000502.pro,-1,,0
45,,44560,0,62,8270,70,41,0,50332147,0x030001F3,wall,,00000499.pro,-1,,0
46,,44648,0,63,8271,71,41,0,50332150,0x030001F6,wall,,00000502.pro,-1,,0
47,,44736,0,64,8272,72,41,0,50332147,0x030001F3,wall,,00000499.pro,-1,,0
48,,44824,0,65,8273,73,41,0,50332150,0x030001F6,wall,,00000502.pro,-1,,0
49,,44912,0,66,8274,74,41,0,50332147,0x030001F3,wall,,00000499.pro,-1,,0
50,,45000,0,67,8275,75,41,0,50332150,0x030001F6,wall,,00000502.pro,-1,,0
51,,45088,0,68,8276,76,41,0,50332147,0x030001F3,wall,,00000499.pro,-1,,0
52,,45176,0,69,8277,77,41,0,50332150,0x030001F6,wall,,00000502.pro,-1,,0
53,,45264,0,70,8278,78,41,0,50332147,0x030001F3,wall,,00000499.pro,-1,,0
54,,45352,0,71,8279,79,41,0,50332150,0x030001F6,wall,,00000502.pro,-1,,0
55,,45440,0,72,8280,80,41,0,50332147,0x030001F3,wall,,00000499.pro,-1,,0
56,,45528,0,73,8281,81,41,0,50332150,0x030001F6,wall,,00000502.pro,-1,,0
57,,45616,0,74,8282,82,41,0,50332147,0x030001F3,wall,,00000499.pro,-1,,0
58,,45704,0,75,8283,83,41,0,50332183,0x03000217,wall,,00000535.pro,-1,,0
59,,45792,0,76,8284,84,41,0,50332182,0x03000216,wall,,00000534.pro,-1,,0
60,,45880,0,34,8288,88,41,0,83886096,0x05000010,misc,,00000016.pro,-1,,0
61,,45984,0,77,8304,104,41,0,83886099,0x05000013,misc,,00000019.pro,-1,,0
62,,46088,0,78,8304,104,41,0,50332154,0x030001FA,wall,,00000506.pro,-1,,0
63,,46176,0,79,8305,105,41,0,83886099,0x05000013,misc,,00000019.pro,-1,,0
64,,46280,0,80,8305,105,41,0,50332174,0x0300020E,wall,,00000526.pro,-1,,0
65,,46368,0,81,8306,106,41,0,50332172,0x0300020C,wall,,00000524.pro,-1,,0
66,,46456,0,82,8307,107,41,0,50332173,0x0300020D,wall,,00000525.pro,-1,,0
67,,46544,0,83,8308,108,41,0,50332271,0x0300026F,wall,,00000623.pro,-1,,0
68,,46632,0,84,8314,114,41,0,50332272,0x03000270,wall,,00000624.pro,-1,,0
69,,46720,0,85,8315,115,41,0,83886096,0x05000010,misc,,00000016.pro,-1,,0
70,,46824,0,86,8315,115,41,0,50332174,0x0300020E,wall,,00000526.pro,-1,,0
71,,46912,0,87,8316,116,41,0,50332167,0x03000207,wall,,00000519.pro,-1,,0
72,,47000,0,88,8317,117,41,0,50332173,0x0300020D,wall,,00000525.pro,-1,,0
73,,47088,0,89,8318,118,41,0,50332172,0x0300020C,wall,,00000524.pro,-1,,0
74,,47176,0,90,8319,119,41,0,50332173,0x0300020D,wall,,00000525.pro,-1,,0
75,,47264,0,91,8320,120,41,0,50332172,0x0300020C,wall,,00000524.pro,-1,,0
76,,47352,0,92,8321,121,41,0,50332173,0x0300020D,wall,,00000525.pro,-1,,0
77,,47440,0,93,8322,122,41,0,50332172,0x0300020C,wall,,00000524.pro,-1,,0
78,,47528,0,94,8323,123,41,0,50332173,0x0300020D,wall,,00000525.pro,-1,,0
79,,47616,0,95,8324,124,41,0,50332172,0x0300020C,wall,,00000524.pro,-1,,0
80,,47704,0,96,8325,125,41,0,50332173,0x0300020D,wall,,00000525.pro,-1,,0
81,,47792,0,97,8326,126,41,0,50332172,0x0300020C,wall,,00000524.pro,-1,,0
82,,47880,0,98,8327,127,41,0,50332173,0x0300020D,wall,,00000525.pro,-1,,0
83,,47968,0,99,8328,128,41,0,50332172,0x0300020C,wall,,00000524.pro,-1,,0
84,,48056,0,100,8329,129,41,0,50332173,0x0300020D,wall,,00000525.pro,-1,,0
85,,48144,0,101,8330,130,41,0,50332172,0x0300020C,wall,,00000524.pro,-1,,0
86,,48232,0,102,8331,131,41,0,50332173,0x0300020D,wall,,00000525.pro,-1,,0
87,,48320,0,103,8332,132,41,0,50332172,0x0300020C,wall,,00000524.pro,-1,,0
88,,48408,0,104,8333,133,41,0,50332173,0x0300020D,wall,,00000525.pro,-1,,0
89,,48496,0,105,8334,134,41,0,50332172,0x0300020C,wall,,00000524.pro,-1,,0
90,,48584,0,106,8335,135,41,0,50332173,0x0300020D,wall,,00000525.pro,-1,,0
91,,48672,0,107,8469,69,42,0,50332270,0x0300026E,wall,,00000622.pro,-1,,0
92,,48760,0,108,8471,71,42,0,50332270,0x0300026E,wall,,00000622.pro,-1,,0
