index,chunk_index,file_offset,payload_offset,payload_size,opcode,opcode_name,version
0,0,30,34,6,0x0A,init_video_mode,0
1,0,40,44,8,0x05,init_video_buffers,2
2,0,52,56,766,0x0C,set_palette,0
3,0,822,826,4,0x15,documented_unknown_15,0
4,0,830,834,0,0x01,end_of_chunk,0
5,1,838,842,10,0x03,init_audio_buffers,1
6,1,852,856,0,0x01,end_of_chunk,0
7,2,860,864,2932,0x08,audio_frame,0
8,2,3796,3800,6,0x09,silence_frame,0
9,2,3806,3810,0,0x01,end_of_chunk,0
10,3,3814,3818,2952,0x08,audio_frame,0
11,3,6770,6774,6,0x09,silence_frame,0
12,3,6780,6784,0,0x01,end_of_chunk,0
13,4,6788,6792,2952,0x08,audio_frame,0
14,4,9744,9748,6,0x09,silence_frame,0
15,4,9754,9758,0,0x01,end_of_chunk,0
16,5,9762,9766,2952,0x08,audio_frame,0
17,5,12718,12722,6,0x09,silence_frame,0
18,5,12728,12732,0,0x01,end_of_chunk,0
19,6,12736,12740,2952,0x08,audio_frame,0
20,6,15692,15696,6,0x09,silence_frame,0
21,6,15702,15706,0,0x01,end_of_chunk,0
22,7,15710,15714,2952,0x08,audio_frame,0
23,7,18666,18670,6,0x09,silence_frame,0
24,7,18676,18680,0,0x01,end_of_chunk,0
25,8,18684,18688,2952,0x08,audio_frame,0
26,8,21640,21644,6,0x09,silence_frame,0
27,8,21650,21654,0,0x01,end_of_chunk,0
28,9,21658,21662,2952,0x08,audio_frame,0
29,9,24614,24618,6,0x09,silence_frame,0
30,9,24624,24628,0,0x01,end_of_chunk,0
31,10,24632,24636,2952,0x08,audio_frame,0
32,10,27588,27592,6,0x09,silence_frame,0
33,10,27598,27602,0,0x01,end_of_chunk,0
34,11,27606,27610,2952,0x08,audio_frame,0
35,11,30562,30566,6,0x09,silence_frame,0
36,11,30572,30576,0,0x01,end_of_chunk,0
37,12,30580,30584,2952,0x08,audio_frame,0
38,12,33536,33540,6,0x09,silence_frame,0
39,12,33546,33550,0,0x01,end_of_chunk,0
40,13,33554,33558,2952,0x08,audio_frame,0
41,13,36510,36514,6,0x09,silence_frame,0
42,13,36520,36524,0,0x01,end_of_chunk,0
43,14,36528,36532,2952,0x08,audio_frame,0
44,14,39484,39488,6,0x09,silence_frame,0
45,14,39494,39498,0,0x01,end_of_chunk,0
46,15,39502,39506,2952,0x08,audio_frame,0
47,15,42458,42462,6,0x09,silence_frame,0
48,15,42468,42472,0,0x01,end_of_chunk,0
49,16,42476,42480,6,0x02,create_timer,0
50,16,42486,42490,1080,0x0F,set_decoding_map,0
51,16,43570,43574,2952,0x08,audio_frame,0
52,16,46526,46530,6,0x09,silence_frame,0
53,16,46536,46540,7136,0x11,video_data_11,3
54,16,53676,53680,132,0x13,documented_unknown_13,0
55,16,53812,53816,0,0x04,start_stop_audio,0
56,16,53816,53820,6,0x07,send_buffer,1
57,16,53826,53830,0,0x01,end_of_chunk,0
58,17,53834,53838,1080,0x0F,set_decoding_map,0
59,17,54918,54922,2932,0x08,audio_frame,0
60,17,57854,57858,6,0x09,silence_frame,0
61,17,57864,57868,14,0x11,video_data_11,3
62,17,57882,57886,132,0x13,documented_unknown_13,0
63,17,58018,58022,0,0x04,start_stop_audio,0
64,17,58022,58026,6,0x07,send_buffer,1
65,17,58032,58036,0,0x01,end_of_chunk,0
66,18,58040,58044,1080,0x0F,set_decoding_map,0
67,18,59124,59128,2952,0x08,audio_frame,0
68,18,62080,62084,6,0x09,silence_frame,0
69,18,62090,62094,14,0x11,video_data_11,3
70,18,62108,62112,132,0x13,documented_unknown_13,0
71,18,62244,62248,0,0x04,start_stop_audio,0
72,18,62248,62252,6,0x07,send_buffer,1
73,18,62258,62262,0,0x01,end_of_chunk,0
74,19,62266,62270,1080,0x0F,set_decoding_map,0
75,19,63350,63354,2952,0x08,audio_frame,0
76,19,66306,66310,6,0x09,silence_frame,0
77,19,66316,66320,14,0x11,video_data_11,3
78,19,66334,66338,132,0x13,documented_unknown_13,0
79,19,66470,66474,0,0x04,start_stop_audio,0
80,19,66474,66478,6,0x07,send_buffer,1
81,19,66484,66488,0,0x01,end_of_chunk,0
82,20,66492,66496,1080,0x0F,set_decoding_map,0
83,20,67576,67580,2952,0x08,audio_frame,0
84,20,70532,70536,6,0x09,silence_frame,0
85,20,70542,70546,14,0x11,video_data_11,3
86,20,70560,70564,132,0x13,documented_unknown_13,0
87,20,70696,70700,0,0x04,start_stop_audio,0
88,20,70700,70704,6,0x07,send_buffer,1
89,20,70710,70714,0,0x01,end_of_chunk,0
90,21,70718,70722,1080,0x0F,set_decoding_map,0
91,21,71802,71806,2952,0x08,audio_frame,0
92,21,74758,74762,6,0x09,silence_frame,0
93,21,74768,74772,14,0x11,video_data_11,3
94,21,74786,74790,132,0x13,documented_unknown_13,0
95,21,74922,74926,0,0x04,start_stop_audio,0
96,21,74926,74930,6,0x07,send_buffer,1
97,21,74936,74940,0,0x01,end_of_chunk,0
98,22,74944,74948,1080,0x0F,set_decoding_map,0
99,22,76028,76032,2952,0x08,audio_frame,0
100,22,78984,78988,6,0x09,silence_frame,0
101,22,78994,78998,14,0x11,video_data_11,3
102,22,79012,79016,132,0x13,documented_unknown_13,0
103,22,79148,79152,0,0x04,start_stop_audio,0
104,22,79152,79156,6,0x07,send_buffer,1
105,22,79162,79166,0,0x01,end_of_chunk,0
106,23,79170,79174,1080,0x0F,set_decoding_map,0
107,23,80254,80258,2952,0x08,audio_frame,0
108,23,83210,83214,6,0x09,silence_frame,0
109,23,83220,83224,14,0x11,video_data_11,3
110,23,83238,83242,132,0x13,documented_unknown_13,0
111,23,83374,83378,0,0x04,start_stop_audio,0
112,23,83378,83382,6,0x07,send_buffer,1
113,23,83388,83392,0,0x01,end_of_chunk,0
114,24,83396,83400,1080,0x0F,set_decoding_map,0
115,24,84480,84484,2952,0x08,audio_frame,0
116,24,87436,87440,6,0x09,silence_frame,0
117,24,87446,87450,14,0x11,video_data_11,3
118,24,87464,87468,132,0x13,documented_unknown_13,0
119,24,87600,87604,0,0x04,start_stop_audio,0
120,24,87604,87608,6,0x07,send_buffer,1
121,24,87614,87618,0,0x01,end_of_chunk,0
122,25,87622,87626,1080,0x0F,set_decoding_map,0
123,25,88706,88710,2952,0x08,audio_frame,0
124,25,91662,91666,6,0x09,silence_frame,0
125,25,91672,91676,14,0x11,video_data_11,3
126,25,91690,91694,132,0x13,documented_unknown_13,0
127,25,91826,91830,0,0x04,start_stop_audio,0
128,25,91830,91834,6,0x07,send_buffer,1
129,25,91840,91844,0,0x01,end_of_chunk,0
130,26,91848,91852,1080,0x0F,set_decoding_map,0
131,26,92932,92936,2952,0x08,audio_frame,0
132,26,95888,95892,6,0x09,silence_frame,0
133,26,95898,95902,14,0x11,video_data_11,3
134,26,95916,95920,132,0x13,documented_unknown_13,0
135,26,96052,96056,0,0x04,start_stop_audio,0
136,26,96056,96060,6,0x07,send_buffer,1
137,26,96066,96070,0,0x01,end_of_chunk,0
138,27,96074,96078,1080,0x0F,set_decoding_map,0
139,27,97158,97162,2952,0x08,audio_frame,0
140,27,100114,100118,6,0x09,silence_frame,0
141,27,100124,100128,14,0x11,video_data_11,3
142,27,100142,100146,132,0x13,documented_unknown_13,0
143,27,100278,100282,0,0x04,start_stop_audio,0
144,27,100282,100286,6,0x07,send_buffer,1
145,27,100292,100296,0,0x01,end_of_chunk,0
146,28,100300,100304,1080,0x0F,set_decoding_map,0
147,28,101384,101388,2952,0x08,audio_frame,0
148,28,104340,104344,6,0x09,silence_frame,0
149,28,104350,104354,14,0x11,video_data_11,3
150,28,104368,104372,132,0x13,documented_unknown_13,0
151,28,104504,104508,0,0x04,start_stop_audio,0
152,28,104508,104512,6,0x07,send_buffer,1
153,28,104518,104522,0,0x01,end_of_chunk,0
154,29,104526,104530,1080,0x0F,set_decoding_map,0
155,29,105610,105614,2952,0x08,audio_frame,0
156,29,108566,108570,6,0x09,silence_frame,0
157,29,108576,108580,14,0x11,video_data_11,3
158,29,108594,108598,132,0x13,documented_unknown_13,0
159,29,108730,108734,0,0x04,start_stop_audio,0
160,29,108734,108738,6,0x07,send_buffer,1
161,29,108744,108748,0,0x01,end_of_chunk,0
162,30,108752,108756,1080,0x0F,set_decoding_map,0
163,30,109836,109840,2952,0x08,audio_frame,0
164,30,112792,112796,6,0x09,silence_frame,0
165,30,112802,112806,14,0x11,video_data_11,3
166,30,112820,112824,132,0x13,documented_unknown_13,0
167,30,112956,112960,0,0x04,start_stop_audio,0
168,30,112960,112964,6,0x07,send_buffer,1
169,30,112970,112974,0,0x01,end_of_chunk,0
170,31,112978,112982,1080,0x0F,set_decoding_map,0
171,31,114062,114066,2952,0x08,audio_frame,0
172,31,117018,117022,6,0x09,silence_frame,0
173,31,117028,117032,14,0x11,video_data_11,3
