index,chunk_index,file_offset,payload_offset,payload_size,opcode,opcode_name,version
0,0,30,34,6,0x0A,init_video_mode,0
1,0,40,44,8,0x05,init_video_buffers,2
2,0,52,56,766,0x0C,set_palette,0
3,0,822,826,4,0x15,documented_unknown_15,0
4,0,830,834,0,0x01,end_of_chunk,0
5,1,838,842,10,0x03,init_audio_buffers,1
6,1,852,856,0,0x01,end_of_chunk,0
7,2,860,864,2932,0x08,audio_frame,0
8,2,3796,3800,6,0x09,silence_frame,0
9,2,3806,3810,0,0x01,end_of_chunk,0
10,3,3814,3818,2952,0x08,audio_frame,0
11,3,6770,6774,6,0x09,silence_frame,0
12,3,6780,6784,0,0x01,end_of_chunk,0
13,4,6788,6792,2952,0x08,audio_frame,0
14,4,9744,9748,6,0x09,silence_frame,0
15,4,9754,9758,0,0x01,end_of_chunk,0
16,5,9762,9766,2952,0x08,audio_frame,0
17,5,12718,12722,6,0x09,silence_frame,0
18,5,12728,12732,0,0x01,end_of_chunk,0
19,6,12736,12740,2952,0x08,audio_frame,0
20,6,15692,15696,6,0x09,silence_frame,0
21,6,15702,15706,0,0x01,end_of_chunk,0
22,7,15710,15714,2952,0x08,audio_frame,0
23,7,18666,18670,6,0x09,silence_frame,0
24,7,18676,18680,0,0x01,end_of_chunk,0
25,8,18684,18688,2952,0x08,audio_frame,0
26,8,21640,21644,6,0x09,silence_frame,0
27,8,21650,21654,0,0x01,end_of_chunk,0
28,9,21658,21662,2952,0x08,audio_frame,0
29,9,24614,24618,6,0x09,silence_frame,0
30,9,24624,24628,0,0x01,end_of_chunk,0
31,10,24632,24636,2952,0x08,audio_frame,0
32,10,27588,27592,6,0x09,silence_frame,0
33,10,27598,27602,0,0x01,end_of_chunk,0
34,11,27606,27610,2952,0x08,audio_frame,0
35,11,30562,30566,6,0x09,silence_frame,0
36,11,30572,30576,0,0x01,end_of_chunk,0
37,12,30580,30584,2952,0x08,audio_frame,0
38,12,33536,33540,6,0x09,silence_frame,0
39,12,33546,33550,0,0x01,end_of_chunk,0
40,13,33554,33558,2952,0x08,audio_frame,0
41,13,36510,36514,6,0x09,silence_frame,0
42,13,36520,36524,0,0x01,end_of_chunk,0
43,14,36528,36532,2952,0x08,audio_frame,0
44,14,39484,39488,6,0x09,silence_frame,0
45,14,39494,39498,0,0x01,end_of_chunk,0
46,15,39502,39506,2952,0x08,audio_frame,0
47,15,42458,42462,6,0x09,silence_frame,0
48,15,42468,42472,0,0x01,end_of_chunk,0
49,16,42476,42480,6,0x02,create_timer,0
50,16,42486,42490,1080,0x0F,set_decoding_map,0
51,16,43570,43574,2952,0x08,audio_frame,0
52,16,46526,46530,6,0x09,silence_frame,0
53,16,46536,46540,44404,0x11,video_data_11,3
54,16,90944,90948,132,0x13,documented_unknown_13,0
55,16,91080,91084,0,0x04,start_stop_audio,0
56,16,91084,91088,6,0x07,send_buffer,1
57,16,91094,91098,0,0x01,end_of_chunk,0
58,17,91102,91106,1080,0x0F,set_decoding_map,0
59,17,92186,92190,2932,0x08,audio_frame,0
60,17,95122,95126,6,0x09,silence_frame,0
61,17,95132,95136,14040,0x11,video_data_11,3
62,17,109176,109180,132,0x13,documented_unknown_13,0
63,17,109312,109316,0,0x04,start_stop_audio,0
64,17,109316,109320,6,0x07,send_buffer,1
65,17,109326,109330,0,0x01,end_of_chunk,0
66,18,109334,109338,1080,0x0F,set_decoding_map,0
67,18,110418,110422,2952,0x08,audio_frame,0
68,18,113374,113378,6,0x09,silence_frame,0
69,18,113384,113388,14036,0x11,video_data_11,3
70,18,127424,127428,132,0x13,documented_unknown_13,0
71,18,127560,127564,0,0x04,start_stop_audio,0
72,18,127564,127568,6,0x07,send_buffer,1
73,18,127574,127578,0,0x01,end_of_chunk,0
74,19,127582,127586,1080,0x0F,set_decoding_map,0
75,19,128666,128670,2952,0x08,audio_frame,0
76,19,131622,131626,6,0x09,silence_frame,0
77,19,131632,131636,14058,0x11,video_data_11,3
78,19,145694,145698,132,0x13,documented_unknown_13,0
79,19,145830,145834,0,0x04,start_stop_audio,0
80,19,145834,145838,6,0x07,send_buffer,1
81,19,145844,145848,0,0x01,end_of_chunk,0
82,20,145852,145856,1080,0x0F,set_decoding_map,0
83,20,146936,146940,2952,0x08,audio_frame,0
84,20,149892,149896,6,0x09,silence_frame,0
85,20,149902,149906,14072,0x11,video_data_11,3
86,20,163978,163982,132,0x13,documented_unknown_13,0
87,20,164114,164118,0,0x04,start_stop_audio,0
88,20,164118,164122,6,0x07,send_buffer,1
89,20,164128,164132,0,0x01,end_of_chunk,0
90,21,164136,164140,1080,0x0F,set_decoding_map,0
91,21,165220,165224,2952,0x08,audio_frame,0
92,21,168176,168180,6,0x09,silence_frame,0
93,21,168186,168190,14042,0x11,video_data_11,3
94,21,182232,182236,132,0x13,documented_unknown_13,0
95,21,182368,182372,0,0x04,start_stop_audio,0
96,21,182372,182376,6,0x07,send_buffer,1
97,21,182382,182386,0,0x01,end_of_chunk,0
98,22,182390,182394,1080,0x0F,set_decoding_map,0
99,22,183474,183478,2952,0x08,audio_frame,0
100,22,186430,186434,6,0x09,silence_frame,0
101,22,186440,186444,14038,0x11,video_data_11,3
102,22,200482,200486,132,0x13,documented_unknown_13,0
103,22,200618,200622,0,0x04,start_stop_audio,0
104,22,200622,200626,6,0x07,send_buffer,1
105,22,200632,200636,0,0x01,end_of_chunk,0
106,23,200640,200644,1080,0x0F,set_decoding_map,0
107,23,201724,201728,2952,0x08,audio_frame,0
108,23,204680,204684,6,0x09,silence_frame,0
109,23,204690,204694,14024,0x11,video_data_11,3
110,23,218718,218722,132,0x13,documented_unknown_13,0
111,23,218854,218858,0,0x04,start_stop_audio,0
112,23,218858,218862,6,0x07,send_buffer,1
113,23,218868,218872,0,0x01,end_of_chunk,0
114,24,218876,218880,1080,0x0F,set_decoding_map,0
115,24,219960,219964,2952,0x08,audio_frame,0
116,24,222916,222920,6,0x09,silence_frame,0
117,24,222926,222930,14046,0x11,video_data_11,3
118,24,236976,236980,132,0x13,documented_unknown_13,0
119,24,237112,237116,0,0x04,start_stop_audio,0
120,24,237116,237120,6,0x07,send_buffer,1
121,24,237126,237130,0,0x01,end_of_chunk,0
122,25,237134,237138,1080,0x0F,set_decoding_map,0
123,25,238218,238222,2952,0x08,audio_frame,0
124,25,241174,241178,6,0x09,silence_frame,0
125,25,241184,241188,14050,0x11,video_data_11,3
126,25,255238,255242,132,0x13,documented_unknown_13,0
127,25,255374,255378,0,0x04,start_stop_audio,0
128,25,255378,255382,6,0x07,send_buffer,1
129,25,255388,255392,0,0x01,end_of_chunk,0
130,26,255396,255400,1080,0x0F,set_decoding_map,0
131,26,256480,256484,2952,0x08,audio_frame,0
132,26,259436,259440,6,0x09,silence_frame,0
133,26,259446,259450,14080,0x11,video_data_11,3
134,26,273530,273534,132,0x13,documented_unknown_13,0
135,26,273666,273670,0,0x04,start_stop_audio,0
136,26,273670,273674,6,0x07,send_buffer,1
137,26,273680,273684,0,0x01,end_of_chunk,0
138,27,273688,273692,1080,0x0F,set_decoding_map,0
139,27,274772,274776,2952,0x08,audio_frame,0
140,27,277728,277732,6,0x09,silence_frame,0
141,27,277738,277742,14022,0x11,video_data_11,3
142,27,291764,291768,132,0x13,documented_unknown_13,0
143,27,291900,291904,0,0x04,start_stop_audio,0
144,27,291904,291908,6,0x07,send_buffer,1
145,27,291914,291918,0,0x01,end_of_chunk,0
146,28,291922,291926,1080,0x0F,set_decoding_map,0
147,28,293006,293010,2952,0x08,audio_frame,0
148,28,295962,295966,6,0x09,silence_frame,0
149,28,295972,295976,14022,0x11,video_data_11,3
150,28,309998,310002,132,0x13,documented_unknown_13,0
151,28,310134,310138,0,0x04,start_stop_audio,0
152,28,310138,310142,6,0x07,send_buffer,1
153,28,310148,310152,0,0x01,end_of_chunk,0
154,29,310156,310160,1080,0x0F,set_decoding_map,0
155,29,311240,311244,2952,0x08,audio_frame,0
156,29,314196,314200,6,0x09,silence_frame,0
157,29,314206,314210,14038,0x11,video_data_11,3
158,29,328248,328252,132,0x13,documented_unknown_13,0
159,29,328384,328388,0,0x04,start_stop_audio,0
160,29,328388,328392,6,0x07,send_buffer,1
161,29,328398,328402,0,0x01,end_of_chunk,0
162,30,328406,328410,1080,0x0F,set_decoding_map,0
163,30,329490,329494,2952,0x08,audio_frame,0
164,30,332446,332450,6,0x09,silence_frame,0
165,30,332456,332460,14026,0x11,video_data_11,3
166,30,346486,346490,132,0x13,documented_unknown_13,0
167,30,346622,346626,0,0x04,start_stop_audio,0
168,30,346626,346630,6,0x07,send_buffer,1
169,30,346636,346640,0,0x01,end_of_chunk,0
170,31,346644,346648,1080,0x0F,set_decoding_map,0
171,31,347728,347732,2952,0x08,audio_frame,0
172,31,350684,350688,6,0x09,silence_frame,0
173,31,350694,350698,14066,0x11,video_data_11,3
