path,inventory_quantity,file_offset,elevation_group,object_id,tile,tile_x,tile_y,rotation,pid,pid_hex,prototype_type,prototype_subtype,prototype_filename,script_id,script_filename,inventory_length
0,,42328,0,25,9142,142,45,0,33554534,0x02000066,scenery,generic,00000103.pro,-1,,0
1,,42416,0,26,10650,50,53,0,33554557,0x0200007D,scenery,generic,00000126.pro,-1,,0
2,,42504,0,27,10850,50,54,0,33554534,0x02000066,scenery,generic,00000103.pro,-1,,0
3,,42592,0,28,10851,51,54,0,33554557,0x0200007D,scenery,generic,00000126.pro,-1,,0
4,,42680,0,29,10851,51,54,0,33554535,0x02000067,scenery,generic,00000104.pro,-1,,0
5,,42768,0,30,10853,53,54,0,33554535,0x02000067,scenery,generic,00000104.pro,-1,,0
6,,42856,0,31,10874,74,54,0,33554537,0x02000069,scenery,generic,00000106.pro,-1,,0
7,,42944,0,32,10893,93,54,0,33554534,0x02000066,scenery,generic,00000103.pro,-1,,0
8,,43032,0,33,10894,94,54,0,33554535,0x02000067,scenery,generic,00000104.pro,-1,,0
9,,43120,0,34,11075,75,55,0,33554536,0x02000068,scenery,generic,00000105.pro,-1,,0
10,,43208,0,35,11137,137,55,0,33554536,0x02000068,scenery,generic,00000105.pro,-1,,0
11,,43296,0,36,11138,138,55,0,33554536,0x02000068,scenery,generic,00000105.pro,-1,,0
12,,43384,0,37,11139,139,55,0,33554535,0x02000067,scenery,generic,00000104.pro,-1,,0
13,,43472,0,38,11139,139,55,0,33554536,0x02000068,scenery,generic,00000105.pro,-1,,0
14,,43560,0,39,15852,52,79,0,33554534,0x02000066,scenery,generic,00000103.pro,-1,,0
15,,43648,0,40,16053,53,80,0,33554557,0x0200007D,scenery,generic,00000126.pro,-1,,0
16,,43736,0,41,16053,53,80,0,33554536,0x02000068,scenery,generic,00000105.pro,-1,,0
17,,43824,0,42,16055,55,80,0,33554535,0x02000067,scenery,generic,00000104.pro,-1,,0
18,,43912,0,43,17084,84,85,0,33554557,0x0200007D,scenery,generic,00000126.pro,-1,,0
19,,44000,0,44,17283,83,86,0,33554534,0x02000066,scenery,generic,00000103.pro,-1,,0
20,,44088,0,45,17284,84,86,0,33554559,0x0200007F,scenery,generic,00000128.pro,-1,,0
21,,44176,0,46,17285,85,86,0,33554558,0x0200007E,scenery,generic,00000127.pro,-1,,0
22,,44264,0,47,17339,139,86,0,33554536,0x02000068,scenery,generic,00000105.pro,-1,,0
23,,44352,0,48,17340,140,86,0,33554535,0x02000067,scenery,generic,00000104.pro,-1,,0
24,,44440,0,49,18103,103,90,0,33554537,0x02000069,scenery,generic,00000106.pro,-1,,0
25,,44528,0,50,18716,116,93,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
26,,44616,0,51,18914,114,94,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
27,,44704,0,52,18915,115,94,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
28,,44792,0,53,18916,116,94,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
29,,44880,0,54,18917,117,94,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
30,,44968,0,55,18917,117,94,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
31,,45056,0,56,18960,160,94,0,33554559,0x0200007F,scenery,generic,00000128.pro,-1,,0
32,,45144,0,57,18960,160,94,0,33554537,0x02000069,scenery,generic,00000106.pro,-1,,0
33,,45232,0,58,18960,160,94,0,33554558,0x0200007E,scenery,generic,00000127.pro,-1,,0
34,,45320,0,59,18961,161,94,0,33554557,0x0200007D,scenery,generic,00000126.pro,-1,,0
35,,45408,0,60,19112,112,95,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
36,,45496,0,61,19113,113,95,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
37,,45584,0,62,19114,114,95,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
38,,45672,0,63,19115,115,95,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
39,,45760,0,64,19117,117,95,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
40,,45848,0,65,19118,118,95,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
41,,45936,0,66,19310,110,96,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
42,,46024,0,67,19311,111,96,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
43,,46112,0,68,19312,112,96,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
44,,46200,0,69,19313,113,96,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
45,,46288,0,70,19318,118,96,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
46,,46376,0,71,19456,56,97,0,33554558,0x0200007E,scenery,generic,00000127.pro,-1,,0
47,,46464,0,72,19496,96,97,0,33554499,0x02000043,scenery,generic,00000068.pro,-1,,0
48,,46552,0,73,19497,97,97,0,33554499,0x02000043,scenery,generic,00000068.pro,-1,,0
49,,46640,0,74,19498,98,97,0,33554499,0x02000043,scenery,generic,00000068.pro,-1,,0
50,,46728,0,75,19508,108,97,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
51,,46816,0,76,19509,109,97,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
52,,46904,0,77,19510,110,97,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
53,,46992,0,78,19511,111,97,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
54,,47080,0,79,19519,119,97,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
