path,inventory_quantity,file_offset,elevation_group,object_id,tile,tile_x,tile_y,rotation,pid,pid_hex,prototype_type,prototype_subtype,prototype_filename,script_id,script_filename,inventory_length
0,,121296,0,25,14299,99,71,0,33555125,0x020002B5,scenery,generic,00000694.pro,-1,,0
1,,121384,0,28,14492,92,72,0,33555126,0x020002B6,scenery,generic,00000695.pro,-1,,0
2,,121472,0,31,14886,86,74,0,33555128,0x020002B8,scenery,generic,00000697.pro,-1,,0
3,,121560,0,34,15273,73,76,0,33555123,0x020002B3,scenery,generic,00000692.pro,-1,,0
4,,121648,0,37,15503,103,77,0,33555124,0x020002B4,scenery,generic,00000693.pro,-1,,0
5,,121736,0,40,15697,97,78,0,33555127,0x020002B7,scenery,generic,00000696.pro,-1,,0
6,,121824,0,43,15894,94,79,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
7,,121912,0,46,15895,95,79,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
8,,122000,0,49,15896,96,79,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
9,,122088,0,52,16092,92,80,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
10,,122176,0,55,16093,93,80,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
11,,122264,0,58,16094,94,80,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
12,,122352,0,61,16095,95,80,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
13,,122440,0,64,16096,96,80,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
14,,122528,0,67,16265,65,81,0,83886101,0x05000015,misc,,00000021.pro,-1,,0
15,,122632,0,70,16274,74,81,0,50332270,0x0300026E,wall,,00000622.pro,-1,,0
16,,122720,0,73,16290,90,81,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
17,,122808,0,76,16291,91,81,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
18,,122896,0,79,16292,92,81,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
19,,122984,0,82,16293,93,81,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
20,,123072,0,85,16297,97,81,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
21,,123160,0,88,16461,61,82,0,83886102,0x05000016,misc,,00000022.pro,-1,,0
22,,123264,0,91,16462,62,82,0,33554481,0x02000031,scenery,generic,00000050.pro,-1,,0
23,,123352,0,94,16464,64,82,0,50332270,0x0300026E,wall,,00000622.pro,-1,,0
24,,123440,0,97,16465,65,82,0,50332270,0x0300026E,wall,,00000622.pro,-1,,0
25,,123528,0,98,16465,65,82,0,83886101,0x05000015,misc,,00000021.pro,-1,,0
26,,123632,0,103,16466,66,82,0,50332270,0x0300026E,wall,,00000622.pro,-1,,0
27,,123720,0,106,16467,67,82,0,50332270,0x0300026E,wall,,00000622.pro,-1,,0
28,,123808,0,109,16468,68,82,0,50332270,0x0300026E,wall,,00000622.pro,-1,,0
29,,123896,0,112,16469,69,82,0,50332270,0x0300026E,wall,,00000622.pro,-1,,0
30,,123984,0,115,16470,70,82,0,50332270,0x0300026E,wall,,00000622.pro,-1,,0
31,,124072,0,118,16471,71,82,0,50332270,0x0300026E,wall,,00000622.pro,-1,,0
32,,124160,0,121,16472,72,82,0,50332270,0x0300026E,wall,,00000622.pro,-1,,0
33,,124248,0,124,16473,73,82,0,50332270,0x0300026E,wall,,00000622.pro,-1,,0
