path,inventory_quantity,file_offset,elevation_group,object_id,tile,tile_x,tile_y,rotation,pid,pid_hex,prototype_type,prototype_subtype,prototype_filename,script_id,script_filename,inventory_length
0,,88628,0,46,8918,118,44,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
1,,88716,0,51,9116,116,45,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
2,,88804,0,52,9117,117,45,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
3,,88892,0,54,9118,118,45,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
4,,88980,0,60,9314,114,46,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
5,,89068,0,61,9315,115,46,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
6,,89156,0,62,9316,116,46,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
7,,89244,0,63,9317,117,46,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
8,,89332,0,65,9319,119,46,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
9,,89420,0,70,9512,112,47,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
10,,89508,0,71,9513,113,47,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
11,,89596,0,72,9514,114,47,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
12,,89684,0,73,9515,115,47,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
13,,89772,0,74,9519,119,47,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
14,,89860,0,76,9520,120,47,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
15,,89948,0,81,9710,110,48,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
16,,90036,0,82,9711,111,48,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
17,,90124,0,83,9712,112,48,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
18,,90212,0,84,9713,113,48,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
19,,90300,0,86,9720,120,48,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
20,,90388,0,92,9908,108,49,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
21,,90476,0,93,9909,109,49,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
22,,90564,0,94,9910,110,49,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
23,,90652,0,95,9911,111,49,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
24,,90740,0,97,9921,121,49,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
25,,90828,0,102,10106,106,50,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
26,,90916,0,103,10107,107,50,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
27,,91004,0,104,10108,108,50,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
28,,91092,0,105,10109,109,50,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
29,,91180,0,106,10121,121,50,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
30,,91268,0,108,10122,122,50,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
31,,91356,0,113,10304,104,51,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
32,,91444,0,114,10305,105,51,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
33,,91532,0,115,10306,106,51,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
34,,91620,0,116,10307,107,51,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
35,,91708,0,118,10322,122,51,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
36,,91796,0,125,10502,102,52,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
37,,91884,0,126,10503,103,52,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
38,,91972,0,127,10504,104,52,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
39,,92060,0,128,10505,105,52,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
40,,92148,0,130,10523,123,52,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
41,,92236,0,135,10700,100,53,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
42,,92324,0,136,10701,101,53,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
43,,92412,0,137,10702,102,53,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
44,,92500,0,138,10703,103,53,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
45,,92588,0,139,10723,123,53,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
46,,92676,0,141,10724,124,53,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
47,,92764,0,147,10898,98,54,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
48,,92852,0,148,10899,99,54,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
49,,92940,0,149,10900,100,54,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
50,,93028,0,150,10901,101,54,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
51,,93116,0,152,10924,124,54,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
52,,93204,0,158,11096,96,55,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
53,,93292,0,159,11097,97,55,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
54,,93380,0,160,11098,98,55,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
55,,93468,0,161,11099,99,55,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
56,,93556,0,163,11125,125,55,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
57,,93644,0,168,11294,94,56,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
58,,93732,0,169,11295,95,56,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
59,,93820,0,170,11296,96,56,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
60,,93908,0,171,11297,97,56,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
61,,93996,0,172,11325,125,56,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
62,,94084,0,174,11326,126,56,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
63,,94172,0,179,11492,92,57,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
64,,94260,0,180,11493,93,57,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
65,,94348,0,181,11494,94,57,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
66,,94436,0,182,11495,95,57,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
67,,94524,0,184,11526,126,57,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
68,,94612,0,190,11690,90,58,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
69,,94700,0,191,11691,91,58,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
70,,94788,0,192,11692,92,58,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
71,,94876,0,193,11693,93,58,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
72,,94964,0,195,11727,127,58,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
73,,95052,0,200,11888,88,59,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
74,,95140,0,201,11889,89,59,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
75,,95228,0,202,11890,90,59,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
76,,95316,0,203,11891,91,59,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
