index,chunk_index,file_offset,payload_offset,payload_size,opcode,opcode_name,version
0,0,30,34,6,0x0A,init_video_mode,0
1,0,40,44,8,0x05,init_video_buffers,2
2,0,52,56,766,0x0C,set_palette,0
3,0,822,826,4,0x15,documented_unknown_15,0
4,0,830,834,0,0x01,end_of_chunk,0
5,1,838,842,10,0x03,init_audio_buffers,1
6,1,852,856,0,0x01,end_of_chunk,0
7,2,860,864,2932,0x08,audio_frame,0
8,2,3796,3800,6,0x09,silence_frame,0
9,2,3806,3810,0,0x01,end_of_chunk,0
10,3,3814,3818,2952,0x08,audio_frame,0
11,3,6770,6774,6,0x09,silence_frame,0
12,3,6780,6784,0,0x01,end_of_chunk,0
13,4,6788,6792,2952,0x08,audio_frame,0
14,4,9744,9748,6,0x09,silence_frame,0
15,4,9754,9758,0,0x01,end_of_chunk,0
16,5,9762,9766,2952,0x08,audio_frame,0
17,5,12718,12722,6,0x09,silence_frame,0
18,5,12728,12732,0,0x01,end_of_chunk,0
19,6,12736,12740,2952,0x08,audio_frame,0
20,6,15692,15696,6,0x09,silence_frame,0
21,6,15702,15706,0,0x01,end_of_chunk,0
22,7,15710,15714,2952,0x08,audio_frame,0
23,7,18666,18670,6,0x09,silence_frame,0
24,7,18676,18680,0,0x01,end_of_chunk,0
25,8,18684,18688,2952,0x08,audio_frame,0
26,8,21640,21644,6,0x09,silence_frame,0
27,8,21650,21654,0,0x01,end_of_chunk,0
28,9,21658,21662,2952,0x08,audio_frame,0
29,9,24614,24618,6,0x09,silence_frame,0
30,9,24624,24628,0,0x01,end_of_chunk,0
31,10,24632,24636,2952,0x08,audio_frame,0
32,10,27588,27592,6,0x09,silence_frame,0
33,10,27598,27602,0,0x01,end_of_chunk,0
34,11,27606,27610,2952,0x08,audio_frame,0
35,11,30562,30566,6,0x09,silence_frame,0
36,11,30572,30576,0,0x01,end_of_chunk,0
37,12,30580,30584,2952,0x08,audio_frame,0
38,12,33536,33540,6,0x09,silence_frame,0
39,12,33546,33550,0,0x01,end_of_chunk,0
40,13,33554,33558,2952,0x08,audio_frame,0
41,13,36510,36514,6,0x09,silence_frame,0
42,13,36520,36524,0,0x01,end_of_chunk,0
43,14,36528,36532,2952,0x08,audio_frame,0
44,14,39484,39488,6,0x09,silence_frame,0
45,14,39494,39498,0,0x01,end_of_chunk,0
46,15,39502,39506,2952,0x08,audio_frame,0
47,15,42458,42462,6,0x09,silence_frame,0
48,15,42468,42472,0,0x01,end_of_chunk,0
49,16,42476,42480,6,0x02,create_timer,0
50,16,42486,42490,1080,0x0F,set_decoding_map,0
51,16,43570,43574,2952,0x08,audio_frame,0
52,16,46526,46530,6,0x09,silence_frame,0
53,16,46536,46540,44400,0x11,video_data_11,3
54,16,90940,90944,132,0x13,documented_unknown_13,0
55,16,91076,91080,0,0x04,start_stop_audio,0
56,16,91080,91084,6,0x07,send_buffer,1
57,16,91090,91094,0,0x01,end_of_chunk,0
58,17,91098,91102,1080,0x0F,set_decoding_map,0
59,17,92182,92186,2932,0x08,audio_frame,0
60,17,95118,95122,6,0x09,silence_frame,0
61,17,95128,95132,14026,0x11,video_data_11,3
62,17,109158,109162,132,0x13,documented_unknown_13,0
63,17,109294,109298,0,0x04,start_stop_audio,0
64,17,109298,109302,6,0x07,send_buffer,1
65,17,109308,109312,0,0x01,end_of_chunk,0
66,18,109316,109320,1080,0x0F,set_decoding_map,0
67,18,110400,110404,2952,0x08,audio_frame,0
68,18,113356,113360,6,0x09,silence_frame,0
69,18,113366,113370,14024,0x11,video_data_11,3
70,18,127394,127398,132,0x13,documented_unknown_13,0
71,18,127530,127534,0,0x04,start_stop_audio,0
72,18,127534,127538,6,0x07,send_buffer,1
73,18,127544,127548,0,0x01,end_of_chunk,0
74,19,127552,127556,1080,0x0F,set_decoding_map,0
75,19,128636,128640,2952,0x08,audio_frame,0
76,19,131592,131596,6,0x09,silence_frame,0
77,19,131602,131606,14030,0x11,video_data_11,3
78,19,145636,145640,132,0x13,documented_unknown_13,0
79,19,145772,145776,0,0x04,start_stop_audio,0
80,19,145776,145780,6,0x07,send_buffer,1
81,19,145786,145790,0,0x01,end_of_chunk,0
82,20,145794,145798,1080,0x0F,set_decoding_map,0
83,20,146878,146882,2952,0x08,audio_frame,0
84,20,149834,149838,6,0x09,silence_frame,0
85,20,149844,149848,14048,0x11,video_data_11,3
86,20,163896,163900,132,0x13,documented_unknown_13,0
87,20,164032,164036,0,0x04,start_stop_audio,0
88,20,164036,164040,6,0x07,send_buffer,1
89,20,164046,164050,0,0x01,end_of_chunk,0
90,21,164054,164058,1080,0x0F,set_decoding_map,0
91,21,165138,165142,2952,0x08,audio_frame,0
92,21,168094,168098,6,0x09,silence_frame,0
93,21,168104,168108,14024,0x11,video_data_11,3
94,21,182132,182136,132,0x13,documented_unknown_13,0
95,21,182268,182272,0,0x04,start_stop_audio,0
96,21,182272,182276,6,0x07,send_buffer,1
97,21,182282,182286,0,0x01,end_of_chunk,0
98,22,182290,182294,1080,0x0F,set_decoding_map,0
99,22,183374,183378,2952,0x08,audio_frame,0
100,22,186330,186334,6,0x09,silence_frame,0
101,22,186340,186344,14022,0x11,video_data_11,3
102,22,200366,200370,132,0x13,documented_unknown_13,0
103,22,200502,200506,0,0x04,start_stop_audio,0
104,22,200506,200510,6,0x07,send_buffer,1
105,22,200516,200520,0,0x01,end_of_chunk,0
106,23,200524,200528,1080,0x0F,set_decoding_map,0
107,23,201608,201612,2952,0x08,audio_frame,0
108,23,204564,204568,6,0x09,silence_frame,0
109,23,204574,204578,14036,0x11,video_data_11,3
110,23,218614,218618,132,0x13,documented_unknown_13,0
111,23,218750,218754,0,0x04,start_stop_audio,0
112,23,218754,218758,6,0x07,send_buffer,1
113,23,218764,218768,0,0x01,end_of_chunk,0
114,24,218772,218776,1080,0x0F,set_decoding_map,0
115,24,219856,219860,2952,0x08,audio_frame,0
116,24,222812,222816,6,0x09,silence_frame,0
117,24,222822,222826,14030,0x11,video_data_11,3
118,24,236856,236860,132,0x13,documented_unknown_13,0
119,24,236992,236996,0,0x04,start_stop_audio,0
120,24,236996,237000,6,0x07,send_buffer,1
121,24,237006,237010,0,0x01,end_of_chunk,0
122,25,237014,237018,1080,0x0F,set_decoding_map,0
123,25,238098,238102,2952,0x08,audio_frame,0
124,25,241054,241058,6,0x09,silence_frame,0
125,25,241064,241068,14026,0x11,video_data_11,3
126,25,255094,255098,132,0x13,documented_unknown_13,0
127,25,255230,255234,0,0x04,start_stop_audio,0
128,25,255234,255238,6,0x07,send_buffer,1
129,25,255244,255248,0,0x01,end_of_chunk,0
130,26,255252,255256,1080,0x0F,set_decoding_map,0
131,26,256336,256340,2952,0x08,audio_frame,0
132,26,259292,259296,6,0x09,silence_frame,0
133,26,259302,259306,14034,0x11,video_data_11,3
134,26,273340,273344,132,0x13,documented_unknown_13,0
135,26,273476,273480,0,0x04,start_stop_audio,0
136,26,273480,273484,6,0x07,send_buffer,1
137,26,273490,273494,0,0x01,end_of_chunk,0
138,27,273498,273502,1080,0x0F,set_decoding_map,0
139,27,274582,274586,2952,0x08,audio_frame,0
140,27,277538,277542,6,0x09,silence_frame,0
141,27,277548,277552,14078,0x11,video_data_11,3
142,27,291630,291634,132,0x13,documented_unknown_13,0
143,27,291766,291770,0,0x04,start_stop_audio,0
144,27,291770,291774,6,0x07,send_buffer,1
145,27,291780,291784,0,0x01,end_of_chunk,0
146,28,291788,291792,1080,0x0F,set_decoding_map,0
147,28,292872,292876,2952,0x08,audio_frame,0
148,28,295828,295832,6,0x09,silence_frame,0
149,28,295838,295842,14022,0x11,video_data_11,3
150,28,309864,309868,132,0x13,documented_unknown_13,0
151,28,310000,310004,0,0x04,start_stop_audio,0
152,28,310004,310008,6,0x07,send_buffer,1
153,28,310014,310018,0,0x01,end_of_chunk,0
154,29,310022,310026,1080,0x0F,set_decoding_map,0
155,29,311106,311110,2952,0x08,audio_frame,0
156,29,314062,314066,6,0x09,silence_frame,0
157,29,314072,314076,14022,0x11,video_data_11,3
158,29,328098,328102,132,0x13,documented_unknown_13,0
159,29,328234,328238,0,0x04,start_stop_audio,0
160,29,328238,328242,6,0x07,send_buffer,1
161,29,328248,328252,0,0x01,end_of_chunk,0
162,30,328256,328260,1080,0x0F,set_decoding_map,0
163,30,329340,329344,2952,0x08,audio_frame,0
164,30,332296,332300,6,0x09,silence_frame,0
165,30,332306,332310,14074,0x11,video_data_11,3
166,30,346384,346388,132,0x13,documented_unknown_13,0
167,30,346520,346524,0,0x04,start_stop_audio,0
168,30,346524,346528,6,0x07,send_buffer,1
169,30,346534,346538,0,0x01,end_of_chunk,0
170,31,346542,346546,1080,0x0F,set_decoding_map,0
171,31,347626,347630,2952,0x08,audio_frame,0
172,31,350582,350586,6,0x09,silence_frame,0
173,31,350592,350596,14026,0x11,video_data_11,3
