path,inventory_quantity,file_offset,elevation_group,object_id,tile,tile_x,tile_y,rotation,pid,pid_hex,prototype_type,prototype_subtype,prototype_filename,script_id,script_filename,inventory_length
0,,40264,0,25,7911,111,39,0,33554536,0x02000068,scenery,generic,00000105.pro,-1,,0
1,,40352,0,26,9466,66,47,0,33554558,0x0200007E,scenery,generic,00000127.pro,-1,,0
2,,40440,0,27,9466,66,47,0,33554534,0x02000066,scenery,generic,00000103.pro,-1,,0
3,,40528,0,28,9468,68,47,0,33554537,0x02000069,scenery,generic,00000106.pro,-1,,0
4,,40616,0,29,9468,68,47,0,33554535,0x02000067,scenery,generic,00000104.pro,-1,,0
5,,40704,0,30,9668,68,48,0,33554537,0x02000069,scenery,generic,00000106.pro,-1,,0
6,,40792,0,31,9668,68,48,0,33554535,0x02000067,scenery,generic,00000104.pro,-1,,0
7,,40880,0,32,10734,134,53,0,33554537,0x02000069,scenery,generic,00000106.pro,-1,,0
8,,40968,0,33,10735,135,53,0,33554535,0x02000067,scenery,generic,00000104.pro,-1,,0
9,,41056,0,34,10845,45,54,0,33554535,0x02000067,scenery,generic,00000104.pro,-1,,0
10,,41144,0,35,10846,46,54,0,33554534,0x02000066,scenery,generic,00000103.pro,-1,,0
11,,41232,0,36,11136,136,55,0,33554537,0x02000069,scenery,generic,00000106.pro,-1,,0
12,,41320,0,37,11136,136,55,0,33554534,0x02000066,scenery,generic,00000103.pro,-1,,0
13,,41408,0,38,11335,135,56,0,33554534,0x02000066,scenery,generic,00000103.pro,-1,,0
14,,41496,0,39,11336,136,56,0,33554557,0x0200007D,scenery,generic,00000126.pro,-1,,0
15,,41584,0,40,12093,93,60,0,33554557,0x0200007D,scenery,generic,00000126.pro,-1,,0
16,,41672,0,41,12094,94,60,0,33554559,0x0200007F,scenery,generic,00000128.pro,-1,,0
17,,41760,0,42,12301,101,61,0,33554535,0x02000067,scenery,generic,00000104.pro,-1,,0
18,,41848,0,43,12302,102,61,0,33554537,0x02000069,scenery,generic,00000106.pro,-1,,0
19,,41936,0,44,13464,64,67,0,33554534,0x02000066,scenery,generic,00000103.pro,-1,,0
20,,42024,0,45,13663,63,68,0,33554537,0x02000069,scenery,generic,00000106.pro,-1,,0
21,,42112,0,46,13663,63,68,0,33554534,0x02000066,scenery,generic,00000103.pro,-1,,0
22,,42200,0,47,14864,64,74,0,33554534,0x02000066,scenery,generic,00000103.pro,-1,,0
23,,42288,0,48,15273,73,76,0,33554536,0x02000068,scenery,generic,00000105.pro,-1,,0
24,,42376,0,49,15473,73,77,0,33554537,0x02000069,scenery,generic,00000106.pro,-1,,0
25,,42464,0,50,16905,105,84,0,33554535,0x02000067,scenery,generic,00000104.pro,-1,,0
26,,42552,0,51,17105,105,85,0,33554536,0x02000068,scenery,generic,00000105.pro,-1,,0
27,,42640,0,52,18852,52,94,0,33554499,0x02000043,scenery,generic,00000068.pro,-1,,0
28,,42728,0,53,19048,48,95,0,33554558,0x0200007E,scenery,generic,00000127.pro,-1,,0
29,,42816,0,54,19049,49,95,0,33554557,0x0200007D,scenery,generic,00000126.pro,-1,,0
30,,42904,0,55,19052,52,95,0,33554537,0x02000069,scenery,generic,00000106.pro,-1,,0
31,,42992,0,56,19249,49,96,0,33554559,0x0200007F,scenery,generic,00000128.pro,-1,,0
32,,43080,0,57,20950,150,104,0,33554537,0x02000069,scenery,generic,00000106.pro,-1,,0
33,,43168,0,58,20951,151,104,0,33554535,0x02000067,scenery,generic,00000104.pro,-1,,0
34,,43256,0,59,21149,149,105,0,33554534,0x02000066,scenery,generic,00000103.pro,-1,,0
35,,43344,0,60,21348,148,106,0,33554557,0x0200007D,scenery,generic,00000126.pro,-1,,0
36,,43432,0,61,21349,149,106,0,33554559,0x0200007F,scenery,generic,00000128.pro,-1,,0
37,,43520,0,62,21549,149,107,0,33554558,0x0200007E,scenery,generic,00000127.pro,-1,,0
38,,43608,0,63,21745,145,108,0,33554535,0x02000067,scenery,generic,00000104.pro,-1,,0
39,,43696,0,64,21945,145,109,0,33554534,0x02000066,scenery,generic,00000103.pro,-1,,0
40,,43784,0,65,22915,115,114,0,33554557,0x0200007D,scenery,generic,00000126.pro,-1,,0
41,,43872,0,66,23315,115,116,0,33554558,0x0200007E,scenery,generic,00000127.pro,-1,,0
42,,43960,0,67,24890,90,124,0,33554536,0x02000068,scenery,generic,00000105.pro,-1,,0
43,,44048,0,68,25087,87,125,0,33554535,0x02000067,scenery,generic,00000104.pro,-1,,0
44,,44136,0,69,25088,88,125,0,33554537,0x02000069,scenery,generic,00000106.pro,-1,,0
45,,44224,0,70,25089,89,125,0,33554535,0x02000067,scenery,generic,00000104.pro,-1,,0
46,,44312,0,71,25091,91,125,0,33554537,0x02000069,scenery,generic,00000106.pro,-1,,0
47,,44400,0,72,25092,92,125,0,33554535,0x02000067,scenery,generic,00000104.pro,-1,,0
48,,44488,0,73,25289,89,126,0,33554536,0x02000068,scenery,generic,00000105.pro,-1,,0
49,,44576,0,74,25290,90,126,0,33554535,0x02000067,scenery,generic,00000104.pro,-1,,0
50,,44664,0,75,26864,64,134,0,33554537,0x02000069,scenery,generic,00000106.pro,-1,,0
51,,44752,0,76,26864,64,134,0,33554534,0x02000066,scenery,generic,00000103.pro,-1,,0
52,,44840,0,77,28752,152,143,0,33554535,0x02000067,scenery,generic,00000104.pro,-1,,0
53,,44928,0,78,28950,150,144,0,33554499,0x02000043,scenery,generic,00000068.pro,-1,,0
54,,45016,0,79,28951,151,144,0,33554499,0x02000043,scenery,generic,00000068.pro,-1,,0
55,,45104,0,80,29152,152,145,0,33554499,0x02000043,scenery,generic,00000068.pro,-1,,0
56,,45192,0,81,29153,153,145,0,33554499,0x02000043,scenery,generic,00000068.pro,-1,,0
57,,45280,0,82,29154,154,145,0,33554557,0x0200007D,scenery,generic,00000126.pro,-1,,0
58,,45368,0,83,29353,153,146,0,33554559,0x0200007F,scenery,generic,00000128.pro,-1,,0
59,,45456,0,84,30720,120,153,0,33554535,0x02000067,scenery,generic,00000104.pro,-1,,0
60,,45544,0,85,30722,122,153,0,33554534,0x02000066,scenery,generic,00000103.pro,-1,,0
61,,45632,0,86,30921,121,154,0,33554534,0x02000066,scenery,generic,00000103.pro,-1,,0
