path,inventory_quantity,file_offset,elevation_group,object_id,tile,tile_x,tile_y,rotation,pid,pid_hex,prototype_type,prototype_subtype,prototype_filename,script_id,script_filename,inventory_length
0,,40264,0,25,7911,111,39,0,33554536,0x02000068,scenery,generic,00000105.pro,-1,,0
1,,40352,0,26,9466,66,47,0,33554558,0x0200007E,scenery,generic,00000127.pro,-1,,0
2,,40440,0,27,9466,66,47,0,33554534,0x02000066,scenery,generic,00000103.pro,-1,,0
3,,40528,0,28,9468,68,47,0,33554537,0x02000069,scenery,generic,00000106.pro,-1,,0
4,,40616,0,29,9468,68,47,0,33554535,0x02000067,scenery,generic,00000104.pro,-1,,0
5,,40704,0,30,9668,68,48,0,33554537,0x02000069,scenery,generic,00000106.pro,-1,,0
6,,40792,0,31,9668,68,48,0,33554535,0x02000067,scenery,generic,00000104.pro,-1,,0
7,,40880,0,32,10734,134,53,0,33554537,0x02000069,scenery,generic,00000106.pro,-1,,0
8,,40968,0,33,10735,135,53,0,33554535,0x02000067,scenery,generic,00000104.pro,-1,,0
9,,41056,0,34,10845,45,54,0,33554535,0x02000067,scenery,generic,00000104.pro,-1,,0
10,,41144,0,35,10846,46,54,0,33554534,0x02000066,scenery,generic,00000103.pro,-1,,0
11,,41232,0,36,11136,136,55,0,33554537,0x02000069,scenery,generic,00000106.pro,-1,,0
12,,41320,0,37,11136,136,55,0,33554534,0x02000066,scenery,generic,00000103.pro,-1,,0
13,,41408,0,38,11335,135,56,0,33554534,0x02000066,scenery,generic,00000103.pro,-1,,0
14,,41496,0,39,11336,136,56,0,33554557,0x0200007D,scenery,generic,00000126.pro,-1,,0
15,,41584,0,40,12093,93,60,0,33554557,0x0200007D,scenery,generic,00000126.pro,-1,,0
16,,41672,0,41,12094,94,60,0,33554559,0x0200007F,scenery,generic,00000128.pro,-1,,0
17,,41760,0,42,12301,101,61,0,33554535,0x02000067,scenery,generic,00000104.pro,-1,,0
18,,41848,0,43,12302,102,61,0,33554537,0x02000069,scenery,generic,00000106.pro,-1,,0
19,,41936,0,44,13464,64,67,0,33554534,0x02000066,scenery,generic,00000103.pro,-1,,0
20,,42024,0,45,13663,63,68,0,33554537,0x02000069,scenery,generic,00000106.pro,-1,,0
21,,42112,0,46,13663,63,68,0,33554534,0x02000066,scenery,generic,00000103.pro,-1,,0
22,,42200,0,47,14864,64,74,0,33554534,0x02000066,scenery,generic,00000103.pro,-1,,0
23,,42288,0,48,15273,73,76,0,33554536,0x02000068,scenery,generic,00000105.pro,-1,,0
24,,42376,0,49,15473,73,77,0,33554537,0x02000069,scenery,generic,00000106.pro,-1,,0
25,,42464,0,50,16887,87,84,0,33555005,0x0200023D,scenery,generic,00000574.pro,-1,,0
26,,42552,0,51,16905,105,84,0,33554499,0x02000043,scenery,generic,00000068.pro,-1,,0
27,,42640,0,52,16905,105,84,0,33554535,0x02000067,scenery,generic,00000104.pro,-1,,0
28,,42728,0,53,16908,108,84,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
29,,42816,0,54,17105,105,85,0,33554499,0x02000043,scenery,generic,00000068.pro,-1,,0
30,,42904,0,55,17105,105,85,0,33554536,0x02000068,scenery,generic,00000105.pro,-1,,0
31,,42992,0,56,17106,106,85,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
32,,43080,0,57,17107,107,85,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
33,,43168,0,58,17108,108,85,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
34,,43256,0,59,17304,104,86,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
35,,43344,0,60,17305,105,86,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
36,,43432,0,61,17306,106,86,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
37,,43520,0,62,17307,107,86,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
38,,43608,0,63,17309,109,86,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
39,,43696,0,64,17502,102,87,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
40,,43784,0,65,17503,103,87,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
41,,43872,0,66,17504,104,87,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
42,,43960,0,67,17505,105,87,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
43,,44048,0,68,17509,109,87,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
44,,44136,0,69,17510,110,87,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
45,,44224,0,70,17700,100,88,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
46,,44312,0,71,17701,101,88,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
47,,44400,0,72,17702,102,88,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
48,,44488,0,73,17703,103,88,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
49,,44576,0,74,17710,110,88,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
50,,44664,0,75,17898,98,89,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
51,,44752,0,76,17899,99,89,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
52,,44840,0,77,17900,100,89,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
53,,44928,0,78,17901,101,89,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
54,,45016,0,79,17904,104,89,0,50332270,0x0300026E,wall,,00000622.pro,-1,,0
55,,45104,0,80,17911,111,89,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
56,,45192,0,81,18096,96,90,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
57,,45280,0,82,18097,97,90,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
58,,45368,0,83,18098,98,90,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
59,,45456,0,84,18099,99,90,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
60,,45544,0,85,18100,100,90,0,50332577,0x030003A1,wall,,00000929.pro,-1,,0
61,,45632,0,86,18101,101,90,0,50332270,0x0300026E,wall,,00000622.pro,-1,,0
62,,45720,0,87,18102,102,90,0,50332575,0x0300039F,wall,,00000927.pro,-1,,0
63,,45808,0,88,18103,103,90,0,50332574,0x0300039E,wall,,00000926.pro,-1,,0
64,,45896,0,89,18104,104,90,0,50332573,0x0300039D,wall,,00000925.pro,-1,,0
65,,45984,0,90,18105,105,90,0,50332572,0x0300039C,wall,,00000924.pro,-1,,0
66,,46072,0,91,18106,106,90,0,50332603,0x030003BB,wall,,00000955.pro,-1,,0
67,,46160,0,92,18111,111,90,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
68,,46248,0,93,18112,112,90,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
69,,46336,0,94,18294,94,91,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
70,,46424,0,95,18295,95,91,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
71,,46512,0,96,18296,96,91,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
72,,46600,0,97,18297,97,91,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
73,,46688,0,98,18300,100,91,0,50332578,0x030003A2,wall,,00000930.pro,-1,,0
74,,46776,0,99,18301,101,91,0,50332576,0x030003A0,wall,,00000928.pro,-1,,0
75,,46864,0,100,18301,101,91,0,33554816,0x02000180,scenery,generic,00000385.pro,-1,,0
76,,46952,0,101,18301,101,91,0,33554819,0x02000183,scenery,generic,00000388.pro,-1,,0
77,,47040,0,102,18303,103,91,0,50332270,0x0300026E,wall,,00000622.pro,-1,,0
78,,47128,0,103,18305,105,91,0,50332270,0x0300026E,wall,,00000622.pro,-1,,0
79,,47216,0,104,18307,107,91,0,50332269,0x0300026D,wall,,00000621.pro,-1,,0
80,,47304,0,105,18308,108,91,0,33554499,0x02000043,scenery,generic,00000068.pro,-1,,0
81,,47392,0,106,18312,112,91,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
82,,47480,0,107,18492,92,92,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
83,,47568,0,108,18493,93,92,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
84,,47656,0,109,18494,94,92,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
85,,47744,0,110,18495,95,92,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
86,,47832,0,111,18500,100,92,0,50332579,0x030003A3,wall,,00000931.pro,-1,,0
87,,47920,0,112,18501,101,92,0,50332270,0x0300026E,wall,,00000622.pro,-1,,0
88,,48008,0,113,18507,107,92,0,50332584,0x030003A8,wall,,00000936.pro,-1,,0
89,,48096,0,114,18508,108,92,0,33554499,0x02000043,scenery,generic,00000068.pro,-1,,0
90,,48184,0,115,18509,109,92,0,33554499,0x02000043,scenery,generic,00000068.pro,-1,,0
91,,48272,0,116,18510,110,92,0,33554820,0x02000184,scenery,generic,00000389.pro,-1,,0
92,,48360,0,117,18513,113,92,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
93,,48448,0,118,18690,90,93,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
94,,48536,0,119,18691,91,93,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
95,,48624,0,120,18692,92,93,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
96,,48712,0,121,18693,93,93,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
97,,48800,0,122,18700,100,93,0,50332580,0x030003A4,wall,,00000932.pro,-1,,0
98,,48888,0,123,18703,103,93,0,33554641,0x020000D1,scenery,generic,00000210.pro,-1,,0
99,,48976,0,124,18707,107,93,0,50332585,0x030003A9,wall,,00000937.pro,-1,,0
100,,49064,0,125,18708,108,93,0,33554653,0x020000DD,scenery,generic,00000222.pro,-1,,0
101,,49152,0,126,18709,109,93,0,33554499,0x02000043,scenery,generic,00000068.pro,-1,,0
102,,49240,0,127,18713,113,93,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
103,,49328,0,128,18714,114,93,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
104,,49416,0,129,18852,52,94,0,33554499,0x02000043,scenery,generic,00000068.pro,-1,,0
105,,49504,0,130,18888,88,94,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
106,,49592,0,131,18889,89,94,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
107,,49680,0,132,18890,90,94,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
108,,49768,0,133,18891,91,94,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
109,,49856,0,134,18900,100,94,0,50332581,0x030003A5,wall,,00000933.pro,-1,,0
110,,49944,0,135,18903,103,94,0,33554573,0x0200008D,scenery,generic,00000142.pro,-1,,0
111,,50032,0,136,18907,107,94,0,50332269,0x0300026D,wall,,00000621.pro,-1,,0
112,,50120,0,137,18909,109,94,0,33554499,0x02000043,scenery,generic,00000068.pro,-1,,0
113,,50208,0,138,18914,114,94,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
114,,50296,0,139,19048,48,95,0,33554558,0x0200007E,scenery,generic,00000127.pro,-1,,0
115,,50384,0,140,19049,49,95,0,33554557,0x0200007D,scenery,generic,00000126.pro,-1,,0
116,,50472,0,141,19052,52,95,0,33554537,0x02000069,scenery,generic,00000106.pro,-1,,0
117,,50560,0,142,19086,86,95,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
118,,50648,0,143,19087,87,95,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
119,,50736,0,144,19088,88,95,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
120,,50824,0,145,19089,89,95,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
121,,50912,0,146,19100,100,95,0,50332582,0x030003A6,wall,,00000934.pro,-1,,0
122,,51000,0,147,19101,101,95,0,33554499,0x02000043,scenery,generic,00000068.pro,-1,,0
123,,51088,0,148,19101,101,95,0,131,0x00000083,item,container,00000131.pro,-1,,0
124,,51176,0,149,19107,107,95,0,50332597,0x030003B5,wall,,00000949.pro,-1,,0
125,,51264,0,150,19115,115,95,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
126,,51352,0,151,19249,49,96,0,33554559,0x0200007F,scenery,generic,00000128.pro,-1,,0
127,,51440,0,152,19284,84,96,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
128,,51528,0,153,19285,85,96,0,83886092,0x0500000C,misc,,00000012.pro,-1,,0
